,district,county,population,lat,long
0,0,57.0,6265.0,35.99217864133333,-80.05353765333334
1,0,57.0,3208.0,35.93787163076923,-80.05619918461538
2,0,57.0,5298.0,35.896412100847456,-80.07202392966101
3,0,57.0,5240.0,35.88180542258065,-80.06474329596774
4,0,57.0,4353.0,35.84185513076923,-80.07346523589743
5,0,67.0,1516.0,36.02355399772727,-80.06224716136364
6,0,67.0,2935.0,36.07258268095238,-80.0595498452381
7,0,81.0,1626.0,36.093603028125,-79.761223665625
8,0,81.0,4659.0,36.10662504578313,-79.77614318674699
9,0,81.0,2633.0,36.092550918571426,-79.77314919857143
10,0,81.0,1484.0,36.08939059607843,-79.80412623137255
11,0,81.0,1634.0,36.1045390627907,-79.81544033488372
12,0,81.0,2533.0,36.0994728618421,-79.79839877763158
13,0,81.0,2102.0,36.079989375,-79.81915909722223
14,0,81.0,2857.0,36.06754411690141,-79.83964294225352
15,0,81.0,6114.0,36.06885109324325,-79.8225814054054
16,0,81.0,2036.0,36.07661968194444,-79.80441764722222
17,0,81.0,6928.0,36.06843067169811,-79.80408441509434
18,0,81.0,2946.0,36.07532260508474,-79.79146705423729
19,0,81.0,2387.0,36.082629077586205,-79.78244417241379
20,0,81.0,5224.0,36.07786130990099,-79.76952112673267
21,0,81.0,4194.0,36.06664360149254,-79.75950514328358
22,0,81.0,2753.0,36.054713591549294,-79.75900185070422
23,0,81.0,3378.0,36.067302032,-79.776223442
24,0,81.0,2818.0,36.060785604838706,-79.77706028709677
25,0,81.0,2956.0,36.052894471910115,-79.7817837988764
26,0,81.0,5547.0,36.05379135492958,-79.79846224647888
27,0,81.0,3866.0,36.05748414225352,-79.80921976338028
28,0,81.0,2578.0,36.05372688596491,-79.82176031754386
29,0,81.0,3140.0,36.053278740277776,-79.84312785
30,0,81.0,5263.0,36.133379952941176,-79.7760817264706
31,0,81.0,4781.0,36.131622885964916,-79.75443886491227
32,0,81.0,4361.0,36.1137704984127,-79.81454704603175
33,0,81.0,3645.0,36.0755561625,-79.8605496125
34,0,81.0,4410.0,36.083577159036146,-79.8539580686747
35,0,81.0,3411.0,36.103930176344086,-79.83097425698925
36,0,81.0,2325.0,36.095913196666665,-79.83632983666666
37,0,81.0,3262.0,36.11770424565218,-79.85783553478261
38,0,81.0,5059.0,36.09891562278481,-79.85626806962026
39,0,81.0,4778.0,36.041580747727274,-79.81532610454545
40,0,81.0,2698.0,36.04332794482759,-79.88382164137931
41,0,81.0,2504.0,36.04330368235294,-79.85247428235294
42,0,81.0,3219.0,36.034046296153846,-79.83349856730769
43,0,81.0,3855.0,36.023438196,-79.827007204
44,0,81.0,6304.0,36.01701366111111,-79.81671111527778
45,0,81.0,3475.0,36.04216466904762,-79.86702151666667
46,0,81.0,3479.0,36.05799052244898,-79.86102001836734
47,0,81.0,3446.0,36.0667416945946,-79.87004126486487
48,0,81.0,3806.0,36.02944451590909,-79.84595985454546
49,0,81.0,3914.0,36.023535626506025,-79.86346733012049
50,0,81.0,5505.0,36.120149209589044,-79.79383280684931
51,0,81.0,3654.0,36.118017124324325,-79.76475101351352
52,0,81.0,4168.0,36.102289883050844,-79.74909968474576
53,0,81.0,3399.0,36.09179614594595,-79.7441279054054
54,0,81.0,2677.0,36.0828922015873,-79.74600356031746
55,0,81.0,9306.0,36.06578180913706,-79.72073145786803
56,0,81.0,4299.0,36.02271291666666,-79.79281254666667
57,0,81.0,2817.0,36.03411308688525,-79.76831255737704
58,0,81.0,4668.0,35.974010764102566,-79.9948288923077
59,0,81.0,4111.0,35.97490278674699,-80.01009043373494
60,0,81.0,4123.0,35.96796601487603,-80.02242213057852
61,0,81.0,3977.0,35.966996799082565,-79.99351327798165
62,0,81.0,4425.0,35.95848785384615,-79.98848713186813
63,0,81.0,3197.0,35.950924540659344,-80.02048568241759
64,0,81.0,4043.0,35.9478261009901,-79.99161535643564
65,0,81.0,2943.0,35.94189611726619,-80.01038469496403
66,0,81.0,2511.0,35.982620595238096,-79.95871544285714
67,0,81.0,6129.0,35.978847022988504,-80.03792626551724
68,0,81.0,2427.0,35.93229158571429,-80.04131191071428
69,0,81.0,3038.0,36.00094882631579,-80.02102781578947
70,0,81.0,3974.0,35.99559539259259,-80.01013729629629
71,0,81.0,5480.0,35.9859328375,-79.98906797291667
72,0,81.0,2823.0,35.994271069565215,-79.96955854782608
73,0,81.0,1225.0,35.92677769375,-80.013460228125
74,0,81.0,4692.0,35.92805056071428,-79.96981278482143
75,0,81.0,3435.0,35.960697789795915,-79.96077503061224
76,0,81.0,5594.0,36.20490769305555,-79.62709953611112
77,0,81.0,5506.0,36.099079203076926,-79.63531930230769
78,0,81.0,4621.0,36.06929882650603,-79.66939230481928
79,0,81.0,5446.0,36.16223414042553,-79.67863724042553
80,0,81.0,7760.0,36.1265364,-79.7132870203125
81,0,81.0,7211.0,36.159002295,-79.75546643833333
82,0,81.0,5439.0,36.21279555666667,-79.83007448777778
83,0,81.0,6245.0,36.21771137034483,-79.7410398786207
84,0,81.0,6590.0,36.131859862068964,-79.81190107413794
85,0,81.0,6347.0,36.15315699387755,-79.85549126938776
86,0,81.0,2966.0,36.13010311875,-79.84167836041667
87,0,81.0,6193.0,36.158145540336136,-79.80080440672269
88,0,81.0,6473.0,36.148305964705884,-79.82530763333334
89,0,81.0,8668.0,36.19837833544304,-79.89733032848102
90,0,81.0,6175.0,36.23427477538461,-79.97246102384615
91,0,81.0,4615.0,36.18482637977528,-80.01668693483145
92,0,81.0,4902.0,36.15064041313131,-79.95069736969697
