id,county,pop100,intptlat,intptlon
1067,001,1,36.0989863,-109.292146
1073,001,1,36.0726534,-109.2248204
1076,001,1,36.063569,-109.2097907
1077,001,6,36.0687362,-109.1903894
1078,001,6,36.084729,-109.1774029
1082,001,14,36.0413536,-109.1535232
1083,001,17,36.025166,-109.1760798
1084,001,36,36.0407966,-109.1941834
1085,001,1,36.0541652,-109.2033312
1086,001,4,36.0553456,-109.2163509
1089,001,2,36.059347,-109.2633102
1105,001,2,36.0421312,-109.2307212
1107,001,5,36.0604057,-109.2345353
1113,001,22,36.0674997,-109.2175894
1117,001,3,36.0080661,-109.2032486
1120,001,4,35.9820625,-109.1863205
1122,001,2,35.9899592,-109.1677091
1128,001,2,35.9949589,-109.1368466
1130,001,2,36.0079984,-109.0954863
1158,001,37,35.9068191,-109.1162387
1161,001,19,35.8889501,-109.1271894
1179,001,6,35.9654429,-109.2109447
1183,001,19,35.9135824,-109.1657545
1184,001,7,35.9060482,-109.1640353
1193,001,1,35.9032806,-109.2109606
1194,001,3,35.9086309,-109.1981598
1195,001,8,35.9118353,-109.1881688
1196,001,9,35.89254,-109.1851682
1197,001,1,35.8988541,-109.1831751
1199,001,2,35.9074878,-109.1760861
1200,001,6,35.9041171,-109.1775718
1203,001,17,35.888632200000004,-109.177727
1205,001,7,35.893878,-109.1752553
1207,001,62,35.9003476,-109.1697487
1208,001,10,35.9035843,-109.1657227
1209,001,109,35.9014896,-109.1575421
1210,001,22,35.9112954,-109.1569757
1211,001,11,35.9032467,-109.1485245
1212,001,63,35.8956426,-109.1408459
1213,001,14,35.8967564,-109.1500308
1214,001,9,35.8906084,-109.1472103
1215,001,29,35.8861968,-109.1548733
1216,001,22,35.8976815,-109.1617174
1217,001,9,35.873338,-109.1549945
1218,001,2,35.8829388,-109.136672
1219,001,7,35.8755968,-109.126785
1221,001,4,35.8769338,-109.1129326
1223,001,17,35.8716979,-109.0748341
1224,001,10,35.8668386,-109.0875251
1225,001,1,35.8764074,-109.1016006
1228,001,5,35.9147157,-109.0633925
1230,001,6,35.8401388,-109.0868029
1232,001,1,35.8579404,-109.1033209
1235,001,9,35.8659626,-109.1398075
1237,001,33,35.8786741,-109.1708017
1238,001,46,35.890679,-109.1686508
1239,001,4,35.8867488,-109.1637986
1241,001,7,35.893898,-109.1722277
1242,001,6,35.8980034,-109.1646102
1243,001,27,35.897252,-109.1683025
1244,001,34,35.8951626,-109.1729349
1245,001,5,35.8589404,-109.1762958
1246,001,21,35.8703315,-109.1794612
1249,001,16,35.885981,-109.2209363
1252,001,1,35.8559501,-109.1813457
1255,001,2,35.8481264,-109.1505027
1260,001,13,35.8341473,-109.180905
1262,001,4,35.844728,-109.1702608
1263,001,23,35.8364586,-109.1613871
1266,001,2,35.8312383,-109.1156081
1268,001,25,35.8158314,-109.0720658
1269,001,17,35.8488091,-109.0551843
1270,001,6,35.8755406,-109.0508892
1273,001,10,35.9159085,-109.0507715
1274,001,3,35.9052421,-109.0601221
1275,001,12,35.8955655,-109.0613508
1276,001,3,35.8920854,-109.0576761
1277,001,8,35.837962,-109.0478015
1278,001,2,35.827974,-109.0506651
1279,001,19,35.814728,-109.0547654
1280,001,8,35.807683,-109.0909258
1281,001,33,35.8012689,-109.1096595
1282,001,5,35.7921795,-109.1184938
1283,001,16,35.7904139,-109.1193068
1284,001,12,35.7935154,-109.1171279
1285,001,5,35.7905196,-109.0968708
1286,001,28,35.8109237,-109.1354369
1287,001,7,35.8157241,-109.1462836
1288,001,25,35.8233983,-109.1555157
1289,001,20,35.8293798,-109.1729612
1295,001,23,35.8105909,-109.1777864
1296,001,2,35.819275,-109.1670391
1298,001,3,35.797887,-109.1661248
1299,001,9,35.8080949,-109.1569785
1301,001,3,35.7962786,-109.1455073
1302,001,11,35.7814676,-109.1438924
1304,001,11,35.7918549,-109.1307803
1305,001,8,35.7903553,-109.1236679
1306,001,8,35.8843857,-109.1659206
1311,001,12,35.8964812,-109.158299
1312,001,3,35.7870714,-109.0988996
1314,001,4,35.9001689,-109.1735091
1315,001,25,35.9027919,-109.1715685
1317,001,14,35.7870272,-109.0509784
1318,001,1,35.8011961,-109.054759
1319,001,12,35.8055103,-109.0549315
1320,001,85,35.7863692,-109.0696919
1322,001,12,35.7624907,-109.0697078
1323,001,11,35.7675819,-109.0587755
1324,001,96,35.7640782,-109.0504434
1325,001,26,35.7614394,-109.0515149
1326,001,48,35.7616711,-109.0495032
1327,001,31,35.7616802,-109.0473658
1328,001,31,35.7592132,-109.0493023
1329,001,23,35.7616121,-109.089066
1330,001,42,35.7554801,-109.0829089
1331,001,96,35.7680359,-109.0815915
1332,001,47,35.7574311,-109.0768102
1333,001,27,35.7594513,-109.072103
1334,001,1,35.7598656,-109.0702566
1336,001,16,35.7583274,-109.0716636
1337,001,32,35.7568572,-109.0722565
1338,001,142,35.7525987,-109.0749013
1339,001,29,35.7556164,-109.0764705
1340,001,35,35.7542273,-109.0776513
1341,001,13,35.7518854,-109.0800043
1342,001,7,35.7534473,-109.0804709
1343,001,1,35.7521697,-109.0805955
1344,001,63,35.7501194,-109.0775567
1345,001,85,35.7469383,-109.0779226
1346,001,18,35.7479471,-109.0819497
1347,001,75,35.7437792,-109.1077039
1349,001,19,35.7583452,-109.1024365
1350,001,3,35.7591526,-109.0966105
1351,001,38,35.7459169,-109.0737112
1352,001,49,35.7396629,-109.0640176
1353,001,14,35.740588700000004,-109.0675297
1354,001,30,35.7416048,-109.0687918
1359,001,22,35.7463291,-109.0690157
1360,001,43,35.7415336,-109.0693982
1361,001,12,35.7434454,-109.0704777
1363,001,26,35.7414003,-109.0704479
1364,001,11,35.7581415,-109.0684123
1365,001,9,35.7552367,-109.0679773
1366,001,43,35.75441,-109.0732655
1367,001,21,35.7388515,-109.0704413
1368,001,10,35.7419237,-109.073497
1369,001,14,35.7427438,-109.0741199
1370,001,31,35.7423806,-109.0744209
1371,001,20,35.7438696,-109.0744928
1372,001,21,35.7442554,-109.0755885
1373,001,18,35.7420847,-109.0757355
1374,001,16,35.734507,-109.0916927
1375,001,5,35.7313616,-109.0823721
1376,001,41,35.7240209,-109.0960138
1377,001,35,35.7297903,-109.0908677
1378,001,13,35.7257789,-109.0864985
1379,001,14,35.7198454,-109.113196
1382,001,13,35.7436369,-109.0736472
1383,001,7,35.7430374,-109.0722631
1386,001,52,35.7515782,-109.0817707
1387,001,65,35.7533255,-109.0818614
1388,001,49,35.7540396,-109.0816261
1389,001,7,35.7557161,-109.0804863
1391,001,10,35.7108482,-109.1008455
1393,001,1,35.7367711,-109.0740575
1394,001,7,35.7453868,-109.0714728
1395,001,40,35.7407647,-109.0685529
1398,001,12,35.7527698,-109.0487098
1399,001,94,35.7489737,-109.0481284
1400,001,33,35.7515517,-109.0491787
1401,001,16,35.7524171,-109.0480609
1402,001,119,35.7482011,-109.0517455
1403,001,178,35.7510703,-109.0550998
1404,001,103,35.742648,-109.0606293
1405,001,4,35.7366931,-109.0582591
1406,001,17,35.7457744,-109.057343
1407,001,32,35.7411823,-109.0501433
1408,001,38,35.7342319,-109.0473119
1409,001,27,35.7296785,-109.0512801
1410,001,33,35.7337305,-109.0478334
1411,001,28,35.7341034,-109.049559
1412,001,10,35.7348243,-109.05001
1413,001,67,35.7347531,-109.0555827
1414,001,34,35.7381258,-109.0543735
1416,001,34,35.7415485,-109.0546025
1417,001,7,35.7334673,-109.0582869
1418,001,348,35.7289311,-109.0697463
1419,001,32,35.7330042,-109.0608825
1420,001,25,35.7334,-109.0603131
1421,001,120,35.732603,-109.0637707
1422,001,9,35.7349923,-109.07051
1423,001,25,35.7326679,-109.0614747
1424,001,323,35.7347602,-109.0632198
1425,001,49,35.731893,-109.0639116
1426,001,34,35.731593,-109.0660964
1427,001,28,35.7324056,-109.0620418
1428,001,53,35.7318158,-109.0651037
1429,001,17,35.7205132,-109.075273
1433,001,11,35.7149602,-109.0581895
1434,001,24,35.7083976,-109.0771141
1436,001,15,35.695824,-109.0725417
1438,001,16,35.7030228,-109.0549757
1440,001,11,35.7358332,-109.0710923
1441,001,64,36.4413169,-109.2050312
1442,001,11,36.4385915,-109.2222281
1443,001,53,36.4319528,-109.2283536
1444,001,29,36.4220481,-109.2232461
1445,001,60,36.4205729,-109.2136029
1446,001,138,36.4168858,-109.256173
1447,001,4,36.4250082,-109.2352373
1448,001,23,36.4201415,-109.2359925
1449,001,13,36.4143065,-109.2471328
1450,001,3,36.408109,-109.2665948
1451,001,49,36.4078107,-109.244406
1452,001,22,36.4081512,-109.2506167
1453,001,48,36.4157109,-109.236135
1454,001,15,36.4195997,-109.2298394
1455,001,30,36.4167948,-109.2253528
1456,001,1,36.4176114,-109.2261341
1457,001,207,36.3998319,-109.2316702
1458,001,59,36.4133533,-109.2232425
1459,001,14,36.4173854,-109.2295879
1460,001,15,36.4171717,-109.2273136
1461,001,8,36.3896254,-109.2136392
1462,001,48,36.405607,-109.1896397
1463,001,8,36.4127416,-109.2044102
1464,001,34,36.409559,-109.2013015
1465,001,12,36.41903,-109.2042536
1466,001,18,36.4111535,-109.2138096
1467,001,37,36.4057018,-109.2110459
1468,001,36,36.405956,-109.2189861
1469,001,14,36.4000809,-109.2167787
1470,001,12,36.4007835,-109.2114951
1471,001,1,36.4357717,-109.2392855
1491,001,2,36.585066,-109.3314081
1497,001,9,36.5768861,-109.3904697
1513,001,13,36.6316068,-109.4987562
1514,001,22,36.6251245,-109.4968338
1519,001,18,36.5774497,-109.4282005
1522,001,80,36.6035097,-109.4970836
1528,001,6,36.5971265,-109.5346904
1529,001,16,36.5995313,-109.5379076
1530,001,15,36.5994566,-109.5422007
1532,001,49,36.5692766,-109.4821606
1533,001,9,36.5622404,-109.5300045
1534,001,16,36.5611509,-109.4375507
1535,001,5,36.5966352,-109.5386762
