id,county,pp_total,lat,long
303,035,68,40.5057077,-111.959442
304,035,39,40.6299611,-111.9891337
305,035,63,40.534982,-111.858302
306,035,59,40.497173600000004,-112.0271965
307,037,17,37.6261441,-109.4806792
316,001,12,38.2195226,-112.9307109
317,011,108,41.0133876,-111.9057843
319,037,4,37.1371656,-109.5586573
322,037,6,37.2836292,-109.5579012
326,035,78,40.6269937,-111.9281619
327,035,138,40.5614286,-111.8678371
328,035,35,40.5902715,-111.8457253
329,037,11,37.1249905,-109.8882108
333,013,175,40.2963231,-109.9858003
334,013,8,40.1983157,-110.0623996
335,013,67,40.2924937,-109.9807717
337,011,52,41.0647904,-111.9986577
340,035,79,40.4925731,-111.8734529
341,035,119,40.5885112,-111.8118905
342,035,19,40.5984776,-111.8460187
343,035,49,40.5932437,-111.8504524
344,035,89,40.6293567,-111.8786348
345,035,26,40.7180649,-111.8259483
346,035,22,40.7118376,-111.832028
347,035,543,40.6792345,-111.8624442
348,035,25,40.7473418,-111.9015663
349,035,69,40.6741946,-111.7929433
350,035,31,40.675942,-111.9303265
351,035,163,40.5672128,-111.846655
353,045,43,40.5873679,-112.4720677
355,045,201,40.6479135,-112.2954778
356,001,22,38.2761746,-112.6473932
358,035,70,40.7806938,-111.8945238
359,035,58,40.7036955,-111.8493231
360,035,36,40.5673549,-111.8800223
361,035,66,40.7368299,-111.8264552
362,035,46,40.7530528,-111.8616193
363,035,30,40.5855563,-111.9115932
364,035,105,40.7095891,-111.821028
365,035,64,40.5935074,-111.9817147
366,029,83,41.1404989,-111.8129711
368,043,2,40.7934974,-111.1454514
369,043,45,40.6728648,-111.4626704
370,043,25,40.6877673,-111.5423574
372,035,80,40.6769092,-111.9453222
373,035,67,40.5903795,-111.8313002
376,045,25,40.5732077,-112.3979201
379,003,133,41.5501836,-112.026885
380,003,72,41.7308378,-112.1655161
382,035,189,40.664862,-111.9683753
383,035,54,40.6797143,-111.8784876
384,035,65,40.6515626,-111.846458
385,035,54,40.6887233,-111.9285635
386,035,39,40.6955168,-111.9243642
388,003,39,41.5484217,-111.9998332
390,003,14,41.7915655,-112.1485869
391,005,34,41.7689352,-111.8078787
392,029,53,41.0427983,-111.6964069
393,029,89,41.0328874,-111.667117
396,045,66,40.5252565,-112.267894
398,035,75,40.5312855,-111.9083234
399,035,45,40.6972959,-111.9606026
400,035,71,40.6655125,-111.8603065
401,035,78,40.4936325,-112.0276501
402,035,53,40.5400743,-111.997572
403,035,141,40.6404341,-112.0269861
404,035,75,40.5936122,-111.8598148
405,035,166,40.7901129,-111.9340106
407,035,70,40.5301877,-111.9783766
408,035,44,40.6271948,-111.9220264
409,035,18,40.7213314,-111.8188662
410,035,537,40.636439,-111.8616112
411,035,151,40.6282651,-111.8183473
412,035,52,40.6776542,-112.0073537
413,035,52,40.7813291,-111.8829819
414,035,96,40.5055848,-112.0072438
415,035,120,40.6045556,-112.0401719
417,035,90,40.6028277,-111.8938313
418,035,51,40.6142476,-111.8785726
419,035,9,40.7660866,-111.8925234
420,035,355,40.6002495,-111.9608201
421,035,79,40.6309455,-112.015941
422,035,143,40.6919825,-111.8072225
423,035,6,40.5351709,-111.985127
424,035,74,40.6934431,-112.0841917
425,035,72,40.6907915,-111.8049283
426,053,12,37.1136767,-113.5870074
430,021,96,37.682777,-113.093688
431,021,9,37.6142533,-113.1749547
432,021,232,37.6601323,-113.0783813
434,021,4,37.7787889,-113.736225
435,021,202,37.6849761,-113.0764814
438,021,5,37.625711,-113.0152337
443,053,48,37.1714115,-113.3674331
445,053,4,37.0720682,-113.5436304
446,053,27,37.1339073,-113.3769156
447,049,31,40.1525852,-111.983063
448,049,63,40.2936513,-111.6364093
450,051,1,40.3018747,-111.2542785
452,051,23,40.5712305,-111.4215528
454,035,30,40.6441503,-111.830514
455,035,84,40.6158778,-111.8842835
456,035,88,40.5651454,-111.855373
457,035,61,40.7440519,-111.893253
458,021,14,37.6056045,-113.2050095
460,021,3,37.7033039,-112.8402343
461,027,8,39.4111029,-112.7370162
462,027,6,39.3574489,-112.5824522
464,053,37,37.0931328,-113.5675621
466,021,55,37.6692917,-113.0757126
470,053,24,37.0651918,-113.5511146
471,021,8,37.6339359,-113.6474155
474,003,3,41.7271968,-113.8683003
476,003,63,41.7955763,-112.1689919
477,003,21,41.8104724,-112.1149508
478,003,55,41.7056153,-112.1747382
479,003,7,41.5514637,-112.1250155
480,035,258,40.6007611,-111.9089165
481,035,70,40.6558064,-111.9762689
483,035,403,40.6994569,-112.0611908
486,035,44,40.6735535,-111.8305798
487,035,109,40.671052,-111.8183142
488,035,105,40.6150149,-111.9612441
489,035,38,40.6809462,-111.9549876
490,035,78,40.5960402,-112.0093565
491,035,101,40.6254449,-112.0282844
492,035,26,40.527056,-111.9668743
493,035,19,40.5772017,-112.0059361
494,035,59,40.6800859,-111.9423384
495,035,13,40.7316462,-111.8770297
496,035,226,40.6113443,-111.9411726
497,035,167,40.5791251,-111.8803759
498,035,68,40.7391725,-111.8803472
499,035,57,40.6823678,-111.849822
500,035,131,40.6727615,-111.8639488
501,035,30,40.6623338,-111.870879
502,035,126,40.6376062,-111.9121127
503,035,74,40.5624095,-111.8669481
504,035,8,40.4859073,-112.0053375
505,035,29,40.5195796,-111.9278246
506,035,175,40.6718786,-112.0184258
507,035,93,40.7501809,-111.8320464
508,035,85,40.7426713,-111.8323081
509,035,151,40.6219636,-111.8140731
510,035,133,40.5159761,-111.9549928
512,035,199,40.6122618,-112.0531148
513,035,133,40.6141975,-111.8537752
514,021,40,37.707023,-113.0593496
516,049,31,40.360496500000004,-111.9496174
517,035,15,40.5637057,-111.925797
519,035,247,40.7595384,-111.8640388
520,035,44,40.7073291,-111.8333168
521,035,54,40.7006574,-112.0317302
522,035,49,40.4927806,-111.8867022
523,035,331,40.7425853,-111.9237155
524,035,7,40.5570598,-111.8444241
525,035,72,40.5823797,-111.9918769
526,035,87,40.644324,-111.8446628
530,049,49,40.3158343,-111.7205502
531,049,129,40.2958317,-111.703193
534,049,36,40.3677497,-111.8004905
535,049,89,40.3033389,-111.7370761
537,053,35,37.1144553,-113.6170162
538,053,58,37.1356122,-113.5028077
539,053,12,37.0724759,-113.5906316
540,021,8,37.733915,-113.6259568
541,021,32,37.6674544,-113.0712563
542,021,34,37.6831745,-113.0971763
545,049,26,40.298052,-111.7006871
546,049,2,40.4140136,-111.8573347
547,049,35,40.3067045,-111.7475446
548,001,25,38.3926871,-113.0147368
549,049,31,40.3765914,-111.7127529
550,049,85,40.2415214,-111.6505209
551,049,98,40.409683,-111.9088851
552,049,31,40.4087588,-111.9157262
553,049,143,40.2392808,-111.6759129
554,049,76,40.3859982,-111.7918636
555,049,24,40.3873226,-111.8482556
556,049,49,40.106212,-111.6616532
558,049,37,40.1600393,-111.6219789
560,049,1,40.0611587,-111.7340363
562,005,81,41.7456009,-111.8254625
563,005,11,41.9265933,-111.9454097
565,005,15,41.6278668,-111.8728548
566,043,13,40.9254501,-111.3849385
567,043,7,40.9176522,-111.4296946
568,005,82,41.8070257,-111.8042738
572,033,4,41.5324449,-111.150976
573,049,33,40.2569396,-111.6781573
575,049,96,40.3725788,-111.8734659
576,051,26,40.5072622,-111.3486348
577,051,11,40.4835752,-111.3452157
579,005,13,41.8986118,-111.9267258
580,043,1,40.7599587,-111.196456
582,005,43,41.682609,-111.8603436
584,005,96,41.7525178,-111.8182487
585,049,42,40.1676523,-111.5925282
586,049,103,40.2996491,-112.0095933
587,049,72,40.1499163,-111.62705
588,049,43,40.039701,-111.7184802
589,049,175,40.2423364,-111.6525205
590,049,63,40.373736,-111.7894114
591,049,76,40.3022243,-111.7474897
592,049,35,40.4163848,-111.9008676
594,049,85,40.3634769,-111.865774
598,005,18,41.7347061,-111.8257822
599,005,35,41.7110054,-111.9777312
600,051,7,40.500643,-111.4905066
601,051,29,40.5135972,-111.4160173
602,051,42,40.5123318,-111.4195018
604,051,109,40.3781116,-111.3716461
607,051,49,40.510775,-111.4555612
608,051,43,40.5075441,-111.4589772
610,003,11,41.7204723,-112.1062493
611,003,3,41.8217532,-113.4755934
613,027,11,39.3038646,-112.308454
615,043,11,40.9951395,-111.2383091
616,043,24,40.9116863,-111.3911517
617,043,79,40.7217735,-111.2921822
618,043,21,40.7689698,-111.4617445
619,043,16,40.7074332,-111.3784692
620,005,46,41.7344964,-111.8487323
621,005,61,41.8272545,-111.8118418
623,003,99,41.7092619,-112.1724583
625,003,17,41.7170033,-112.1631142
626,003,6,41.599827,-112.220789
628,021,21,37.6780734,-113.1347065
629,021,3,37.6297972,-113.5732335
630,053,115,37.0073602,-113.5072339
631,053,74,37.053956,-113.5322791
632,053,25,37.0770347,-113.526261
634,053,113,37.1022498,-113.5822825
636,053,46,37.0737207,-113.4923
641,003,15,41.5474919,-112.1089284
643,003,14,41.5521703,-112.1120112
645,005,5,41.8446711,-111.8888898
647,051,10,40.5839134,-111.1175876
649,051,380,40.4747835,-111.4000703
650,051,29,40.4712979,-111.3889567
652,051,18,40.5159299,-111.3872906
657,053,20,37.0865909,-113.5261273
659,027,12,38.7960106,-112.431209
660,027,22,38.7997542,-112.4437074
661,027,23,39.3466682,-112.5831871
662,027,8,39.10545,-112.271914
663,027,8,39.3483017,-112.5831749
664,053,36,37.1349406,-113.3728022
665,053,42,37.0676134,-113.5475503
666,053,57,37.0721036,-113.5152465
667,027,5,39.3195046,-112.6581791
668,021,37,37.7592105,-113.0547077
669,021,23,37.7750126,-113.1043991
671,053,37,37.106649,-113.6145166
673,053,2,37.1746602,-113.7121579
674,053,50,37.1308657,-113.6178584
675,053,103,37.1045507,-113.6145034
676,053,110,37.0918422,-113.506584
677,027,9,39.2409483,-112.107056
679,021,14,37.9439832,-112.740071
687,053,5,37.5130675,-113.6871981
690,047,12,40.4029954,-109.7950825
695,035,123,40.804199,-111.94733
696,035,38,40.5301859,-111.968305
697,035,146,40.705688,-112.080588
698,035,74,40.5622533,-112.0112719
699,035,131,40.672448,-112.0418082
700,035,125,40.6056648,-112.0593116
701,035,43,40.6237349,-111.9308899
702,035,141,40.6867003,-111.9130001
703,035,30,40.5063633,-112.0088621
704,035,116,40.4893353,-111.8812753
708,047,101,40.4657674,-109.5113588
710,049,295,40.15907,-111.6013961
711,049,27,40.1505294,-111.5520574
713,049,33,40.4207507,-111.7531025
714,049,57,40.2101188,-111.6700131
715,049,54,40.0793637,-111.6015259
716,049,102,39.9671481,-111.8162354
717,049,117,40.3250197,-111.7212122
718,049,129,40.0893383,-111.6140288
719,049,51,40.2718444,-111.6698867
720,049,7,40.0087484,-111.7536251
723,049,36,40.0390009,-111.7296624
724,049,135,40.3060026,-111.7201862
725,049,39,40.1617607,-111.6042195
726,025,4,37.5092731,-112.6557478
728,025,11,37.0420028,-112.3742539
729,023,20,39.5610599,-111.8571835
731,049,8,40.3101131,-112.0117821
732,049,302,40.2246609,-111.6725989
733,049,44,40.1078027,-111.6556784
734,049,436,40.2632413,-111.6922136
735,049,1,40.3963616,-111.5885018
737,041,9,38.5859467,-112.2654948
739,041,18,38.8099431,-112.034448
741,049,90,40.3631926,-111.734488
742,049,50,40.3605773,-111.732388
743,049,46,40.2384486,-111.670118
746,017,2,37.6597494,-112.4335075
748,017,8,37.6489327,-112.4333526
750,049,63,40.2844986,-111.667079
751,049,43,40.0396842,-111.7134863
753,041,1,38.945043,-111.8533879
754,049,4,40.10525,-111.9658869
755,049,17,40.2290366,-111.6613794
756,049,32,40.3973393,-111.8453851
757,049,69,40.3086142,-112.0222039
759,025,154,37.2560113,-112.6495361
763,017,5,37.6266774,-112.6322064
764,049,91,40.4021698,-111.8526548
765,049,66,40.0957008,-111.6128976
766,049,33,40.4031619,-111.8512046
767,049,38,40.3893784,-111.9282064
768,049,112,40.1181795,-111.6416663
769,049,38,40.1534851,-111.5894174
770,041,12,38.7032059,-112.0635569
771,041,42,38.7344563,-112.0929304
772,049,132,40.334676,-111.9186722
773,025,20,37.0534788,-112.5423722
774,049,47,40.1344904,-111.5728449
775,047,15,40.3836697,-109.4783135
779,049,75,40.4295763,-111.8510564
780,049,24,40.4244191,-111.7652772
781,049,82,40.3036204,-111.6903105
782,049,58,40.3455661,-111.9150652
785,047,56,40.4466546,-109.3728736
787,047,22,40.2516622,-109.9517739
790,049,61,40.338468399999996,-111.933478
793,041,1,39.0011023,-111.730657
794,041,41,38.7729625,-112.0785111
795,041,27,38.7715721,-112.0874922
796,041,37,38.7701683,-112.0874888
797,025,22,37.0822435,-111.6629808
800,049,95,40.3980468,-111.8084414
801,049,63,40.0705055,-111.6000164
802,049,14,40.3766934,-111.8375909
803,049,119,40.180462,-111.6007387
804,049,94,40.159609,-111.6261362
805,049,195,40.3707655,-111.7941696
806,049,42,40.397689,-111.7972383
807,049,41,40.0252744,-111.726664
808,049,44,40.1031898,-111.629947
809,041,39,38.9582649,-111.8556419
810,049,78,40.3845041,-111.7615215
811,049,66,40.2241085,-111.6335534
812,049,38,40.2839511,-111.6455822
813,049,58,40.2688472,-111.6443292
814,049,9,40.2620416,-111.6557428
815,041,2,38.5117175,-111.8865305
817,047,55,40.4467906,-109.519779
818,047,13,40.4593032,-109.5295495
822,017,2,37.5850411,-112.6585937
824,055,10,38.3916456,-111.5904388
829,007,32,39.5485632,-110.4161206
831,049,67,40.368487,-111.9692465
833,049,58,40.2397546,-111.6839136
837,049,122,40.0436393,-111.7167413
838,049,60,40.3159695,-111.6874966
839,041,11,38.70612,-112.0618029
840,049,44,40.2515359,-111.6773762
841,049,31,40.0277607,-111.7430571
842,049,61,40.2718316,-111.6464466
843,049,131,40.4015882,-111.8466889
844,049,8,40.1347938,-111.692554
845,049,21,40.0097492,-111.6795733
846,049,42,40.4283302,-111.8274557
851,055,6,38.2464008,-111.251103
853,023,11,39.8183718,-111.8562572
855,057,27,41.2443753,-111.9492585
856,057,111,41.206424,-111.9610186
857,057,49,41.2175434,-111.9726878
858,037,20,37.8028153,-109.3276671
859,011,20,41.150732,-112.1466323
860,011,31,41.0114205,-111.9554582
861,011,31,41.0173087,-111.9010938
862,011,249,41.0980768,-112.057141
863,011,169,40.8735062,-111.856314
864,011,47,41.0965983,-112.0000483
865,011,136,41.0877783,-112.005373
866,011,119,40.8760147,-111.8470243
867,011,260,41.0908708,-112.0553043
868,011,76,40.9118933,-111.8947905
869,011,231,41.1287825,-112.0947828
870,011,39,40.896612,-111.8520027
871,011,285,40.9959642,-111.891902
872,011,62,40.9971839,-111.9378523
873,011,22,40.83421,-111.8965628
874,011,150,40.9236085,-111.8834028
875,011,36,41.0955924,-112.1036157
876,011,64,41.0294212,-111.9133717
877,055,5,38.4133778,-111.6393706
881,057,29,41.207313,-111.9798953
884,007,11,39.6136278,-110.8306801
885,015,84,39.0027676,-110.1581664
888,015,11,39.3369611,-110.945561
890,011,41,41.0428242,-111.9135453
891,011,94,40.8383003,-111.8773399
892,011,1031,41.0639064,-112.0598641
893,011,151,40.9967285,-111.887096
894,011,456,40.8786859,-111.8947293
896,013,37,40.2199893,-110.8777944
898,011,40,41.1212611,-112.0741991
899,011,25,41.1331628,-112.0666745
900,011,73,40.9320849,-111.8750787
901,011,27,40.9167072,-111.8781215
902,011,33,41.1105484,-112.0054127
903,017,9,37.8235413,-112.4360242
906,045,149,40.5283319,-112.2735876
907,045,47,40.4359534,-112.4334271
908,045,27,40.5377908,-112.2751226
910,045,57,40.5219076,-112.3079302
911,045,37,40.5295843,-112.3022184
912,011,35,40.8577375,-111.9012789
913,011,74,41.0836491,-111.9144101
914,015,4,39.0925271,-111.13316880000001
916,015,19,39.3326673,-110.9681405
919,015,8,39.3366629,-110.9529132
921,015,36,39.4390418,-110.8406227
922,015,3,39.3478842,-110.9811138
924,011,39,41.0726458,-111.9666739
925,011,7,41.046395,-111.9606388
926,011,115,40.8571813,-111.9362747
928,057,42,41.2094818,-111.9749655
929,057,219,41.1558113,-112.0522054
930,057,67,41.1564393,-112.0408641
931,057,38,41.2731422,-111.9466501
932,057,8,41.2190111,-111.9999207
933,057,56,41.2003238,-111.9724698
934,057,27,41.1988256,-111.9716208
935,057,3,41.217231,-112.0237135
936,057,54,41.2837937,-112.1305862
937,011,259,41.0796174,-112.0690266
938,011,64,41.0281634,-111.9533797
939,011,64,41.02585,-111.9052298
940,011,119,40.8904765,-111.8668899
941,011,73,40.8958991,-111.8776317
942,011,58,40.865905,-111.8575638
943,015,18,39.3321217,-110.9775345
944,015,14,39.0090142,-110.1609822
945,011,124,41.1121193,-112.0508143
946,011,96,41.0896296,-111.9729093
948,011,127,40.8916872,-111.8557768
949,011,118,40.9298448,-111.8768568
952,037,8,37.6189282,-109.5136252
953,011,213,41.1117445,-112.0250939
954,011,142,40.9234514,-111.8875782
955,011,76,40.8383234,-111.8941175
956,011,159,41.1306361,-112.0765299
957,011,79,41.085847,-112.0687381
958,011,69,41.0616189,-111.9834624
959,011,44,41.0617006,-112.0239318
960,011,127,41.0548765,-111.9553599
963,039,8,39.5373043,-111.4505007
964,011,117,40.979009,-111.8825694
968,011,231,41.0943233,-111.9758707
970,011,87,40.839177,-111.9125229
971,011,56,41.0182441,-111.9073429
972,011,51,41.0383232,-111.9846629
973,011,96,41.1080538,-111.9284883
974,011,188,41.0759899,-112.0083892
976,013,4,40.1665067,-110.3901344
977,013,2,40.1795048,-110.6219665
979,057,38,41.3068611,-111.8565822
980,057,19,41.275193,-112.0289837
981,057,30,41.1826755,-111.9743578
982,057,26,41.1821674,-112.0640847
983,053,43,37.0298021,-113.6126714
984,053,16,37.137624,-113.5244232
988,035,52,40.5650053,-111.9743482
989,053,69,37.0478153,-113.5744014
990,053,34,37.0792929,-113.5613429
992,027,19,39.3421685,-112.582439
993,027,27,39.3482521,-112.5753586
995,053,57,37.1464859,-113.6234352
998,053,7,37.4145314,-113.247891
999,053,93,37.4285669,-113.2371245
1000,021,21,37.5240391,-113.2009059
1003,021,2,37.6613856,-112.8062469
1004,035,114,40.6751326,-112.02598
1005,035,65,40.4974789,-111.8548231
1006,035,39,40.6015027,-112.0104564
1007,035,82,40.6922583,-111.9493323
1008,035,54,40.6703566,-112.0080585
1009,035,82,40.6541677,-112.0094833
1016,049,32,40.0202724,-111.7372082
1017,049,225,40.0189528,-111.7406963
1018,049,48,40.0405886,-111.6687132
1019,049,43,40.0955439,-111.6606565
1022,035,101,40.5698755,-112.0010801
1023,035,61,40.692373,-111.8133568
1024,035,40,40.6849687,-111.8181614
1025,035,112,40.5714493,-111.822353
1026,035,310,40.763893,-111.9354302
1027,035,52,40.7785744,-111.9239908
1028,035,12,40.7353534,-111.8889196
1029,035,66,40.7508668,-111.884657
1030,035,105,40.6418909,-111.9593733
1032,035,56,40.5932986,-111.8090883
1033,035,51,40.5131668,-112.0100168
1035,035,65,40.7452702,-111.8567219
1036,035,119,40.7589987,-111.9258828
1037,035,21,40.5436138,-111.9895361
1038,035,51,40.5506233,-111.8517184
1039,035,42,40.5314046,-111.958617
1040,035,141,40.7063792,-111.8269585
1041,001,9,38.379817,-113.0301134
1042,001,13,38.3936181,-113.0183614
1044,005,71,41.7856955,-111.786812
1045,001,6,38.2763163,-112.6300047
1049,005,21,41.7558482,-111.8317401
1050,005,68,41.7036799,-111.8682292
1051,005,22,41.7596525,-111.8285146
1053,033,1,41.4891814,-111.4559728
1054,035,18,40.6330504,-111.8665987
1055,049,22,40.2724942,-111.6872248
1056,049,74,40.2635657,-111.6877486
1057,049,123,40.4093115,-111.8558552
1058,049,15,40.3549223,-111.5744432
1059,049,75,40.3350145,-111.9296997
1065,033,19,41.941272,-111.3947588
1066,035,91,40.7168437,-111.8461298
1067,035,53,40.6170642,-112.0090168
1068,035,79,40.6875014,-111.8680847
1069,035,47,40.6855876,-112.0564905
1070,035,60,40.6590959,-112.0160414
1071,035,123,40.6726013,-111.9941492
1072,035,402,40.6859546,-111.8391453
1073,035,81,40.6439723,-112.0156994
1074,035,59,40.6461049,-111.8725092
1075,035,108,40.5970872,-111.8893987
1076,035,101,40.762262,-111.9258893
1077,035,92,40.7600865,-111.9258842
1078,035,104,40.6720857,-111.9917803
1079,035,98,40.7699546,-111.8663436
1081,035,213,40.627854,-111.9650361
1082,035,184,40.5841818,-111.8706335
1083,005,8,41.7601185,-111.8201458
1085,029,12,41.0602666,-111.6996226
1086,005,141,41.6437562,-111.9452687
1090,043,2,40.7119129,-111.5469568
1091,005,130,41.7381635,-111.8386908
1092,003,63,41.4972491,-112.0199572
