id,county,pp_total,lat,long
20149,035,293,40.5559545,-111.9057563
20150,035,30,40.5458245,-112.0111822
20151,035,18,40.544505,-112.0392578
20152,035,610,40.6909941,-111.9722396
20153,017,27,37.6760898,-112.1501466
20154,007,41,39.5959234,-110.8026021
20155,007,11,39.6012916,-110.8211408
20156,049,281,40.4269472,-111.8754423
20157,041,21,38.7602976,-111.9926881
20159,035,129,40.4877893,-112.0141889
20160,035,111,40.544699,-111.9980003
20161,035,224,40.6414642,-112.0044278
20162,035,76,40.5245581,-112.0389384
20163,035,219,40.5429558,-111.9939238
20164,019,32,38.5809284,-109.5701162
20165,035,82,40.5387572,-111.9638828
20166,035,30,40.5661058,-111.9365482
20168,049,119,39.9881703,-111.7952656
20170,049,12,40.0492552,-111.6862733
20171,049,75,40.0979383,-111.6267002
20172,041,40,38.961925,-111.8712829
20174,041,15,38.5125139,-111.8844504
20176,049,55,40.2592288,-111.6404713
20177,049,24,40.3772957,-111.7887287
20178,049,33,40.1684271,-111.5906276
20179,049,6,40.3988253,-111.5975301
20180,049,33,40.0160892,-111.6791496
20181,049,34,40.0538155,-111.6723614
20182,049,70,40.3017991,-111.7234111
20183,049,61,40.3807495,-111.8704158
20184,041,4,38.9648399,-111.8940773
20185,049,43,40.4413249,-111.8801095
20186,041,5,38.9689035,-111.857794
20190,035,118,40.5907387,-112.0397866
20191,019,52,38.5170634,-109.4800299
20192,019,26,38.5401549,-109.4838377
20193,019,67,38.5512595,-109.4973508
20194,019,23,38.5633153,-109.5415848
20195,039,12,39.5372991,-111.4523856
20197,015,9,39.2361865,-111.0546633
20199,015,3,39.3080215,-110.8723124
20200,015,15,39.3291499,-110.9657832
20201,039,34,39.5261588,-111.5809909
20202,039,40,39.3477224,-111.58642
20203,039,12,39.5242636,-111.5899363
20204,039,34,39.2661883,-111.6454285
20205,039,14,39.266176,-111.6416888
20206,039,8,39.2661539,-111.6360403
20207,039,3,39.6100295,-111.6505094
20208,057,23,41.2326675,-112.0070023
20209,057,11,41.3002339,-112.1394896
20210,057,96,41.307183,-112.0753443
20211,057,15,41.2910218,-111.9473309
20212,057,89,41.2286061,-112.0513369
20213,057,57,41.3037694,-112.0315986
20214,057,83,41.3175844,-111.9881716
20215,057,39,41.2239411,-111.9414229
20217,057,6,41.3251052,-111.8658852
20218,049,49,40.1581951,-111.6209115
20219,049,45,40.1704248,-111.6218478
20220,049,8,40.2074671,-111.501333
20221,049,202,40.0469422,-111.656268
20222,049,58,40.1114792,-111.7338434
20223,041,6,38.8518391,-111.966146
20225,041,11,38.747577,-112.0993093
20229,015,30,39.2289786,-111.0511584
20230,015,8,39.233195,-111.0312751
20231,015,23,39.2106511,-111.0205671
20236,049,30,40.0209849,-111.6967318
20237,041,19,38.8591721,-111.9647779
20240,023,6,39.7145797,-111.7241079
20244,017,50,37.7623165,-111.5971515
20247,025,19,37.0168625,-112.5452695
20250,023,4,39.8183867,-111.8542555
20253,045,24,40.5327973,-112.2848642
20254,045,49,40.5604402,-112.3041472
20255,045,34,40.5946631,-112.4755157
20256,045,58,40.6299633,-112.30283849999999
20257,045,281,40.637464,-112.3137025
20258,045,107,40.6009868,-112.4402447
20259,025,14,37.0404991,-112.4944619
20261,017,6,37.8189001,-112.4345716
20262,017,10,37.819325,-112.413884
20263,017,24,37.8172833,-112.4384657
20264,023,77,39.7281945,-111.8327942
20265,049,8,40.0885828,-111.6669215
20275,037,16,38.338311,-109.1757535
20279,023,2,39.87804,-113.3452264
20282,039,11,39.1964589,-111.6905649
20283,039,6,39.7812034,-111.4571254
20286,039,25,39.3625598,-111.5905825
20292,011,92,41.0954986,-112.0638233
20293,011,271,40.966445,-111.8781838
20296,039,17,39.6320318,-111.4422467
20297,039,3,39.2047227,-111.8229413
20304,045,29,40.5547516,-112.2841617
20306,037,31,37.4672761,-109.4676663
20309,035,55,40.7047928,-112.1077458
20310,035,87,40.6440145,-111.9918167
20311,035,205,40.6856613,-111.8321468
20312,035,88,40.6899154,-112.068909
20313,035,23,40.7261134,-111.818189
20314,035,35,40.707111,-111.8732788
20315,035,52,40.6043023,-111.8525838
20316,057,31,41.3020487,-111.633891
20317,057,8,41.2695194,-112.117658
20318,057,75,41.1872311,-111.9565601
20319,057,67,41.1556273,-112.0831135
20320,057,4,41.2304161,-112.0147354
20322,057,28,41.2165481,-111.9614759
20323,057,100,41.1849025,-112.0606879
20324,057,129,41.1538122,-112.0429848
20325,057,142,41.2626756,-112.0425886
20326,057,21,41.3027041,-112.0853056
20327,057,12,41.2328587,-111.9562886
20328,057,80,41.1732916,-111.9628131
20329,057,49,41.2187211,-111.943567
20331,057,8,41.2458662,-112.1209131
20332,057,97,41.1876823,-111.9327719
20333,057,94,41.2783525,-112.0111733
20334,057,220,41.2258822,-111.9695281
20336,057,125,41.1604729,-112.0602913
20337,057,168,41.1945771,-112.0591186
20338,057,27,41.2839072,-111.9772741
20339,057,72,41.2267239,-112.0549343
20341,057,104,41.3116882,-112.0127842
20342,057,27,41.3106404,-112.0120402
20343,057,34,41.2835101,-111.9973361
20344,057,56,41.1660551,-112.0302137
20346,013,21,40.1584155,-110.3904594
20347,057,82,41.2566345,-111.9653883
20348,057,205,41.2414304,-111.9395632
20349,057,59,41.2129916,-111.935039
20350,057,81,41.1699125,-111.9572386
20351,057,281,41.2620135,-111.9679316
20353,057,181,41.2791856,-111.9673273
20354,057,34,41.2351218,-111.9865772
20355,013,28,40.1398783,-110.3660309
20358,013,8,40.1936697,-110.0640922
20359,013,17,40.2987944,-109.9910788
20360,011,48,41.1175642,-112.04595
20361,011,40,40.8312407,-111.9035778
20362,011,143,40.8801862,-111.8871941
20363,011,52,40.8833073,-111.8813615
20364,011,12,41.1389159,-112.0301041
20365,035,24,40.526008,-111.8675043
20366,035,96,40.6903626,-112.0167041
20367,035,103,40.6922067,-112.0166392
20368,035,76,40.7792092,-111.8924509
20369,035,76,40.6511143,-112.0151814
20370,035,303,40.701689,-111.9334348
20371,035,251,40.6014707,-111.9702062
20373,035,20,40.5897136,-111.8255202
20375,037,8,37.0333616,-109.3908653
20377,011,76,41.0862337,-111.9662674
20378,011,58,41.0522484,-111.9148746
20382,037,1,37.2638601,-109.4761673
20385,037,8,37.621862900000004,-109.4842679
20387,035,67,40.7048225,-112.1032565
20388,035,82,40.7075062,-112.102196
20389,035,39,40.7688427,-111.8497261
20391,035,248,40.5952967,-111.7951645
20392,035,216,40.6270883,-111.8115161
20393,035,73,40.7445916,-111.8867856
20394,035,57,40.5229196,-111.8799374
20395,035,125,40.6900444,-111.8427528
20397,013,1,40.1981246,-110.6601359
20398,013,13,40.3009885,-110.0361834
20400,049,83,40.2929787,-111.6652776
20401,035,408,40.4788651,-111.8479631
20403,035,12,40.5984307,-111.8486847
20404,035,13,40.5962533,-111.8621038
20405,035,23,40.5790849,-111.8649605
20406,035,22,40.6341308,-111.8716145
20407,035,90,40.6602979,-112.0154001
20409,035,32,40.6539723,-111.8153583
20410,035,85,40.6400952,-111.9531115
20411,035,249,40.6001654,-111.9346812
20412,035,74,40.738336,-111.8436781
20413,045,107,40.6359466,-112.307813
20416,045,80,40.5849488,-112.4303242
20419,051,2,40.4975114,-111.4805349
20420,035,56,40.4877569,-112.0566932
20421,035,234,40.6948628,-111.974539
20422,035,113,40.5966431,-111.9779718
20423,035,93,40.5744181,-112.0090376
20424,035,49,40.711906,-111.8507813
20425,035,367,40.6619514,-111.8598216
20426,035,76,40.753053,-111.8588291
20427,035,68,40.6001373,-111.8581721
20428,035,85,40.7331485,-111.8177454
20429,035,103,40.6736992,-111.9499878
20430,005,41,41.8306573,-111.818891
20431,043,26,40.6730996,-111.4621422
20432,035,68,40.6815365,-111.933678
20433,035,29,40.5749299,-111.8046831
20434,035,73,40.5765293,-111.8459538
20435,035,39,40.7327267,-111.8443079
20436,035,151,40.7240914,-111.8696503
20437,035,8,40.7249852,-111.8667625
20438,035,64,40.6418796,-111.8101996
20439,045,18,40.5587755,-112.3080797
20443,003,7,41.9746248,-112.705208
20444,003,3,41.9376357,-112.5156667
20445,003,30,41.5053165,-112.0087699
20446,035,109,40.7812919,-111.9218435
20448,035,56,40.5465784,-111.8653959
20449,035,79,40.5981502,-111.7959793
20450,035,97,40.6772984,-111.9412049
20451,035,219,40.5968541,-111.8917227
20452,035,137,40.601347,-111.9357663
20455,005,61,41.7694669,-111.7846905
20458,029,15,41.1375398,-111.773506
20459,001,19,38.3497299,-113.0063712
20463,001,15,38.2789308,-112.6404296
20466,045,22,40.5764663,-112.4458458
20468,035,40,40.5058733,-112.0688672
20470,035,56,40.6166472,-111.8828033
20471,035,37,40.5905739,-111.8825579
20472,035,43,40.7075321,-111.839476
20473,035,28,40.7050382,-111.8346416
20474,035,32,40.744753,-111.9217138
20475,035,199,40.577317,-111.909524
20477,035,102,40.6212236,-111.973265
20478,035,10,40.7345328,-111.842854
20479,035,30,40.6297488,-111.9881867
20480,035,174,40.6900944,-111.8947061
20481,035,132,40.613646,-111.8861035
20482,035,112,40.6115166,-111.8880344
20483,035,60,40.6023278,-111.8785147
20484,035,96,40.7660954,-111.8904352
20485,035,68,40.7768141,-111.8798056
20486,035,68,40.5482253,-111.9939911
20487,035,47,40.6858425,-111.8474528
20488,035,56,40.5383758,-111.8545221
20490,053,21,37.1364929,-113.5089836
20492,053,62,37.1166308,-113.6321008
20497,021,3,37.6725078,-112.810786
20498,053,58,37.1521711,-113.5223981
20499,053,28,37.1580898,-113.6971913
20501,053,25,37.0619176,-113.5339585
20502,049,85,40.0496298,-111.7266968
20503,049,130,40.2908216,-111.700588
20504,049,12,40.2892808,-111.7285594
20505,049,105,40.3090543,-111.7496336
20506,049,47,39.9687347,-111.7730936
20508,053,32,37.1328609,-113.6504204
20510,049,66,40.0358278,-111.7262177
20513,035,83,40.6730077,-111.9919638
20514,035,68,40.5601611,-111.8592198
20515,035,71,40.6257514,-111.9489748
20516,035,30,40.6790772,-111.8777784
20517,035,14,40.7156979,-111.9154122
20519,021,174,37.6859619,-113.0711623
20521,053,155,37.168722,-113.3112237
20522,053,35,37.2352437,-113.3661301
20523,053,26,37.2103906,-113.6246984
20528,053,260,37.1104628,-113.5048522
20529,021,2,37.7165136,-113.6446498
20530,021,13,37.7064582,-113.6452609
20532,003,61,41.5178684,-112.0163989
20533,003,18,41.4239579,-112.032241
20534,003,10,41.8357944,-112.1297063
20535,035,61,40.5839651,-111.8095547
20536,035,55,40.6025033,-111.85038
20537,035,103,40.6408689,-112.01236659999999
20538,035,34,40.7324476,-111.8810494
20539,035,87,40.7929886,-111.9222579
20542,027,10,38.9774559,-112.3196337
20543,035,140,40.5270699,-111.8412359
20544,035,53,40.5870766,-111.8321876
20545,035,16,40.5868021,-111.926887
20546,035,46,40.5923049,-111.9697011
20547,035,25,40.6058923,-112.0028721
20548,035,44,40.5774424,-112.0089277
20549,035,49,40.5799227,-111.9952898
20550,035,196,40.5917122,-112.0125094
20551,035,94,40.7726122,-111.9154044
20552,035,592,40.6986819,-111.935519
20553,035,141,40.5627051,-112.003881
20554,035,258,40.5282918,-111.8243104
20555,035,437,40.6414524,-112.013829
20558,035,83,40.6577827,-111.8253908
20559,035,77,40.6433669,-112.0365006
20560,053,79,37.0484333,-113.6194192
20561,053,45,37.116387,-113.4598648
20562,053,15,37.5946402,-113.6940867
20563,053,22,37.5726516,-113.7290693
20566,021,14,37.8854079,-112.7707823
20569,009,1,40.9965258,-109.7168513
20571,049,81,39.96722,-111.819944
20572,049,27,40.3714544,-111.8820711
20573,035,97,40.7140824,-111.8449726
20574,035,72,40.7243145,-111.83504
20575,035,34,40.6348938,-111.7945422
20576,035,26,40.6110402,-111.9606732
20577,035,169,40.6513446,-111.9653069
20578,035,10,40.6602022,-111.8660855
20582,049,100,40.2357366,-111.6508242
20583,049,30,40.3753152,-111.8503435
20584,053,5,37.1285564,-113.5264976
20585,053,8,37.1824489,-113.6881815
20587,021,28,37.6992657,-113.1873175
20588,021,121,37.6826462,-113.0744652
20591,001,11,38.394576,-113.0183605
20592,001,10,38.3222942,-113.0565896
20593,049,109,39.9786399,-111.8424114
20594,049,104,40.2101047,-111.6723906
20595,049,69,40.0254953,-111.7498151
20596,049,69,40.3289549,-111.6957522
20599,005,76,41.6326244,-111.8371595
20601,005,64,41.6439616,-111.9327712
20602,043,11,40.6447799,-111.4968613
20603,049,41,40.4165341,-111.9028478
20604,049,14,40.3122522,-111.8907087
20605,049,62,40.2101026,-111.6679659
20606,033,5,41.8982596,-111.3761994
20616,051,4,40.6772867,-111.4348623
20617,051,68,40.5148466,-111.4018916
20619,005,29,41.6679371,-111.9455235
20620,005,4,41.923691,-112.0552987
20621,005,171,41.754197,-111.8097124
20622,005,245,41.7436066,-111.8178493
20623,005,66,41.7042348,-111.9694022
20625,043,6,40.7948226,-111.4772337
20626,005,111,41.7648685,-111.8448652
20627,005,58,41.6733178,-111.8627062
20628,005,100,41.6317014,-111.8145333
20629,005,10,41.6724809,-111.8104586
20630,049,21,40.352961,-111.9151123
20631,049,31,40.3198944,-111.9048753
20633,049,38,40.0424195,-111.6785907
20634,049,127,39.973997,-111.774768
20635,049,151,40.3563817,-111.7422623
20636,049,34,40.4257466,-111.7937562
20637,049,159,40.3557381,-111.7327377
20638,049,61,40.0477438,-111.7185006
20639,049,24,40.3650997,-111.7344827
20640,049,156,40.0954588,-111.666541
20641,049,104,40.308403,-111.7581476
20642,049,133,40.3028125,-111.8868163
20643,043,13,40.643759,-111.4955505
20645,005,85,41.6726531,-111.8508858
20646,005,22,41.691024,-111.9603481
20648,005,28,41.6848716,-111.8024988
20649,029,9,41.0771106,-111.7271165
20650,029,18,41.0476463,-111.6855589
20651,029,62,41.1387736,-111.7749905
20652,005,81,41.706713,-111.8425214
20653,005,2,41.7257129,-111.8068853
20654,051,57,40.494996,-111.4268428
20657,051,53,40.4806461,-111.405792
20658,051,71,40.4845914,-111.2981594
20662,051,25,40.5186783,-111.4987025
20663,051,27,40.5095672,-111.460153
20665,003,6,41.7090197,-112.127881
20666,003,29,41.7312168,-112.163018
20668,053,36,37.0525003,-113.5183702
20670,027,12,39.3481387,-112.5878852
20673,043,306,40.7463233,-111.6063933
20676,003,6,41.0054268,-113.9699926
20679,043,53,40.8872996,-111.3823017
20680,043,7,40.7426388,-111.3598202
20682,021,2,37.620642,-113.4527443
20684,053,37,37.1345539,-113.5002038
20685,053,15,37.0027568,-112.9876054
20688,003,54,41.5179535,-112.02273
20689,003,47,41.5159144,-112.0211748
20690,003,9,41.5528691,-112.1091664
20691,003,63,41.5179068,-112.0241977
20692,005,33,41.7250624,-111.8508899
20695,051,59,40.5043126,-111.4647221
20696,051,8,40.5239905,-111.4094916
20697,051,24,40.3961442,-111.4423454
20698,051,62,40.5004585,-111.4791999
20700,051,33,40.4845317,-111.4141973
20701,051,30,40.5008655,-111.4126592
20702,051,16,40.4678756,-111.4731059
20703,051,93,40.5203444,-111.4018602
20704,027,33,39.3269011,-112.6645001
20705,021,4,37.703087,-113.1999205
20707,053,31,37.0954651,-113.4939974
20709,053,17,37.1224596,-113.5065771
20710,027,31,39.3499238,-112.5798188
20711,027,26,39.3581709,-112.5595221
20712,027,5,39.0770614,-113.9850178
20713,021,17,37.8412709,-112.8265042
20714,053,35,37.1390869,-113.4835643
20715,053,42,37.1247371,-113.5433165
20717,053,30,37.0854055,-113.5367053
20718,027,2,39.4255932,-112.713612
20719,027,21,39.3853566,-112.642733
20726,053,70,37.1139589,-113.58424
20727,053,43,37.1391075,-113.6518043
20728,053,58,37.1439128,-113.662213
20732,053,17,37.0045012,-112.9994662
20734,047,129,40.2971502,-109.868159
20735,047,13,40.3473483,-109.8544987
20736,019,14,38.5296447,-109.5083891
20737,019,27,38.5783476,-109.5553106
20738,035,97,40.4954935,-112.0202994
20739,035,41,40.5467995,-111.9800901
20741,035,32,40.5318288,-111.8314315
20742,035,74,40.5461861,-111.9709038
20743,035,231,40.6918929,-111.8507603
20744,035,97,40.5555008,-111.935834
20746,049,55,40.4142474,-111.7989067
20748,049,28,40.2874279,-111.8907171
20749,049,145,40.3889808,-111.7918208
20750,049,38,40.38808,-111.8915442
20751,049,42,40.0908537,-111.6204849
20755,049,172,40.2881097,-111.6967732
20756,049,150,40.3144309,-112.003035
20757,049,50,40.3109819,-112.0120609
20758,049,27,40.0420177,-111.7356147
20760,049,78,40.2378913,-111.6439395
20762,049,87,40.3735991,-111.720006
20764,025,1,37.0288993,-112.2618163
20770,023,3,39.5567077,-111.8628687
20771,049,476,40.3634882,-111.755616
20772,049,56,40.4266283,-111.7679654
20773,049,44,40.1475924,-111.6293444
20774,049,21,40.0051229,-111.7475654
20775,049,104,40.1521888,-111.5767649
20777,049,62,40.0291799,-111.7447638
20778,049,21,40.1104999,-111.6556667
20779,049,91,40.2838008,-111.706743
20781,049,82,40.1655325,-111.6210092
20782,049,124,40.4171227,-111.8567816
20784,025,10,37.530498,-112.6668242
20786,025,4,37.0773602,-111.6338999
20788,041,13,38.8965848,-111.9585085
20790,017,16,37.6489435,-112.4354742
20791,017,9,37.6445225,-112.4359284
20792,049,2,40.3079466,-111.7340925
20793,049,34,40.3065082,-111.6643821
20795,041,53,38.9490351,-111.856515
20797,049,59,40.118188,-111.6435521
20798,049,146,40.1592305,-111.6122212
20799,049,75,40.3607338,-111.7291627
20800,049,37,40.3615733,-111.7086773
20802,049,48,40.3967007,-111.851075
20803,049,39,40.3942391,-111.8517468
20804,049,121,40.2616334,-111.6811374
20805,049,30,40.2504424,-111.6862584
20806,049,116,40.2887959,-111.6933206
20809,025,4,37.0146435,-112.5264314
20812,049,24,39.971187,-111.7703119
20814,049,96,40.3237629,-111.7220896
20815,049,30,40.0181029,-111.7329201
20818,049,17,40.0577107,-111.7673592
20819,049,114,40.3689045,-111.8541296
20820,049,112,40.4005327,-111.8631031
20822,049,90,40.4442999,-111.8889253
20823,049,4,40.079049,-111.7183572
20825,047,19,40.4054031,-109.7998881
20826,047,102,40.4570543,-109.5179143
20828,055,12,38.3413415,-111.5469625
20830,049,68,40.3715041,-111.7279928
20831,049,30,40.3494564,-111.9123301
20832,049,252,40.3666486,-111.7833471
20833,049,48,40.2973285,-111.6776599
20834,049,56,40.3681596,-111.9934357
20835,049,38,40.3837578,-111.7884799
20836,049,96,40.3819248,-111.7890704
20837,049,143,40.3849924,-111.7863491
20838,049,84,40.2022523,-111.6203879
20841,047,9,40.5408634,-109.3947884
20842,047,49,40.5651872,-109.6363483
20843,049,16,40.2805803,-111.6791487
20844,047,15,40.4321832,-109.5041279
20847,047,14,40.4054736,-109.8572908
20849,047,133,40.3095032,-109.9634445
20850,047,126,40.3239792,-109.9446443
20851,049,93,40.3201388,-111.9072019
20852,049,76,40.3100861,-111.9035689
20853,049,53,40.1028084,-111.6372777
20854,049,249,40.3119089,-111.8934153
20856,049,77,39.9780407,-111.7821181
20857,049,17,40.1316529,-111.7525621
20860,049,97,40.1455599,-111.5760538
20861,041,5,38.8900599,-111.9464766
20862,041,12,38.5203528,-111.8835615
20863,041,11,38.7720653,-112.0773123
20865,041,9,38.6884279,-112.1497025
20867,055,2,38.456886,-111.6189651
20868,055,3,38.4573253,-111.5953785
20869,049,61,40.3805483,-111.9645423
20870,049,396,40.1887595,-111.6091057
20871,049,69,40.358008,-111.9738012
20872,049,433,40.3881008,-111.7785271
20874,041,9,38.9148918,-111.9456925
20875,041,7,38.7654384,-112.0774471
20876,049,69,40.3484376,-111.9605476
20877,049,197,40.3123557,-112.0005761
20878,049,26,40.3515864,-111.911901
20879,049,27,39.9813413,-111.7862537
20880,047,32,40.4573343,-109.5476917
20881,047,85,40.4687684,-109.590445
20882,047,35,40.4563766,-109.5335681
20885,025,7,37.0498479,-112.5296021
20888,017,17,37.7742851,-111.605002
20890,025,16,37.0222415,-112.5469014
20891,025,7,37.4910151,-112.6452165
20898,007,15,39.6607735,-110.838906
20900,007,12,39.6812481,-110.861043
20904,049,82,40.4467612,-111.7886625
20905,049,62,40.0232778,-111.748945
20906,049,60,40.3543221,-111.9821655
20907,049,353,40.2388359,-111.6403593
20908,049,26,40.1113243,-111.6194434
20909,049,97,40.0872411,-111.6189379
20910,039,66,39.3534468,-111.5895375
20914,007,16,39.5217288,-110.3860183
20916,007,7,39.5085222,-110.7746808
20918,049,162,40.2954263,-111.672697
20920,041,10,38.7611285,-111.9912356
20921,041,4,38.5063533,-111.8802861
20923,049,63,40.2820588,-111.7404672
20924,049,57,40.2861893,-111.7401028
20925,049,73,40.2821912,-111.7381426
20926,049,477,40.308592,-111.7603749
20927,049,8,40.0158066,-111.7584279
20929,049,27,40.2302461,-111.6572263
20931,039,8,39.1921282,-111.6169641
20932,039,7,39.2743958,-111.6308599
20940,057,69,41.2066304,-111.9554425
20941,057,21,41.2480303,-111.7874276
20943,011,98,40.8686545,-111.848796
20944,011,77,41.0094808,-111.9037824
20945,011,17,41.0193331,-111.9274979
20946,011,317,40.8960383,-111.8822611
20948,011,28,40.999593,-111.9091443
20949,011,833,41.0690957,-112.0305125
20951,013,4,40.2690398,-110.8582686
20952,013,18,40.1605208,-110.4021959
20956,057,30,41.2086882,-111.9721457
20957,013,1,40.1654618,-110.3263226
20962,015,25,38.9922094,-110.1615638
20963,015,15,38.9252789,-111.2514377
20964,015,4,39.3765048,-110.7774476
20965,011,158,41.0289979,-111.9599099
20966,011,55,41.1394589,-112.0375815
20967,011,96,40.8808429,-111.8660735
20968,011,45,41.1318091,-112.0400181
20969,011,37,40.8749864,-111.8712855
20970,011,81,40.8789926,-111.9032543
20971,011,544,41.0835685,-111.9892655
20972,011,14,41.0505429,-111.9085877
20973,011,72,40.8774047,-111.8883259
20974,011,176,41.1485065,-112.0464418
20975,011,80,41.1281934,-112.0379643
20977,011,18,41.110179,-111.9531323
20980,011,14,40.9306116,-111.8697247
20981,011,49,40.9103372,-111.8799091
20982,011,38,40.9163005,-111.8881254
20983,045,50,40.5172198,-112.3246008
20985,045,92,40.5437657,-112.2998226
20986,045,30,39.9982083,-113.9861686
20988,011,34,40.9801316,-111.9115821
20989,011,114,40.8789761,-111.8999004
20991,015,23,39.3905782,-110.8090068
20992,015,61,39.0069856,-110.1575256
20993,007,30,39.6865514,-110.8556693
20996,011,38,41.0349766,-111.9199113
20997,011,81,41.1194762,-112.0230979
20998,011,108,41.0873483,-112.0545763
20999,011,111,41.0756086,-112.0340817
21000,057,60,41.2258349,-112.0421943
21003,057,12,41.1645006,-112.084865
21004,057,108,41.1792566,-111.9592177
21005,057,39,41.3112487,-111.942989
21006,011,57,41.0597438,-111.9502191
21007,011,38,40.9054165,-111.8826677
21014,011,69,41.0323441,-111.9306609
21016,037,3,37.8719044,-109.3419559
21017,011,92,41.1144717,-112.0186732
21018,011,27,40.8698974,-111.8677441
21019,011,3,41.1250052,-112.0401357
21021,011,34,41.0563568,-111.99783
21022,011,182,41.0830596,-111.9918098
21025,039,1,39.0785864,-111.6911271
21026,013,1,40.1849045,-110.8617636
21027,011,131,41.0723915,-112.0432797
21028,011,110,41.1018959,-112.0955471
21029,011,227,41.0776549,-112.0312582
21030,011,37,41.0465895,-111.937364
21031,011,70,41.0856252,-112.0904636
21032,011,93,41.0324484,-111.9357488
21033,011,70,41.043485,-111.9402211
21034,011,410,40.9732443,-111.9291182
21035,011,66,41.0943127,-112.1096047
21036,011,50,40.8248592,-111.8994984
21037,013,15,40.1616721,-110.7822595
21038,013,2,40.289641,-110.3290433
21042,057,26,41.2400143,-111.935963
21043,057,159,41.1637434,-112.0471009
21044,053,25,37.1568832,-113.5247638
21046,053,65,37.099119,-113.5131459
21048,021,6,37.7982562,-113.6699418
21049,035,93,40.5745288,-111.966419
21050,035,108,40.7406634,-111.8402388
21051,053,25,37.1582949,-113.6639977
21052,053,230,37.1531965,-113.4505693
21055,053,10,37.0997541,-113.3080122
21056,053,35,37.1479953,-113.523872
21057,053,54,37.1019304,-113.1237
21060,035,87,40.6765266,-112.0281962
21061,035,39,40.6813844,-111.9698774
21062,035,51,40.6982937,-111.9566976
21063,035,97,40.6735917,-112.000795
21064,035,63,40.6597779,-112.0087224
21065,035,27,40.6091103,-111.8948986
21066,053,4,37.3817789,-113.6659309
21067,053,31,37.1522833,-113.6609158
21068,027,4,39.4726963,-112.3871819
21069,049,89,40.4184019,-111.7641805
21070,035,28,40.5978387,-111.8535102
21071,035,18,40.7409739,-111.890353
21072,035,20,40.7361725,-111.8903498
21073,035,38,40.753108,-111.8771699
21074,035,94,40.6428813,-111.9605662
21075,035,19,40.6520379,-111.9880953
21076,035,89,40.6035155,-111.9002978
21077,035,143,40.5564418,-111.8231886
21078,035,45,40.5570163,-111.8594726
21079,035,128,40.5557536,-112.0078555
21080,035,33,40.6742473,-112.0205894
21081,035,144,40.4820228,-112.0174566
21082,035,79,40.5165897,-112.0236019
21083,035,71,40.5919013,-111.8442856
21084,005,42,41.5742277,-111.8249887
21087,001,5,38.2643519,-112.6782373
21088,001,11,38.2593507,-112.7006493
21089,043,55,40.6586638,-111.2768538
21091,033,9,41.8244431,-111.3213425
21094,033,19,41.5255801,-111.1591831
21095,033,46,41.6644113,-111.199868
21096,005,76,41.68632,-111.860961
21097,005,101,41.6880738,-111.8205414
21099,003,172,41.4588621,-112.032789
21100,035,118,40.5601696,-111.9529275
21101,035,69,40.7393903,-111.8225833
21102,035,222,40.6847524,-112.0044859
21107,033,7,41.6369485,-111.1944962
21109,035,76,40.7262562,-111.8833083
21110,035,49,40.6946761,-111.9843271
21111,035,90,40.638196,-111.9848817
21112,035,84,40.5739882,-111.9398258
21113,035,37,40.6241794,-111.9785219
21114,035,175,40.7856974,-111.7256352
21115,035,189,40.6781127,-111.9135672
21117,035,85,40.5238482,-111.9751596
21118,035,66,40.5801287,-111.792903
21119,035,125,40.5895515,-111.9953271
21120,035,41,40.6268874,-111.8424438
21121,035,35,40.671146,-111.8003666
21122,035,96,40.7367549,-111.8610315
21124,035,329,40.7660922,-111.8724891
21125,035,159,40.7611976,-111.8696272
21126,035,129,40.5840426,-112.0015081
21127,035,77,40.7347939,-111.878322
21128,035,73,40.520504,-111.9377971
21129,005,31,41.8440715,-111.8428272
21131,029,16,41.0601336,-111.7321379
21132,043,23,40.6967684,-111.538824
21133,005,5,41.8217841,-111.825328
21136,029,22,40.9682469,-111.697708
21137,029,25,40.9559706,-111.6634645
21139,043,24,40.6855205,-111.5052685
21140,003,3,41.6173041,-112.1373246
21141,003,46,41.5461238,-112.1295712
21142,003,41,41.6796176,-112.1351842
21143,003,1,41.3848909,-113.8220323
21144,033,3,41.9032121,-111.3858722
21146,033,16,41.8896749,-111.3780819
21148,043,24,40.7157814,-111.2986322
21149,005,91,41.8222085,-111.8318278
21150,005,162,41.8023271,-111.8287084
21151,005,71,41.8405748,-111.8099502
21152,043,43,40.9177509,-111.3969101
21153,043,8,40.8955488,-111.3924292
21154,003,108,41.7147159,-112.1393033
21155,003,94,41.4900566,-112.0369522
21157,009,5,40.9932013,-109.6874299
21158,053,61,37.2599334,-113.609977
21159,053,10,37.145842,-113.5049757
21161,053,62,37.2045375,-113.2670427
21162,053,26,37.5743457,-113.7225064
21163,053,20,37.1076523,-113.6230725
21166,053,45,37.0630861,-113.5382862
21167,053,61,37.5693464,-113.7224534
21168,053,8,37.1758134,-113.2909543
21169,053,45,37.1758086,-113.2928555
21173,053,203,37.1021109,-113.4835562
21174,053,23,37.1890764,-113.2922069
21176,003,14,41.6752803,-112.1530059
21177,005,57,41.7115218,-111.8469134
21178,005,90,41.7401034,-111.8412004
21179,005,102,41.7380202,-111.8308793
21180,043,6,40.764952,-111.23757
21181,005,42,41.7210722,-111.8387142
21184,005,34,41.6907795,-111.8697899
21186,021,17,37.8481084,-112.8331293
21187,021,12,37.6394086,-113.2546864
