tract,county,pop,lat,long
004101,119,2061,-80.87684585364437,35.22827236765667
004102,067,3128,-80.41612777156448,36.171310438741905
004102,119,2858,-80.86468584341412,35.23518547072778
004103,067,4244,-80.37272569014038,36.13438628575472
004104,067,4607,-80.3731135518131,36.16777444704616
004200,119,3300,-80.88295096460321,35.244986277108616
004302,119,5118,-80.89362202742295,35.26060144576053
004303,119,2910,-80.93253064922365,35.255999480403055
004304,119,3878,-80.91683800672227,35.26679279207406
004306,119,2570,-80.91174307534726,35.24391254318752
004307,119,3298,-80.91567999419516,35.252484832218386
004400,119,4500,-80.88053197869489,35.281800362986814
004500,119,3121,-80.87266843745918,35.25361836201147
004600,119,2987,-80.86076283896713,35.26160765596602
004700,119,1719,-80.85819227054162,35.24488127318362
004800,119,3701,-80.84922554291661,35.25882625785587
004900,119,702,-80.84173146154468,35.243675522854545
005000,119,2566,-80.83972682051669,35.25190963503162
005100,119,2522,-80.82895440933132,35.26316068781297
005200,119,2419,-80.82497663483264,35.247591649092364
005301,119,3637,-80.80424094160377,35.26467997230491
005305,119,4528,-80.78493583518895,35.272243623560534
005306,119,2587,-80.78101366656676,35.261337894031506
005307,119,4222,-80.77605438521552,35.280628165814974
005308,119,3110,-80.77085362076272,35.27355755888758
005403,119,5333,-80.82776508209086,35.29901852398895
005404,119,5315,-80.8136316734735,35.286745631330454
005405,119,3295,-80.84304666990776,35.29101534012324
005406,119,3986,-80.86076954174744,35.29152827341889
005508,119,4140,-80.81957091749818,35.34588247821582
005510,119,6875,-80.82660238336126,35.32373515720497
005511,119,4242,-80.80862642718422,35.33428141306765
005512,119,5246,-80.80519931154848,35.31306838814403
005513,119,4581,-80.78944107447424,35.35213761469613
005515,119,2634,-80.76205414933139,35.39177722063019
005516,119,1726,-80.76549415861349,35.38567629890718
005517,119,4347,-80.77455091657549,35.380339351440846
005519,119,6605,-80.7406278768278,35.368576793974526
005520,119,4829,-80.74877210063131,35.346964750399756
005522,119,4793,-80.78742264480346,35.320033732656235
005525,119,4350,-80.79667277230232,35.37379493349541
005526,119,3622,-80.80563861675262,35.35916553795271
005527,119,2622,-80.77680557066147,35.340125937424865
005528,119,4253,-80.78849446442908,35.3318605166492
005529,119,1783,-80.76548256829948,35.36988032875148
005530,119,3832,-80.76892563126884,35.357456221420996
005531,119,5678,-80.71623350235555,35.34733407501726
005532,119,3657,-80.73432100927953,35.33189792121856
005533,119,1277,-80.76134261647609,35.32801422469988
005534,119,4990,-80.74572594256833,35.3189559171372
005535,119,3945,-80.78914931256435,35.30566616099395
005536,119,5887,-80.77907356682599,35.295580756193665
005604,119,8512,-80.73951960146067,35.30256353196579
005609,119,4240,-80.71942022497197,35.31719638992882
005610,119,3315,-80.70515843530492,35.32049597632056
005611,119,3561,-80.69719827548332,35.32951235037203
005612,119,5780,-80.71522548662355,35.29746702524477
005613,119,3313,-80.71953451380632,35.28011217215567
005615,119,2548,-80.68730599751188,35.285276267211415
005616,119,1822,-80.70223677241786,35.265723368561375
005617,119,2906,-80.70715152776955,35.243364599247776
005618,119,3272,-80.681033002704993,35.268263503848836
005619,119,4713,-80.66916782750604,35.25138611525492
005621,119,5038,-80.63473155502481,35.23781676227771
005622,119,3219,-80.72844873984602,35.29915134393312
005623,119,4654,-80.7379333068989,35.28896345719509
005624,119,2486,-80.68936901111749,35.30816782968538
005625,119,5752,-80.69611949722221,35.29683620894072
005626,119,3637,-80.69120957578801,35.23131163356656
005627,119,7602,-80.66758822026843,35.22396759123772
005709,119,3840,-80.69722220634704,35.13231262167854
005710,119,4523,-80.70414336917133,35.18275526736951
005712,119,3814,-80.677249903893,35.12181031470275
005713,119,4376,-80.65768821363238,35.14784107315018
005714,119,5816,-80.62128510794066,35.18266474242453
005715,119,3067,-80.58718141068259,35.20918208371001
005716,119,4892,-80.71972393874945,35.16790298852435
005718,119,3677,-80.67428323048782,35.18998656474675
005719,119,3778,-80.65005809305528,35.200146022794975
005720,119,2510,-80.69316747852794,35.15834802246003
005721,119,3447,-80.67848978425937,35.16925177349154
005722,119,2731,-80.70666084077648,35.154622582949244
005723,119,3573,-80.72051710877301,35.153007826486316
005811,119,4433,-80.75205662624224,35.13819165244685
005815,119,3566,-80.79838261289609,35.086023881435686
005816,119,4303,-80.80778191452931,35.06935426010008
005817,119,4363,-80.78218482277619,35.07455527122272
005824,119,4618,-80.89747325283108,35.10411615718449
005826,119,2912,-80.86666411177572,35.08161517789954
005827,119,2772,-80.87603367165909,35.11403373408737
005828,119,3783,-80.86598466237238,35.10617285076667
005829,119,2511,-80.86562219076188,35.092532310016765
005830,119,3718,-80.85634137150205,35.0738873304888
005832,119,3406,-80.76502006116554,35.100541202262654
005833,119,4941,-80.74070586491926,35.109244537256686
005834,119,4260,-80.71354535612267,35.10908898373893
005835,119,2666,-80.70293921790807,35.09666825540839
005836,119,4064,-80.87455023849441,35.04957056996052
005839,119,2763,-80.83583402409852,35.06910247708546
005840,119,2156,-80.83287229151945,35.059817211818064
005843,119,3362,-80.81685726703142,35.03871279388275
005845,119,5926,-80.78525300579761,35.0526843318354
005846,119,4059,-80.78317048892247,35.038977948990514
005847,119,5101,-80.76238580600686,35.07765044249062
005848,119,5333,-80.7429659651999,35.09013227807003
005849,119,3826,-80.72186909123843,35.0813311953905
005850,119,2848,-80.75926374484335,35.05157757827658
005851,119,4378,-80.73985146170193,35.06953366944128
005852,119,2140,-80.8308057778466,35.078547210603524
005853,119,2074,-80.84310849496046,35.08249085892114
005854,119,2308,-80.86808129752445,35.057636460244645
005855,119,5222,-80.85182305582727,35.043225614733736
005856,119,2848,-80.86295675656619,35.035185725173925
005857,119,2587,-80.85534540568865,35.02548795981393
005858,119,4962,-80.84682150445002,35.02895982220698
005859,119,3102,-80.82434393194171,35.05140515250612
005860,119,4157,-80.83931544564336,35.046633809027675
005861,119,3120,-80.80767624242243,35.04598267522696
005862,119,3095,-80.80090450406537,35.05577518129946
005863,119,3706,-80.82994434721437,35.02866025369243
005864,119,5400,-80.81780732695306,35.023530491811144
005865,119,2248,-80.7391688573865,35.1260805063111
005866,119,4190,-80.72356120480707,35.13294575627773
005867,119,4281,-80.88652760677672,35.06679694095524
005868,119,1961,-80.89530646341927,35.077916415347254
005908,119,2241,-81.02344620702615,35.12433750214576
005910,119,5524,-80.99873446358184,35.10962931966619
005913,119,6679,-80.95462394744483,35.14247734137119
005915,119,2477,-80.93358605625991,35.134602254339086
005916,119,2526,-80.91110625948122,35.13387285300129
005918,119,4852,-80.97940257885604,35.089432219774345
005919,119,3636,-80.99434495385988,35.23886594446568
005920,119,2401,-80.98336329044044,35.195632678712414
005921,119,3426,-80.98085935905982,35.16734852148369
005922,119,4903,-80.99506761473403,35.158050635389344
005923,119,4997,-80.97919733975138,35.15010536313788
005924,119,5197,-80.99807994396106,35.129438917799
005925,119,3254,-81.00100730270255,35.07989143392416
005926,119,7166,-81.0313524483506,35.074137671036745
005927,119,5109,-80.93126124549067,35.15370886559974
005928,119,1576,-80.95010641686193,35.170274202701876
005929,119,3925,-80.97646446591702,35.11411364939803
005930,119,2702,-80.96477003243331,35.12400615777656
005931,119,4005,-80.97166054440818,35.102790229002274
005932,119,2465,-80.96291771118337,35.10765950409864
006005,119,3621,-80.98551969718905,35.2718288374066
006008,119,3795,-80.96767086031153,35.306830884141874
006009,119,3289,-80.95889919433692,35.291445356490776
006011,119,3535,-80.95820503651764,35.270732644725825
006012,119,5100,-80.94918561256125,35.25723233752202
006013,119,4002,-80.98459301918464,35.3108902638665
006014,119,4374,-80.96933844845337,35.32935068447153
006015,119,4053,-80.93945034414976,35.29523752268026
006016,119,3426,-80.91514935272293,35.28577561485974
006103,119,4517,-80.93877082007157,35.335872152330836
006105,119,3144,-80.8972178082965,35.341021680121806
006108,119,4808,-80.87891075023144,35.320924167680545
006109,119,4833,-80.85296275819445,35.320081233362906
006110,119,5619,-80.91431080338974,35.30006712483164
006111,119,4461,-80.90317348414021,35.31331473415749
006112,119,2214,-80.86144658619024,35.34995266255218
006113,119,3528,-80.86521268230523,35.35585044791234
006114,119,4374,-80.86592272222062,35.3366241849713
006115,119,3330,-80.85230931969156,35.34129122448053
006208,119,3471,-80.88283022361881,35.47191628314153
006209,119,4870,-80.88157948554924,35.45202833882101
006210,119,4744,-80.89744013192491,35.42551200221217
006211,119,6457,-80.87773144486312,35.42613095504556
006212,119,3749,-80.86823844040738,35.41442557689258
006214,119,4263,-80.89149585053201,35.39737308055015
006216,119,2062,-80.87773705945476,35.49933762112412
006217,119,3661,-80.89300330692203,35.49051180346964
006218,119,2853,-80.91443678564845,35.477338675421294
006219,119,2341,-80.91405909068881,35.46619972803861
006220,119,2960,-80.90810130292606,35.44356478434575
006221,119,3865,-80.91451778820478,35.40680452949383
006222,119,3976,-80.93338659135968,35.390028983170716
006223,119,2684,-80.89247219771248,35.37347480051404
006224,119,3395,-80.86348824012553,35.37839063956298
006305,119,3824,-80.7848922822554,35.40408224862188
006306,119,1744,-80.84282017783848,35.391592089764465
006307,119,5792,-80.82078302469175,35.39420462496351
006308,119,4247,-80.85423953808866,35.43322027333082
006309,119,2251,-80.84963834645463,35.418209203405205
006310,119,2911,-80.7957319850148,35.428163801060734
006311,119,4373,-80.82318011037064,35.440334964067674
006403,119,6588,-80.83729512512035,35.498064907213404
006404,119,7065,-80.7987859759387,35.47564794102724
006407,119,3734,-80.85277334630635,35.45146988704597
006408,119,2969,-80.86344228820826,35.49136951836207
006409,119,3623,-80.83730471670734,35.47066032299555
006410,119,3531,-80.85860091466462,35.464384001550684
006411,119,2915,-80.86566872753866,35.474946124017954
010100,081,1626,-79.76103940560414,36.09314364834109
010100,107,4520,-77.49795842800327,35.351949545009326
010100,115,2785,-82.64851985058914,35.96027199798813
010100,129,2447,-77.93584544021377,34.24243890656566
010101,035,6170,-81.14091077409346,35.76911117396534
010101,165,3529,-79.49837152137566,34.72995668487816
010102,035,4318,-81.17061133339675,35.72043549580949
010102,165,5031,-79.50454903092772,34.7624791117633
010200,081,4659,-79.7760262816737,36.106061255706564
010200,107,2276,-77.54205454035686,35.26794386583382
010200,115,2168,-82.85883619737653,35.830155788636674
010200,127,5058,-77.82251739175949,35.90917983183445
010200,129,3326,-77.92503593855088,34.23327836828935
010200,165,3614,-79.46293617238533,34.79075443343208
010201,035,4760,-81.20162372271749,35.784787619794216
010203,035,3209,-81.22230455913719,35.75548836958264
010204,035,5177,-81.2385056176658,35.72567194966006
010300,081,2633,-79.77283184262217,36.095042862445105
010300,107,1465,-77.57193530654779,35.25583082862864
010300,129,5755,-77.90680594884338,34.24873448134484
010300,165,4145,-79.44699557474726,34.75281993124984
010301,035,5055,-81.25862310482991,35.787365308395366
010301,127,3441,-77.82037574259827,35.934195344131055
010302,035,5913,-81.30010730111306,35.781550443277105
010302,127,2944,-77.85040739220211,35.92318767029818
010303,035,4248,-81.26703503446426,35.75382084001932
010304,035,4424,-81.27572084998955,35.735950344463134
010400,107,723,-77.5729132479769,35.263098457839654
010400,115,1854,-82.76481670480231,35.80422128929384
010400,127,2872,-77.80521157669392,35.950238925063054
010400,129,2596,-77.91195920821441,34.22954294152063
010400,165,5288,-79.43500685551771,34.71603026522015
010401,081,1484,-79.80449453972311,36.089984506691756
010402,035,5078,-81.32351853526946,35.74631807136463
010403,035,5555,-81.30944622595193,35.759671352163984
010403,081,1634,-79.8154429612131,36.10470992519557
010404,035,2541,-81.31317507356802,35.75190895976841
010404,081,2533,-79.79895488485887,36.10000225085777
010500,081,2102,-79.81796544194046,36.07985977405477
010500,107,3257,-77.56977603311537,35.28370610472056
010500,115,4814,-82.69921044859929,35.77900173466506
010501,035,4092,-81.34359847967747,35.752857405534
010501,129,3396,-77.88184237832058,34.23503161887543
010501,165,2698,-79.5864782971998,34.75573340575288
010502,035,3514,-81.33290481998213,35.78327698784584
010502,165,3550,-79.57137330244034,34.81865111458496
010503,127,2814,-77.85865933432248,35.98679431576219
010503,129,2089,-77.89528503260136,34.21793307568683
010504,127,5651,-77.87466486306535,35.943340141561684
010504,129,6176,-77.89597077713908,34.23011933637287
010505,127,3604,-77.82374191599308,35.97768835333272
010506,127,3760,-77.83890125908941,35.958033889724994
010600,035,6650,-81.3645243947606,35.7448726942152
010600,107,3559,-77.59281249922925,35.27964186330179
010600,129,4584,-77.90908021579139,34.20784071250638
010601,081,2857,-79.8385879447616,36.067490876947694
010601,115,2577,-82.59554696146405,35.86054765714851
010601,127,2578,-77.81344945091601,35.994452887531054
010601,165,3115,-79.41041538200878,34.865477137487694
010602,081,6114,-79.82284980298061,36.06829785068006
010602,115,4082,-82.57329704395424,35.80433743706398
010602,165,3204,-79.47290738651039,34.911358295540744
010603,127,1532,-77.7899696200835,36.01053401653689
010604,127,3830,-77.79444898198824,35.986365831122605
010700,035,2651,-81.3774043438254,35.7255588621214
010700,107,2116,-77.59276057676303,35.26732443066253
010700,115,2913,-82.48348916333966,35.856085006035045
010700,127,2870,-77.77639749874417,36.078518138205325
010700,129,3779,-77.92819524360605,34.1973310551966
010701,081,2036,-79.80507609269577,36.0766973157296
010701,135,2198,-79.11963189160552,35.91801954171445
010702,081,6928,-79.8066656611461,36.06923258613812
010705,135,5036,-79.08099269284435,35.91754269322994
010706,135,3668,-79.08765128795753,35.93578771689701
010707,135,3363,-79.08738131683012,35.911819305040225
010708,135,2603,-79.07725959387007,35.90586621834437
010709,135,1955,-79.08729141553718,35.889529979242106
010710,135,3335,-79.11114395020665,35.87723408444738
010800,081,2946,-79.79256183446267,36.07952457371417
010800,107,4952,-77.61545650291099,35.29425932300772
010800,129,2371,-77.9411672522312,34.187476640307175
010801,127,1316,-77.85371007045977,36.10967005501549
010802,127,6027,-77.90168656371566,36.03864361095953
010802,135,4820,-79.0297525321362,36.1835580631524
010803,135,3118,-79.19524574476605,36.156490995187326
010804,135,1930,-79.16243142349441,36.20927138113024
010900,035,3607,-81.33483185940004,35.72251834697887
010900,081,2387,-79.7811555621788,36.08222710450595
010900,107,3080,-77.59360769058388,35.342990681496744
010900,127,5320,-78.00696405178819,36.08896058104516
010900,129,2213,-77.94414650600125,34.20343732739273
010902,135,6584,-79.05505568000154,36.030811007009696
010903,135,2589,-79.04675251425937,36.11399735825919
010904,135,3673,-79.01134478386813,36.07222885369411
011000,035,2414,-81.2936832123642,35.718934461949395
011000,081,5224,-79.7706482541104,36.075933784892364
011000,127,4235,-78.10622176020712,35.948002729202294
011000,129,2075,-77.93492832932033,34.21482665378785
011001,107,4435,-77.68653744113347,35.25632293540897
011001,135,4733,-79.08616693663194,36.08911776156436
011002,107,3810,-77.70595463483598,35.32377198305292
011002,135,4291,-79.10086445022093,36.0709971968152
011100,107,5366,-77.78185852563918,35.295707086288246
011100,129,2586,-77.93650412388158,34.22376449278619
011101,035,3597,-81.39160384145335,35.695388669739295
011101,081,4194,-79.75417212060634,36.068295143295806
011101,127,6190,-77.91961878900294,35.963220692291024
011102,035,7367,-81.32349954730464,35.685621778282595
011102,081,2753,-79.76046187235836,36.05461476496792
011103,127,5158,-77.9589243145816,35.96135179719689
011103,135,4104,-79.16702366573156,36.098548544284824
011104,127,2538,-78.00900703547876,35.957096553013216
011104,135,1499,-79.23422233044106,36.12391898115213
011105,135,3399,-79.2349567506399,36.09848343403697
011106,135,2471,-79.1176291730661,36.03756945667944
011107,135,4257,-79.19618941201333,36.047807229921624
011200,035,5949,-81.22944590803269,35.667573677682476
011200,129,2098,-77.93875558780789,34.23151480259367
011201,081,3378,-79.77543595640705,36.06769193109739
011201,107,3295,-77.68590454599247,35.08011380072739
011201,127,3222,-77.86066358912989,35.87194195230833
011202,081,2818,-79.77673933417026,36.060764293211356
011202,107,3471,-77.76280947382733,35.17081086182403
011202,127,3524,-77.92739903230691,35.86811225804894
011204,135,3545,-79.02981543550207,35.990838126139586
011206,135,4184,-79.01974494761319,35.95640002211415
011207,135,4599,-79.060783274714,35.96411286838703
011208,135,5245,-79.08263744624412,35.98491036802348
011209,135,2971,-79.13718476482981,35.977737963669796
011210,135,3459,-79.20537494967756,35.912473054113086
011211,135,2336,-79.21093928215436,35.98673805758424
011300,035,7488,-81.1931109407604,35.66988901981472
011300,081,2956,-79.78101063455281,36.05096204163888
011300,127,4910,-78.02109363256535,35.863870301109884
011300,129,2014,-77.94870169928038,34.22791862117959
011300,135,3132,-79.0612095801174,35.9175561503692
011301,107,1665,-77.60407517131085,35.224704084202706
011302,107,2912,-77.66716961718726,35.2070480282757
011400,081,5547,-79.79860165613995,36.053654734543684
011400,107,4220,-77.55309509495252,35.196271562998504
011400,127,4605,-78.11551445461635,35.79598301441106
011400,129,1688,-77.93940737102699,34.250427428339755
011400,135,3893,-79.04715271268452,35.92525979634931
011401,035,3518,-81.13060442062952,35.69571859174316
011402,035,3982,-81.12664297749387,35.64833044024763
011500,081,3866,-79.80934658246692,36.056109823550045
011500,135,1849,-79.03451673802648,35.9141518549372
011501,035,5146,-81.0609055125217,35.63606921411987
011501,127,2916,-78.2051731631656,35.77142684345414
011501,129,2581,-77.8662267707232,34.23820517368003
011502,127,4055,-78.17200005130005,35.86526562048166
011502,129,5494,-77.86067789576191,34.22564738160789
011503,035,3822,-80.99769576515527,35.65586752384117
011503,129,3657,-77.93766695870991,34.310995831263206
011504,129,5249,-77.9188143571351,34.320727247307836
011505,035,3669,-80.98990555193072,35.5938220614729
011506,035,3166,-81.02072344892628,35.559903485393356
011601,035,4402,-81.17334541622125,35.611492968906724
011601,081,2578,-79.82325827305479,36.052304989476916
011601,135,2114,-79.05017596432778,35.911356277520895
011602,035,5496,-81.13387542526151,35.572614029915506
011602,081,3140,-79.84504016028197,36.05221248015801
011602,135,6498,-79.045267288486,35.90355317206545
011605,129,5269,-77.87959076544534,34.2569729447411
011606,129,4407,-77.85607336042865,34.26279268353041
011608,129,6127,-77.83661427141222,34.323035224319796
011609,129,4534,-77.88790964958133,34.29131529247778
011610,129,3409,-77.88646391234344,34.32715571882266
011611,129,6606,-77.83755198309018,34.276716353420426
011612,129,6185,-77.81514461681377,34.2936045836435
011700,135,5791,-79.05842390356705,35.90213192687793
011701,035,4267,-81.26895473443673,35.662611416782426
011701,129,4562,-77.84100255168171,34.245953977578274
011702,035,7200,-81.26946697502486,35.59563785088861
011703,129,4898,-77.8123549937121,34.23996897740585
011705,129,9620,-77.79789695215248,34.267377182323386
011800,129,2476,-77.79104475307011,34.22322864171161
011800,135,3076,-79.06578861208122,35.935696088095746
011801,035,6230,-81.39399650875704,35.65469782120139
011802,035,5935,-81.41384166724309,35.600215135407424
011902,135,4367,-79.0305959835213,35.94561701478885
011903,135,2162,-79.05229062355933,35.9538836892479
011904,081,5263,-79.7739371288358,36.13451371986621
011904,129,2812,-77.84116386065966,34.22805311237571
011904,135,3096,-79.04501646814315,35.94787415663493
011905,081,4781,-79.75504007044235,36.132902828770604
011905,129,2441,-77.85152951940772,34.213952787724864
011906,129,2905,-77.87568504387352,34.214627498912044
012004,129,3830,-77.85642199644903,34.17311117254078
012006,129,4274,-77.90228709278585,34.186717537523236
012007,129,5345,-77.91561557729756,34.1751888474863
012008,129,6788,-77.89875798625341,34.159612925062
012009,129,6991,-77.8770404244906,34.18421533536456
012010,129,5375,-77.87727977958478,34.16465774514814
012011,129,4706,-77.86232441982816,34.20282161116134
012012,129,2630,-77.8343085319631,34.20158473270353
012101,135,3913,-79.01544519079964,35.93580289964064
012102,135,1543,-79.01316065819509,35.92647038366502
012103,129,4709,-77.87753795248442,34.143633211918626
012103,135,2764,-79.01711888691798,35.913183385454204
012106,129,8662,-77.9123099857002,34.10556849390365
012107,129,4401,-77.91009785026698,34.07130880159869
012108,129,3516,-77.88961611965136,34.08893210963015
012109,129,4051,-77.88665398659585,34.122332756374384
012110,129,4663,-77.90579488218017,34.13876078252974
012111,129,5752,-77.92779791313019,34.15290048938809
012201,129,2875,-77.88959979961646,34.054327956081146
012201,135,3084,-79.0383591188938,35.88005825952719
012202,129,3700,-77.90389866271582,34.0344187766004
012202,135,5449,-79.07269322506289,35.883220939013555
012203,129,2199,-77.90876080233652,34.00345016152922
012300,129,8808,-77.763776972607,34.28850443484351
012503,081,4361,-79.81485220737837,36.11444602398501
012504,081,3645,-79.8588771945859,36.07520980332686
012505,081,4410,-79.85452210927032,36.08393624279543
012508,081,3411,-79.83290740657979,36.1050922710217
012509,081,2325,-79.83927951968296,36.09838658748397
012510,081,3262,-79.85768617472041,36.11788562294615
012511,081,5059,-79.85632545955161,36.098321298743315
012604,081,4778,-79.81347540199636,36.0410765428119
012607,081,2698,-79.88311829627725,36.04318921209349
012608,081,2504,-79.853750150495,36.04283702483924
012610,081,3219,-79.83170154352867,36.03247217775791
012611,081,3855,-79.82607658191355,36.02345957104003
012612,081,6304,-79.815449088879,36.01711117428434
012617,081,3475,-79.8687914045257,36.041110889233686
012618,081,3479,-79.86044094111742,36.05715053421853
012619,081,3446,-79.8729420762627,36.066830717573595
012620,081,3806,-79.84759420012999,36.030343227565375
012621,081,3914,-79.8599286836677,36.023820058765025
012703,081,5505,-79.79316319460253,36.121403415470915
012704,081,3654,-79.76746047919704,36.11892994877159
012705,081,4168,-79.74527347652153,36.10148828892206
012706,081,3399,-79.74127946716915,36.09174282653984
012707,081,2677,-79.74722103164085,36.08105348932763
012803,081,9306,-79.72434161920216,36.06106457318225
012804,081,4299,-79.7913891179267,36.022566779199124
012805,081,2817,-79.7644473050815,36.03121288818013
013601,081,4668,-79.99279830050197,35.9750946445567
013602,081,4111,-80.00904034042034,35.976872295552845
013700,081,4123,-80.02517140416994,35.968177327888135
013800,081,3977,-79.9896293913338,35.969080053296594
013900,081,4425,-79.98572942810777,35.959046908036285
014000,081,3197,-80.02530799379944,35.94805930931599
014200,081,4043,-79.98802949274375,35.946704233311806
014300,081,2943,-80.01119539182726,35.94044721176639
014406,081,2511,-79.9612403922019,35.98091977201937
014407,081,6129,-80.0383247208056,35.97704832370309
014408,081,2427,-80.04095917789117,35.93362504196552
014409,081,3038,-80.02160753380817,36.000982155175535
014410,081,3974,-80.00887610919499,35.99504671754124
014411,081,5480,-79.99016173632157,35.98771709830107
014412,081,2823,-79.9747010208852,35.99585225232752
014501,081,1225,-80.01003021999308,35.925685588947545
014502,081,4692,-79.968279831324665,35.93259877857642
014503,081,3435,-79.96308914064069,35.960071366134336
015100,081,5594,-79.61198702425169,36.2093066064715
015201,081,5363,-79.56831916324617,36.13600989542329
015202,081,6477,-79.57339827942788,36.079076275269394
015301,081,5506,-79.63188735382373,36.10664960094682
015302,081,4621,-79.66815898723273,36.07021848979084
015401,081,5446,-79.66122039179407,36.160993025826095
015402,081,7760,-79.70346650243279,36.12830434035423
015500,081,7211,-79.75251591421097,36.1633594833166
015601,081,5439,-79.82188837498673,36.21798593507548
015602,081,6245,-79.73671163209568,36.22127288375502
015703,081,6590,-79.81121478241799,36.13297293839558
015704,081,6347,-79.85336569570595,36.154472062644835
015705,081,2966,-79.84254846344804,36.130960899868015
015706,081,6193,-79.80196617562808,36.16143129583654
015707,081,6473,-79.82490115450953,36.14621498816994
015800,081,8668,-79.89834235072445,36.20264560829162
015901,081,6175,-79.97213451992822,36.234001968119166
015902,081,4615,-80.00440702278972,36.18611314178762
016003,081,4902,-79.94719115640065,36.16022382980325
016005,081,1837,-79.88993582953903,36.158158276925754
016006,081,4211,-79.88322213309527,36.13436121893007
016007,081,5059,-79.87598824390268,36.1212579558604
016008,081,7620,-79.93090422832134,36.137196820274426
016009,081,3888,-79.90749932341332,36.13062579189811
016010,081,2698,-79.90051177128474,36.10662299496347
016011,081,5733,-79.91369768193613,36.07555458484672
016101,081,4684,-79.89008699945828,36.0972303411468
016102,081,3788,-79.90110307005824,36.082670529552146
016103,081,5299,-79.88000544319033,36.07786799472385
016201,081,6753,-80.0005818772988,36.12974877373833
016203,081,5221,-80.02430934888453,36.06970896497038
016204,081,4557,-79.989406797496,36.06311261608014
016205,081,4650,-79.97718286494145,36.04547223392474
016303,081,3380,-80.0274437491602,36.020071424363124
016304,081,3688,-80.00557382203212,36.02299014927017
016305,081,3484,-79.98401513452303,36.028472418011646
016306,081,5452,-79.96786559567073,36.01220580453799
016405,081,1770,-79.93348165850632,36.06102589170671
016406,081,4228,-79.94914567570363,36.04671592120075
016407,081,4496,-79.94107204189086,36.03007800444897
016408,081,1972,-79.9316242621423,36.02246588284526
016409,081,2496,-79.93485814641494,36.0051106257914
016410,081,5450,-79.93827819148429,35.97475239655427
016502,081,6553,-79.88987988386677,36.001694586225796
016503,081,5480,-79.90401658144394,36.047073305147116
016505,081,5239,-79.91466247126002,36.028025505213456
016506,081,4845,-79.90154075996541,36.0242655321367
016600,081,2452,-79.9130929253894,35.93792668262652
016701,081,6046,-79.84457044416608,35.98484650912426
016702,081,3754,-79.84624492239247,35.94477796101136
016800,081,7802,-79.7766359970905,35.98321268351372
016900,081,4697,-79.7435998638925,35.93457329634494
017000,081,4675,-79.61033207085646,35.94790137205241
017101,081,5582,-79.69746585854203,35.98582082452282
017102,081,2366,-79.73563314441967,36.01162833925046
017200,081,9369,-79.61649734305202,36.025176335453374
020100,001,4040,-79.44643594071408,36.09114901122723
020100,023,4048,-81.67973820231302,35.82562584688766
020100,179,6928,-80.36608028809283,35.100984552392426
020101,019,2698,-78.0979077669389,34.325262272329645
020102,019,6040,-78.09382254273736,34.28786079924854
020103,037,5520,-79.0560102684767,35.838475812264484
020104,037,6082,-79.063407288409,35.784003768499
020105,019,6376,-78.0404607329384,34.22693414671783
020105,037,7944,-79.11041242866831,35.836128702917904
020106,019,2828,-78.08279341856685,34.229251505306266
020107,019,2769,-78.02719222996781,34.244333207772634
020107,037,2643,-79.18557436745392,35.84908827304991
020108,019,3374,-78.01558403091185,34.254110276641136
020108,037,1949,-79.14336851591555,35.80146749248867
020200,001,4137,-79.41937616550136,36.091928862697394
020200,065,5084,-77.78298146214198,35.90797071723077
020201,019,5169,-78.0004807158018,34.2146553724986
020201,037,3007,-79.44489099681057,35.80090663461669
020202,023,4377,-81.73802464088384,35.77480712350822
020202,037,3382,-79.27071121059373,35.80378090600571
020203,019,2396,-78.07103321679506,34.13474489159549
020203,023,2860,-81.86001289459243,35.86158809344006
020203,037,2409,-79.30666191239436,35.72823267808833
020203,179,3943,-80.57654837279131,35.16752541492354
020204,019,6424,-78.09179770839178,34.02791461096231
020204,023,2792,-81.79418226271017,35.80826562626109
020204,179,4117,-80.50050616394991,35.142094547939486
020205,019,8409,-78.00378741893255,34.16130635856863
020205,179,3443,-80.56056535139162,35.07663019033841
020206,019,2061,-77.99331015838537,34.08176300061895
020206,179,4017,-80.50781556432851,35.07811968526566
020300,037,2742,-79.4757668351737,35.69118150512911
020300,065,5372,-77.75992034041094,35.936297610479
020301,001,4213,-79.40605368307716,36.106588099022815
020301,023,4691,-81.81502108632571,35.70662835462801
020302,001,3974,-79.38983273265592,36.09194358027609
020303,023,4698,-81.76323817275068,35.693320955216024
020304,019,8816,-78.1054454163443,33.94408623777016
020304,023,2741,-81.80107432026746,35.64587957877137
020305,019,3348,-78.0427811596591,33.931801288515906
020305,179,7286,-80.60497463194275,35.10043020308618
020306,019,2578,-78.00836237984213,33.95010526753849
020307,019,268,-77.985267824471,33.862764307538754
020307,179,6748,-80.63518388635042,35.03416385838049
020308,019,2024,-78.1843931294033,33.91898344091555
020308,179,6326,-80.64081134482831,34.99247277764323
020309,179,2343,-80.62032125410632,35.13299214594618
020310,179,6422,-80.6331564712176,35.12252418320349
020311,019,2473,-78.23334599952331,33.968457551640675
020312,019,1101,-78.20291565562083,33.97521483288973
020312,179,4293,-80.65902467518862,35.08371398274159
020313,019,2876,-78.1373033026765,33.92074448546896
020313,179,2344,-80.67886830930397,35.07889169362408
020314,019,558,-78.13579085211597,33.913763025270896
020314,179,5841,-80.70509592407113,35.074440718367
