county,block,pop,lat,long
109,1019,502,-81.25908609237548,35.48959829225074
111,1019,387,-82.018007626641,35.65027406712184
113,1019,531,-83.37935366612953,35.15995895042242
115,1019,220,-82.5289203685035,35.87813052668077
117,1019,56,-77.19565000001586,35.91267167728832
119,1019,8856,-80.8430835929303,35.22807835943809
121,1019,167,-82.15135885506167,36.03513708751006
123,1019,46,-80.03070394355865,35.454030906810445
125,1019,605,-79.46066913685598,35.303002203639345
127,1019,601,-78.02463820932401,36.0108491231008
129,1019,2376,-77.87515725157068,34.24833705741055
131,1019,163,-77.53330846124629,36.50776676904271
133,1019,1553,-77.43546928292582,34.74621879575552
135,1019,526,-79.16674823102234,36.07349614628238
137,1019,105,-76.75418407198939,35.109859126861444
139,1019,311,-76.36464840841629,36.35499506662516
141,1019,834,-77.91843759522298,34.47561687773662
143,1019,38,-76.50536130889166,36.31656486522688
145,1019,164,-78.8915362483898,36.29324909194758
147,1019,1512,-77.49591041302577,35.57221519698575
149,1019,123,-82.17710952161353,35.238408426229775
151,1019,1005,-79.72483254246374,35.73503105385794
153,1019,235,-79.69353319716544,34.92932097990894
155,1019,707,-79.10067164888444,34.72051932516669
157,1019,843,-79.66769585449882,36.4127703030051
159,1019,834,-80.52112874048707,35.67177269157402
161,1019,881,-81.96595494818776,35.35066898716868
163,1019,421,-78.3993809714051,35.06353659742811
165,1019,110,-79.49663752579517,34.83180944441997
167,1019,293,-80.27077066302338,35.31719641886447
169,1019,753,-80.21517243450259,36.35291966575837
171,1019,440,-80.68134303633389,36.44732354180941
173,1019,30,-83.53500102699618,35.39810054036487
175,1019,124,-82.77005732467373,35.15265753913231
179,1019,1712,-80.48540079239662,35.01598013788282
181,1019,541,-78.3790904599921,36.40915874231238
183,1019,5878,-78.65110817448075,35.8205298390918
185,1019,94,-78.11907380678352,36.43107887311332
187,1019,388,-76.45639281430783,35.93984254344832
189,1019,1042,-81.7523877689152,36.19922992002452
191,1019,1473,-78.05875794788669,35.3963111140744
193,1019,194,-81.08802347987155,36.17306815389217
195,1019,682,-77.85587522821572,35.722234116290295
197,1019,162,-80.7366181411305,36.17577282779902
199,1019,99,-82.30103265245282,35.92162851007959
001,1020,975,-79.48023133286915,36.106428503944116
003,1020,309,-81.18495041328593,35.968545056227995
005,1020,23,-81.05680442509131,36.54735645982697
007,1020,101,-80.15744346596912,34.95855693901655
009,1020,249,-81.46632150207272,36.520878704147016
011,1020,167,-82.0024853617143,35.98220001484599
013,1020,138,-77.05007044381334,35.41351879911859
015,1020,88,-76.88000986670927,36.05744565013264
017,1020,365,-78.50739554635695,34.6098780244802
019,1020,1023,-78.28006281548664,34.01933413434902
021,1020,4141,-82.5104071327635,35.5645500471485
023,1020,893,-81.76589007535893,35.718476160421346
025,1020,2489,-80.60665079594368,35.304934250685214
027,1020,690,-81.43570178645271,35.86931988756219
029,1020,23,-76.29633608832532,36.48575381393072
031,1020,742,-77.01508031201357,34.774013890236446
033,1020,106,-79.29974555173777,36.398052280893786
035,1020,917,-81.25613004459555,35.67105268082704
037,1020,688,-79.15862240284207,35.75953692738446
039,1020,205,-84.09949557231171,35.0354793452614
041,1020,189,-76.63663311672569,36.0792634164227
043,1020,132,-83.94627522571523,35.047273977821604
045,1020,925,-81.52103151661885,35.378873667566566
047,1020,368,-78.68678863137677,34.242186971817034
049,1020,905,-77.18612871817702,35.15949492987625
051,1020,1672,-78.87411921717957,34.983248326552705
053,1020,161,-75.9152114249086,36.51026321864663
055,1020,523,-75.74599114131176,36.160255184109744
057,1020,1186,-80.2338060636385,35.79056489507515
059,1020,295,-80.61230954206009,35.95849785538686
061,1020,422,-77.86439625400648,34.872310752834736
063,1020,1012,-78.88149344325267,36.00520138688933
065,1020,248,-77.55564853987613,35.89620855523795
067,1020,3071,-80.29932568138823,36.08560099097471
069,1020,696,-78.20871887771085,36.01869479963738
071,1020,1195,-81.1177809601527,35.30168206913965
073,1020,135,-76.81106408546137,36.52580001622668
075,1020,117,-83.95311149276242,35.27532960012162
077,1020,362,-78.66995620471026,36.32519121517052
079,1020,327,-77.630970852505925,35.50670396654778
081,1020,4943,-79.78183359440999,36.121958079356205
083,1020,234,-77.76857784800029,36.382607962529086
085,1020,1041,-78.85346950637908,35.40421393882467
087,1020,294,-82.96632604330283,35.59253871924109
089,1020,845,-82.4928221242942,35.35845435588713
091,1020,232,-76.98717730577869,36.34299964386503
093,1020,162,-79.29432933838591,34.986469068027965
095,1020,5,-76.38020115110469,35.45452894620945
097,1020,1770,-80.9119742453667,35.796435811887264
099,1020,128,-83.21193791107692,35.30577914094913
101,1020,820,-78.36228386870413,35.49252095580766
103,1020,10,-77.1835205689549,35.015580962718765
105,1020,342,-79.21279983391229,35.43528038779068
107,1020,412,-77.59971700756351,35.20451915467784
109,1020,1283,-81.21266086351118,35.509028810090506
111,1020,423,-82.06400710352449,35.82498082961222
113,1020,411,-83.4140202602459,35.21665923659373
115,1020,67,-82.73370268666888,35.868068688451146
117,1020,63,-77.22620029072093,35.89878132942461
119,1020,6163,-80.86773522890452,35.213719435874204
121,1020,47,-82.13580959919102,36.00015364201865
123,1020,120,-79.93459172732715,35.3810323652463
125,1020,790,-79.4864218411079,35.30711422482251
127,1020,966,-78.02481720764044,35.961444086945285
129,1020,1035,-77.86702290727449,34.224161088251854
131,1020,118,-77.30439166694588,36.31396106878851
133,1020,1165,-77.5903429738481,34.80847095882833
135,1020,401,-79.11149153977135,36.16263060341366
137,1020,211,-76.75835670376581,35.081513483403164
139,1020,83,-76.37350076136863,36.412840664679244
141,1020,651,-78.01663979655233,34.56260898295115
143,1020,54,-76.49376891129538,36.18576645213862
145,1020,142,-78.91425273308424,36.48699274612406
147,1020,890,-77.33551073264402,35.61706244571965
149,1020,215,-82.1145290568685,35.29307803491767
151,1020,1020,-79.73720131493099,35.691134837969926
153,1020,248,-79.59576508678904,34.997976715956824
155,1020,788,-79.1028693930468,34.67100566158719
157,1020,834,-79.68892021849442,36.45195023866368
159,1020,1736,-80.48024371174306,35.640508480560676
161,1020,316,-81.8469952464597,35.34594517106028
163,1020,341,-78.37277058082172,34.980221120739465
165,1020,365,-79.50759220321771,34.816463884618855
167,1020,273,-80.2562160177067,35.30027564544909
169,1020,340,-80.19207002590403,36.416133834135394
171,1020,947,-80.63790453117672,36.441439441328605
173,1020,22,-83.25621267485737,35.55160278462803
175,1020,333,-82.70848502697632,35.18697197201939
177,1020,70,-76.21516965646697,35.959798610916486
179,1020,1357,-80.62674540331626,34.92980530872998
181,1020,371,-78.41939537115694,36.362454085068826
183,1020,6890,-78.60858448315317,35.80496439107915
185,1020,167,-78.065518255539,36.42567585163643
187,1020,75,-76.5422993258368,35.847915589057735
189,1020,368,-81.6498443964683,36.240898418499924
191,1020,879,-78.04052559059242,35.349150329897526
193,1020,241,-81.05226983602145,36.265821660793904
195,1020,451,-77.8460747185576,35.7089070604115
197,1020,188,-80.6531883716172,36.20230514223031
199,1020,176,-82.26101962854912,35.91669588722848
001,1021,1177,-79.3782066217657,36.101495022861215
003,1021,127,-81.2214951047137,35.907061675130414
005,1021,108,-81.07811220142648,36.544009519162785
007,1021,107,-80.05686628539921,35.00005623719733
009,1021,157,-81.4788395265693,36.4252759623266
011,1021,41,-81.96574075152772,36.02356986449507
013,1021,199,-76.79465317026917,35.57170080126724
015,1021,33,-77.21266398392831,36.18674083327095
017,1021,604,-78.61621410465942,34.60717673639222
019,1021,1092,-78.26446612473264,34.03194832004796
021,1021,2108,-82.53945445994853,35.5901194819712
023,1021,699,-81.67421926954864,35.75337704834754
025,1021,1595,-80.5756926844302,35.40519002105844
027,1021,468,-81.50549614999966,35.96821515777581
029,1021,296,-76.34134750847188,36.503043254434274
031,1021,352,-76.71035427661138,34.76310323335047
033,1021,115,-79.38246449035177,36.39660353592865
035,1021,1264,-81.18176745101178,35.641639770950974
037,1021,283,-79.33209708053103,35.64207818147543
039,1021,353,-84.01497032997784,35.06736439913927
041,1021,42,-76.58470871677021,36.09705482062146
043,1021,203,-83.88126625001225,35.027201140729645
045,1021,501,-81.56047034141605,35.34573331860876
047,1021,293,-78.66927321700494,34.15808390432237
049,1021,443,-77.04082953849117,35.19410582366526
051,1021,2196,-78.90006044042113,35.0858980410239
053,1021,267,-76.11353692210281,36.469626103279765
055,1021,811,-75.63956090021868,35.83850804265704
057,1021,1474,-80.22389103873014,35.775391441962846
059,1021,322,-80.65753133814434,35.9618046436959
061,1021,411,-77.93123984897613,35.01720222670176
063,1021,1120,-78.9373784511054,35.90137087280039
065,1021,154,-77.57460260857277,35.866382387886134
067,1021,2361,-80.2456244216652,36.13659185851114
069,1021,413,-78.28112061786817,36.11144991585988
071,1021,1586,-81.17674612653904,35.2609629132327
073,1021,139,-76.77964930747834,36.53329758811276
075,1021,13,-83.79740965041606,35.350628088569536
077,1021,420,-78.65052853283504,36.21534553145828
079,1021,148,-77.600906402528,35.444472009758215
081,1021,4226,-79.81695282768705,36.04036327736815
083,1021,403,-77.70108757579433,36.35671226561329
085,1021,1020,-78.85934145871629,35.393619034257725
087,1021,747,-82.93057342234601,35.52965003519914
089,1021,734,-82.35964021565266,35.43809177938105
091,1021,112,-76.8117336639272,36.29094246949367
093,1021,129,-79.17801979941477,34.9524746787605
095,1021,12,-76.3458626539053,35.4159601436345
097,1021,863,-80.88405148613103,35.8004080452678
099,1021,825,-83.15788273740648,35.350353670481006
101,1021,753,-78.27165894353713,35.48015577907682
103,1021,16,-77.35549722884753,35.0678063608453
105,1021,780,-79.11443247555596,35.4622849573953
107,1021,359,-77.59232758549244,35.22839099916928
109,1021,738,-81.2336229629077,35.488656850523675
111,1021,323,-81.96125053118068,35.72949403579775
113,1021,267,-83.3814650928274,35.168500588388746
115,1021,108,-82.5825648192126,35.845079123617
117,1021,108,-77.22957827973438,35.921027552429926
119,1021,5940,-80.80924703725478,35.25363296708376
121,1021,21,-82.11683983108841,35.970818410241506
123,1021,65,-79.8832800106579,35.41709071670682
125,1021,1123,-79.4855387804095,35.348917015344256
127,1021,542,-78.04981202354277,36.04309158148255
129,1021,791,-77.89440475177295,34.27908479146935
131,1021,558,-77.38134900935718,36.454401157726124
133,1021,1041,-77.48478397228372,34.86342719448675
135,1021,595,-79.16122296341472,35.9946872206926
137,1021,34,-76.83265144554841,35.08366356547802
139,1021,158,-76.3551156343153,36.42197793949615
141,1021,607,-77.84766006006144,34.55357775077758
143,1021,120,-76.51657968285957,36.2880633988557
145,1021,266,-78.89857946228761,36.328994096125705
147,1021,1562,-77.3577191789995,35.55075055290584
149,1021,75,-82.09411638985733,35.29720522514258
151,1021,635,-79.79512641827725,35.7523200910742
153,1021,223,-79.7744210484077,35.09822458085774
155,1021,1396,-79.12828493021182,34.63949894850073
157,1021,1125,-79.72690705431643,36.3503048340447
159,1021,892,-80.47955257628442,35.6357094500571
161,1021,443,-81.88988160396514,35.35768748922776
163,1021,485,-78.35318147855926,34.936813290525876
165,1021,88,-79.5332797679132,34.763690915797326
167,1021,213,-80.24563238023407,35.31865085928326
169,1021,385,-80.26995046448108,36.45535132784603
171,1021,466,-80.82278571073417,36.38739475221486
173,1021,67,-83.370241153621,35.43747747617203
175,1021,73,-82.79341374362721,35.168535478013034
179,1021,1816,-80.5246440010258,34.97022246021646
181,1021,314,-78.4302977813404,36.3574616225645
183,1021,7080,-78.56805725637635,35.77448373687357
185,1021,88,-78.10227123938857,36.383684685661635
187,1021,65,-76.52274311067151,35.85154721810573
189,1021,744,-81.67632156619237,36.3012087715138
191,1021,1091,-77.99674632653596,35.3560505121188
193,1021,462,-81.1334303391451,36.27454017282177
195,1021,924,-77.90745644326904,35.75707128577759
197,1021,269,-80.69581687106738,36.16376550531942
199,1021,2,-82.19963534719662,35.99997673595141
001,1022,819,-79.38795750474638,36.13539720440044
003,1022,250,-81.18665209587215,35.90257959101752
005,1022,133,-81.24423827905851,36.55410752582459
007,1022,116,-80.1872859160405,35.07609359795235
009,1022,280,-81.53018166774544,36.49991864677806
011,1022,254,-81.94118044841194,36.03464530386065
013,1022,123,-76.93578756961853,35.46177172874799
015,1022,64,-76.83416642373962,36.22754462167579
017,1022,249,-78.44126958141011,34.454925818857575
019,1022,661,-78.16175411937151,34.02562774239555
021,1022,1997,-82.4700025902194,35.57859106840968
023,1022,584,-81.62030948060426,35.72653348893606
025,1022,1233,-80.52784855448881,35.44368003222216
027,1022,1459,-81.55438712711198,35.96296190958092
029,1022,171,-76.21497000695241,36.39899718693388
031,1022,490,-76.5242246094318,34.7901725693021
033,1022,244,-79.23945973367152,36.42473990238181
035,1022,956,-81.17668415843609,35.64925534024806
037,1022,347,-79.25520891632111,35.76855011284169
039,1022,118,-84.0461563534854,35.1911756078452
041,1022,106,-76.6305750574973,36.181120204628385
043,1022,194,-83.93016738202097,35.04268623415908
045,1022,765,-81.54663203184523,35.37144963589307
047,1022,245,-78.67821300183651,34.34054901369115
049,1022,283,-77.01263128014793,35.2391760443077
051,1022,1805,-79.01164745322345,35.07008354572972
053,1022,133,-76.05220806261217,36.42322370876972
055,1022,231,-75.57857751628949,35.78337702701126
057,1022,1983,-80.23246557760035,35.890460241741636
059,1022,326,-80.60843202920019,35.98977935163918
061,1022,392,-77.89966655708962,34.87471412277618
063,1022,845,-78.8823540710034,36.03815438606178
065,1022,313,-77.63938431439826,35.98603635362067
067,1022,2000,-80.2353030229593,36.099023371815214
069,1022,581,-78.23879089515073,36.121386772293434
071,1022,1072,-81.23711006491637,35.316101914097686
073,1022,66,-76.86029658131955,36.502932749106755
075,1022,21,-83.89691136727654,35.335047197924446
077,1022,235,-78.6788915944091,36.30960558580752
079,1022,45,-77.68865276846904,35.46793615261241
081,1022,3821,-79.78905573886624,36.068817958516874
083,1022,424,-77.71804221818218,36.3494346616554
085,1022,1362,-78.84350856774287,35.388030895637286
087,1022,449,-82.89518156641948,35.58155394295997
089,1022,1018,-82.51379477565156,35.34953928462268
091,1022,69,-77.11294764294574,36.48940642609069
093,1022,167,-79.32581425911613,34.97547223900787
095,1022,5,-76.34486498942911,35.42021931422797
097,1022,920,-80.9246812007189,35.82583993395924
099,1022,148,-83.22408939516913,35.31711763727332
101,1022,585,-78.30819761808203,35.46062125832499
103,1022,29,-77.14662911061076,34.98472564009571
105,1022,986,-79.21370286221874,35.46430068155074
107,1022,482,-77.55392275648592,35.231140585455485
109,1022,747,-81.24589896580913,35.479931317785656
111,1022,219,-81.97752182789198,35.75034787770862
113,1022,89,-83.37023305265566,35.17902171479012
115,1022,104,-82.6002316008754,35.86943745129765
117,1022,91,-77.2014558745906,35.90650025396823
119,1022,5563,-80.8406158271948,35.3219047089074
121,1022,367,-82.14652254230411,36.06959498998553
123,1022,185,-79.81204304302709,35.452895123739985
125,1022,617,-79.61936356231328,35.353283133502245
127,1022,405,-77.99098631187546,35.9085114499428
129,1022,1301,-77.81018280293964,34.251952879774166
131,1022,345,-77.30546091608112,36.30399340146724
133,1022,1000,-77.23422064029383,34.72145704838721
135,1022,249,-79.19635611829054,36.11828768492656
137,1022,57,-76.85656549472702,35.05692490047859
139,1022,211,-76.24592291954598,36.30399796877707
141,1022,347,-77.94772683967996,34.5598942757063
143,1022,33,-76.50315460030629,36.28635651901239
145,1022,208,-78.89054975409918,36.451945107051586
147,1022,1309,-77.45373706884358,35.57179296117448
149,1022,215,-82.27038029443804,35.23138195316704
151,1022,974,-79.775450483089,35.62698124867154
153,1022,460,-79.65883021790758,35.00181574716756
155,1022,1028,-79.13115487610423,34.603297446772785
157,1022,394,-79.78577752108006,36.42469038542003
159,1022,1039,-80.348263468273,35.55805076579495
161,1022,638,-81.9395173905567,35.36241133549963
163,1022,434,-78.34759864233678,34.915376753318476
165,1022,175,-79.57539606350164,34.76553248606102
167,1022,172,-80.28380625464867,35.268902511553634
169,1022,386,-80.24353049391716,36.42425072873344
171,1022,515,-80.7021959291584,36.3806634305567
173,1022,21,-83.53980520666845,35.38431921341674
175,1022,409,-82.69775423678286,35.22812436061934
179,1022,1079,-80.49827780633618,35.053659803343564
181,1022,432,-78.37860128644638,36.43370282722356
183,1022,5799,-78.51056737281264,35.774750910714666
185,1022,53,-78.22141503203594,36.496741580987504
187,1022,28,-76.73424755845085,35.87303819143619
189,1022,112,-81.62547138129484,36.229173279011704
191,1022,950,-77.95676486835691,35.32284635174631
193,1022,157,-81.21841361385907,36.16412595441489
195,1022,568,-77.91004388621629,35.73162328042985
197,1022,232,-80.72084799169812,36.18919560033647
199,1022,388,-82.2731857945396,35.8902143550287
001,1023,1209,-79.38810461614446,36.07741310948553
003,1023,214,-81.18480322008455,35.93664887014699
005,1023,36,-81.0656360733917,36.52183207392203
007,1023,228,-80.17727952766279,34.93825702161723
009,1023,148,-81.44107063827461,36.54548285316072
011,1023,12,-81.89185840773843,36.155818592958035
013,1023,195,-76.94774530986328,35.43826021954327
015,1023,110,-76.92928518397542,36.08628315405474
017,1023,549,-78.57817230748877,34.63597513150867
019,1023,1537,-78.16392914158115,34.180485313346246
021,1023,3310,-82.6964558864941,35.60624922327468
023,1023,674,-81.6623905783864,35.748029672782195
025,1023,2049,-80.59636018253221,35.38507762921506
027,1023,375,-81.45235947377775,35.91097151767301
029,1023,105,-76.26436567769412,36.44944131391463
031,1023,692,-76.76925439029972,34.76742245835771
033,1023,99,-79.29760353886438,36.380733854673984
035,1023,1252,-81.16718202893425,35.655186289678916
037,1023,277,-79.27926627547728,35.746267838289675
039,1023,94,-83.97056084165222,35.120502346317544
041,1023,35,-76.55267765777295,36.09758962050313
043,1023,146,-83.87475476196839,35.04084092313342
045,1023,439,-81.59432161358758,35.39156496230506
047,1023,165,-78.74820241736067,34.26872183864623
049,1023,321,-76.96541281222929,35.05878515788286
051,1023,1225,-78.88950726932242,35.05469828255422
053,1023,43,-75.87732000907043,36.4325294543379
055,1023,163,-75.65791975020814,35.9634778298618
057,1023,1213,-80.23491699896404,35.87055112526022
059,1023,277,-80.55520764181779,35.978542952969065
061,1023,605,-77.98464771495615,34.998868351537595
063,1023,549,-78.9127602921092,36.108116490160334
065,1023,371,-77.66900554572378,35.985260495259354
067,1023,3019,-80.29248124666314,36.109963681265
069,1023,912,-78.23945238652065,36.0357507714926
071,1023,1279,-81.16487613412153,35.23672962127321
073,1023,55,-76.82186041173821,36.496398959451774
075,1023,14,-83.7715813969598,35.33653024892199
077,1023,468,-78.69208616060047,36.25870588450897
079,1023,106,-77.67859754327047,35.46587719624526
081,1023,3453,-79.77497129578622,36.070212611918926
083,1023,441,-77.7018730536786,36.331525208742335
085,1023,563,-78.90349263178281,35.422789616202984
087,1023,178,-82.94625200924868,35.52282658380832
089,1023,1235,-82.49954176877647,35.360220483520976
091,1023,634,-77.03254152611821,36.50637713094649
093,1023,66,-79.30388059510555,34.96389302122391
095,1023,22,-76.00934466696933,35.461576447956155
097,1023,1941,-80.86093466051604,35.83143789972642
099,1023,70,-83.09172316739622,35.15981312035038
101,1023,665,-78.32915329134195,35.482238378040954
103,1023,63,-77.46868005224323,35.18739161163595
105,1023,333,-79.14107926452884,35.49426491285582
107,1023,361,-77.61936016504528,35.18973922831001
109,1023,485,-81.29592418931728,35.48204931243099
111,1023,230,-81.9788483214501,35.684389994677304
113,1023,127,-83.36470761629313,35.158262533471834
115,1023,268,-82.55893065781864,35.92697328258484
117,1023,91,-77.00765815534511,35.84483071729896
119,1023,4080,-80.845492782588,35.24701385670064
121,1023,45,-82.13768475427253,36.007148854447415
123,1023,190,-79.84020998463807,35.37319147491234
125,1023,948,-79.4798182615942,35.24716711355734
127,1023,431,-78.08929078513563,35.90512683014109
129,1023,1172,-77.87117547924474,34.238161114667164
131,1023,181,-77.4545597004367,36.48151206537168
133,1023,588,-77.34210611512009,34.7448683858123
135,1023,379,-79.18862401196768,36.02384795977595
137,1023,112,-76.8904802849953,35.05558857800813
139,1023,138,-76.30226511662754,36.35736610659478
141,1023,249,-77.95419016947498,34.53778814454793
143,1023,22,-76.49402854733384,36.292929139518044
145,1023,233,-78.9009990103677,36.441787320039246
147,1023,1916,-77.25992454045723,35.62954107235185
149,1023,101,-82.0936575291373,35.28959467871162
151,1023,1556,-79.8628067994632,35.7497984972008
153,1023,151,-79.70313002064815,35.00729905535516
155,1023,750,-79.0186253011442,34.680217141219586
157,1023,787,-79.83800905497317,36.38762637846721
159,1023,668,-80.55763231146236,35.6461375388866
161,1023,327,-81.95183599450955,35.36066674820661
163,1023,536,-78.32637756557409,34.89737132777046
165,1023,544,-79.5338491356624,34.78798173780719
167,1023,757,-80.40058084062468,35.27865885424594
169,1023,163,-80.17987614622052,36.39148099080065
171,1023,645,-80.61444514713727,36.46236225913728
173,1023,52,-83.38563161704481,35.43666056151713
175,1023,287,-82.90591730582214,35.22786373349311
179,1023,855,-80.46631131531821,34.89830823890644
181,1023,110,-78.40625973800337,36.32748010628613
183,1023,3978,-78.55213808777388,35.794436748481125
185,1023,60,-78.10129954613433,36.428294972404494
187,1023,32,-76.73991392083933,35.86701465439767
189,1023,193,-81.71638655083592,36.1868108184381
191,1023,1552,-78.02750464369434,35.34184748541
193,1023,306,-80.970425952744975,36.187630854333094
195,1023,548,-77.79413055172976,35.69573564946829
197,1023,267,-80.65307882616108,36.232627014622736
199,1023,239,-82.42565743787856,35.90243401892963
001,1024,2325,-79.39459650619926,36.07341734357599
003,1024,217,-81.19259065342004,35.90628914020574
005,1024,71,-81.21246507344992,36.55236050554061
007,1024,303,-80.14602315264605,35.01118120649552
009,1024,267,-81.56568313337955,36.46848082734038
011,1024,35,-81.92278736622946,36.11099769150508
013,1024,104,-76.78432188901843,35.58147547866526
015,1024,146,-76.99429080153504,36.043521072699285
017,1024,426,-78.65683032794692,34.63272919076951
019,1024,305,-78.2130283420598,34.03597855806766
021,1024,1485,-82.38702603272652,35.600368127578406
023,1024,1023,-81.63953623450789,35.7182218456154
025,1024,1767,-80.5773525606475,35.35486441332557
027,1024,685,-81.67021969050944,35.987397712110734
029,1024,9,-76.13297750629155,36.315523852521316
031,1024,418,-77.0086368949511,34.78048665693379
033,1024,15,-79.28575403359054,36.531601242382784
035,1024,776,-81.25467890860561,35.664542267160535
037,1024,479,-79.1272278414032,35.755553995092605
039,1024,75,-84.2284910571251,35.014953693200034
041,1024,24,-76.62865523605205,36.10358278265693
043,1024,301,-83.79888813820554,35.030993447795986
045,1024,618,-81.56217510531025,35.32878880419396
047,1024,356,-78.66490527209858,34.320455172325474
049,1024,434,-77.10610678438947,35.17283378615052
051,1024,1703,-78.88624044938574,35.12510766913746
053,1024,61,-76.06886819465605,36.45448771015363
055,1024,89,-75.70110005568813,36.059634143267594
057,1024,1829,-80.1948177565339,35.92230108362754
059,1024,535,-80.50969967494271,35.943704664094824
061,1024,487,-77.94754531031097,34.9014080711199
063,1024,1236,-78.86780491446348,36.0024276340536
065,1024,630,-77.66279734130607,35.85458682600819
067,1024,2006,-80.31676319141445,36.15523765267901
069,1024,196,-78.27419353531818,35.98553516846617
071,1024,932,-81.17635237290666,35.23564354150555
073,1024,32,-76.83066009481789,36.5078227055307
075,1024,2,-83.88164867214081,35.30557282934109
077,1024,302,-78.69100128924983,36.334924515739964
079,1024,41,-77.55652482001588,35.45697672000849
081,1024,3555,-79.80075111407704,36.03548750429574
083,1024,270,-77.74530620144178,36.32911446237011
085,1024,865,-78.89768473644767,35.42607454069753
087,1024,246,-82.99154440229003,35.62007949918572
089,1024,1013,-82.44180467774483,35.32914278623008
091,1024,58,-76.92822740576497,36.39818527515961
093,1024,137,-79.107722851256,34.959075239238686
095,1024,19,-76.00071447132338,35.48032670307883
097,1024,1277,-80.9487497709736,35.768841898459314
099,1024,63,-83.0896915251831,35.329166195681715
101,1024,751,-78.30884040930908,35.483817887601894
103,1024,10,-77.35658963446616,35.068286812276234
105,1024,274,-79.272922879625,35.43923567302436
107,1024,202,-77.65503858410123,35.21997599837013
109,1024,590,-81.21717960969548,35.48877263776513
111,1024,483,-82.01219592750344,35.62946577752668
113,1024,138,-83.37990265253919,35.28003034551666
115,1024,171,-82.55938386932804,35.87233582347067
117,1024,86,-77.1877307478135,35.841280348908604
119,1024,3532,-80.83111340849058,35.25057999931335
121,1024,37,-82.14708906429684,36.05098754430862
123,1024,130,-79.86003415257292,35.38574721491984
125,1024,289,-79.50324153912585,35.2148860557479
127,1024,490,-77.9008952571664,36.028903625640545
129,1024,1734,-77.86319413494479,34.20178561973362
131,1024,90,-77.28899908035217,36.40419010362498
133,1024,1715,-77.52230413221989,34.687518690558605
135,1024,305,-79.15068498631733,36.183312098148456
139,1024,117,-76.21702604724685,36.28939757017278
141,1024,460,-77.9880145356729,34.473441261025364
143,1024,22,-76.48357334834802,36.31207340798092
145,1024,78,-78.91853194528832,36.44529295852549
147,1024,620,-77.47874783373193,35.56183910607316
149,1024,185,-82.1300233006706,35.28354649527887
151,1024,1436,-79.79302400380551,35.70783525918113
153,1024,316,-79.69266835845943,34.984808409667245
155,1024,762,-79.11987666788055,34.727251876465864
157,1024,346,-79.79800515076668,36.428442108981855
159,1024,1389,-80.50950166730547,35.65804108742031
161,1024,486,-81.85269074423468,35.43368874548308
163,1024,431,-78.33134698264932,34.97722323839594
165,1024,33,-79.44671380173754,34.747867002466364
167,1024,477,-80.31737630992392,35.32321108389832
169,1024,390,-80.17680438520125,36.4061199167252
171,1024,313,-80.64390248115514,36.433988611906514
173,1024,13,-83.39918847233541,35.449368693362146
175,1024,172,-82.74064534716548,35.18102884752904
177,1024,48,-76.14345783192176,35.964743190830546
179,1024,1233,-80.53259796986292,34.95894702611522
181,1024,528,-78.39433705810482,36.3057356614842
183,1024,4885,-78.64691457393047,35.80771634362109
185,1024,20,-78.17339429844888,36.49556501210171
187,1024,46,-76.74901796926771,35.85392642559117
189,1024,388,-81.67789823123697,36.219659457038084
191,1024,700,-78.00930967754651,35.45129105722045
193,1024,527,-81.05258715253065,36.23429275304346
195,1024,169,-77.87482550856352,35.70247998913652
197,1024,420,-80.62993490671873,36.158780092946905
199,1024,55,-82.26817273625184,35.841521195613396
001,1025,702,-79.4558461082439,36.119399472294134
003,1025,49,-81.17927304136879,35.992614009560995
005,1025,12,-81.10716012183696,36.51439251721647
007,1025,54,-80.16144127443846,35.09860891399386
009,1025,130,-81.51957260004082,36.504960359733865
011,1025,37,-81.9824516805267,35.96656046130753
013,1025,213,-76.96495340904448,35.48971889531838
015,1025,35,-76.9822469252262,36.03147790623952
017,1025,334,-78.53447360270617,34.625574423786446
019,1025,700,-78.14895172074998,34.103668731376615
021,1025,2203,-82.4451506350098,35.56360926796707
023,1025,460,-81.63223609520077,35.77090941232097
025,1025,1742,-80.56103094384281,35.41389084194903
027,1025,195,-81.5795277627347,35.98987298078449
029,1025,23,-76.13996511218123,36.31490058739334
031,1025,374,-76.765292659522,34.77753890711458
033,1025,57,-79.2692235838079,36.37294035654399
035,1025,886,-81.20057065110349,35.65159827871365
037,1025,349,-79.19584926755185,35.74355455243781
039,1025,86,-84.11179109378637,35.05365096767872
041,1025,92,-76.66130703051874,36.26156824218292
043,1025,26,-83.90038154034976,35.010260164247875
045,1025,853,-81.54517470314984,35.302126623615656
047,1025,186,-78.73475612020515,34.32254614678333
049,1025,421,-77.14150985287206,35.25959736258115
051,1025,1292,-78.85387616083895,35.15708182379178
053,1025,321,-75.96915061085083,36.37087203008576
055,1025,554,-75.7974038076572,35.9554101469368
057,1025,796,-80.24459601131126,35.87639700867209
059,1025,469,-80.60496750124761,35.91714185283349
061,1025,231,-77.94603940407958,34.93305508662799
063,1025,404,-78.91376922329519,35.959590961786674
065,1025,247,-77.69124681619732,35.84449825505014
067,1025,1765,-80.33621593090815,36.14705663076658
069,1025,295,-78.29879010100842,36.08764392484102
071,1025,894,-81.14908437884841,35.26229291590374
073,1025,15,-76.75696874812658,36.51303172639632
