county,block,pop,lat,long
157,3006,867,-79.75845582440725,36.33490475281755
159,3006,769,-80.48400260613371,35.62822761936378
161,3006,280,-81.96116723121848,35.41951736831422
163,3006,427,-78.45176392330919,35.04443311021906
165,3006,40,-79.45553934982992,34.77250072642133
167,3006,565,-80.24476709388597,35.36648300668401
169,3006,144,-80.15218069952286,36.36021728390678
171,3006,456,-80.82342976102353,36.47048024207864
173,3006,33,-83.47502210958608,35.443048566156975
175,3006,233,-82.69848402561483,35.237483948016575
177,3006,16,-76.15168462261911,35.90726451603695
179,3006,3408,-80.58455004048913,35.03296367810876
181,3006,185,-78.43988059959072,36.32333003622478
183,3006,10453,-78.65645246363086,35.77765092939208
185,3006,56,-78.21492378340785,36.4467322110292
187,3006,123,-76.52364837717812,35.91275758276499
189,3006,137,-81.67957743512261,36.2693786018133
191,3006,980,-78.04486819841976,35.320367095739805
193,3006,1201,-81.14635057925426,36.170516023385815
195,3006,379,-77.90730303559188,35.671108695221484
197,3006,330,-80.6203405412185,36.11459258513596
199,3006,12,-82.32135457646883,36.020413509514825
001,3007,2079,-79.37844003346675,36.061746097078554
003,3007,183,-81.08945907883532,35.99710371280251
005,3007,325,-81.13200708716347,36.48268126745948
007,3007,59,-80.05878715263555,34.938038066208435
009,3007,135,-81.40239830388649,36.450545496320395
011,3007,111,-81.95557244151354,36.03808986595786
013,3007,102,-76.97257612556838,35.534033306806826
015,3007,114,-77.14360359734341,36.12086226601431
017,3007,122,-78.83770223655124,34.7237334344324
019,3007,865,-78.41197593626961,33.968600447037055
021,3007,3306,-82.48495148673435,35.561843021518875
023,3007,893,-81.60239892008,35.72220989031958
025,3007,764,-80.38851126065713,35.46879793502286
027,3007,1079,-81.47092082545704,35.99579052794268
031,3007,276,-76.75782190292709,34.756427387849385
033,3007,303,-79.47014396509981,36.46104111502201
035,3007,923,-81.1756812055632,35.64411201593806
037,3007,743,-79.22013669671064,35.702547502037824
039,3007,53,-84.00154899009887,35.110876301656276
041,3007,56,-76.7057676660261,36.17271533718909
045,3007,491,-81.53484514803249,35.31996771621572
047,3007,354,-78.71479578117005,34.25059623407005
049,3007,1123,-77.07770752862592,35.091491111764185
051,3007,4456,-78.89148642862912,34.98575193165031
055,3007,154,-75.56824746596676,35.465499545230685
057,3007,1038,-80.1424097602545,35.74866226757387
059,3007,209,-80.53683076557962,35.92478938672527
061,3007,343,-77.96636040907538,34.988142774832156
063,3007,2794,-78.86505950989977,36.02493125202229
065,3007,236,-77.65219191652591,35.82739811184367
067,3007,3473,-80.25606608958972,36.10423643016678
069,3007,224,-78.20348851924436,36.10725871341088
071,3007,1881,-81.18120718527437,35.31111393534651
073,3007,68,-76.7306971336896,36.4359888116
075,3007,34,-83.70402980274486,35.42589598545772
077,3007,494,-78.60706457271098,36.233160968830724
079,3007,77,-77.7291370993072,35.45762489450375
081,3007,4243,-79.83131432200236,36.147267127830474
083,3007,253,-77.44423633094776,36.240062553908324
085,3007,609,-78.75822913730389,35.35867347154362
087,3007,787,-83.0217102177506,35.57858370989228
089,3007,341,-82.50247910242315,35.34156303006806
091,3007,72,-76.99780676272746,36.29361234172451
093,3007,821,-79.25534271905055,35.01278045626964
097,3007,911,-80.87619173879555,35.85698911004361
099,3007,391,-83.28462124976473,35.44832365904343
101,3007,1234,-78.29290008369307,35.42689938564595
103,3007,20,-77.59255931647509,35.06476776892114
105,3007,301,-79.1878557852586,35.41607696041511
107,3007,151,-77.57939350290056,35.335999677611824
109,3007,821,-81.37609440821504,35.52118156513051
111,3007,398,-82.1325704911278,35.56756663361109
113,3007,144,-83.50472064285844,35.152618700938206
117,3007,307,-77.03823768280478,35.82018272856901
119,3007,5294,-80.83282770867017,35.2331328621654
121,3007,23,-82.07793015605098,35.943549566133996
123,3007,627,-80.04259709208098,35.30043325549371
125,3007,503,-79.5534553672521,35.37061931347099
127,3007,1326,-78.03801177532334,35.93828732486321
129,3007,2029,-77.8376641172493,34.23771900476128
131,3007,117,-77.73791066806518,36.519056590998524
133,3007,1997,-77.27947308877683,34.73974117572239
135,3007,1345,-79.11759333667963,36.049727975197754
137,3007,23,-76.6922005596081,35.0414375366934
139,3007,243,-76.1859225283853,36.20790790587041
141,3007,305,-77.96750851135778,34.47868412281903
143,3007,109,-76.40138384774478,36.233193516510674
145,3007,271,-79.00000719259522,36.336581169731616
147,3007,1761,-77.34092055981583,35.52421876669219
149,3007,18,-82.24907123255062,35.26127271277965
151,3007,1150,-79.86555291203801,35.77879427773585
153,3007,471,-79.72794573418011,35.055177335582975
155,3007,1182,-79.10314353947379,34.622896940981455
157,3007,671,-79.74639246129664,36.41673543700606
159,3007,809,-80.49711193059339,35.592266004067326
161,3007,512,-82.0362145458976,35.43415814221627
163,3007,557,-78.38317799913973,35.09746703551816
165,3007,84,-79.51491217068127,34.83720843689912
167,3007,200,-80.32692428345467,35.344710685476954
169,3007,304,-80.2510929960116,36.34897970230673
171,3007,179,-80.55311575344294,36.3900247185072
173,3007,53,-83.48030595113984,35.434164706290666
175,3007,313,-82.81855530934521,35.239405478782686
177,3007,14,-76.17693158296905,35.91573224459547
179,3007,1666,-80.56384806238636,34.99873183084036
181,3007,213,-78.39557989569666,36.341749429697934
183,3007,10417,-78.63426981878487,35.776425112797526
185,3007,50,-78.22892238588074,36.50560867550554
187,3007,98,-76.54446409556235,35.93775683694128
189,3007,259,-81.67077838138621,36.25503667135925
191,3007,1944,-77.98386016651365,35.38129359066748
193,3007,382,-81.14268494351911,36.193133589094
195,3007,222,-77.85235764080137,35.67112683312426
197,3007,228,-80.66042100865926,36.1071679741649
199,3007,27,-82.33134298031385,36.00479335622231
001,3008,1271,-79.36117138073874,35.9991659948402
003,3008,198,-81.24970701006073,35.98232123075305
005,3008,20,-81.13385904559436,36.48572662132073
007,3008,43,-80.25122116795406,35.0594302491205
009,3008,179,-81.49710386801756,36.47712873670818
011,3008,85,-81.97493542100578,36.026587507292035
013,3008,771,-76.92177180132389,35.537669362975684
015,3008,49,-77.08172868398373,36.12494069750462
017,3008,35,-78.74889003115851,34.62530012823734
019,3008,527,-78.42071673879659,33.946356225338064
021,3008,1741,-82.62123386099869,35.604658528931694
023,3008,689,-81.63782623655257,35.653533619151126
025,3008,853,-80.52020200946671,35.4210086755424
027,3008,462,-81.41198092915057,35.95900759684587
029,3008,1,-75.97426916480342,36.18804106373862
031,3008,132,-76.98692682555131,34.73916860846896
033,3008,172,-79.40213602837616,36.29661334274244
035,3008,857,-81.23300446223466,35.65960049704423
037,3008,305,-79.21500943382536,35.71827869504679
039,3008,42,-84.03272950551322,35.09561182043046
041,3008,35,-76.70725786659847,36.17536536211827
045,3008,491,-81.5357256373236,35.38392597897546
047,3008,341,-78.77558074004811,34.234851120075156
049,3008,843,-77.23772942255255,35.16419909104566
051,3008,2326,-78.9098086748065,35.061143055396
055,3008,170,-75.5882265979569,35.54606178914862
057,3008,1841,-80.19332473683279,35.85089967775555
059,3008,99,-80.49882444031275,35.86841500495672
061,3008,228,-77.91025311775421,35.051282903310536
063,3008,2997,-78.90429827997797,35.99707698305026
065,3008,285,-77.63225569455025,35.88860848425074
067,3008,4408,-80.15678618333881,36.17656427838395
069,3008,472,-78.1822881883645,36.136255845245444
071,3008,867,-81.20175327813469,35.21455984194897
073,3008,59,-76.67174638520264,36.44262045955771
075,3008,46,-83.68889578451522,35.424058284474235
077,3008,449,-78.54982111639849,36.41890869570462
079,3008,114,-77.66178211962199,35.49598086021323
081,3008,4731,-79.71640734168898,36.128919667877476
083,3008,253,-77.81745915329277,36.23386721340355
085,3008,345,-78.79525689370065,35.36091858224715
087,3008,459,-82.88001549801763,35.490157210125005
089,3008,274,-82.44655183750045,35.32561652933582
091,3008,158,-77.08658502272267,36.42845276472289
093,3008,315,-79.14522783612789,34.951337732382505
097,3008,1608,-80.87026130096928,35.78515529739982
099,3008,68,-83.25571073850985,35.41013678390567
101,3008,655,-78.33355100235613,35.54203871640501
105,3008,718,-79.13856631173587,35.437202699820034
107,3008,154,-77.57797523380799,35.31199241243556
109,3008,514,-81.22878877026749,35.48211096189565
111,3008,179,-82.10135309575803,35.619522268707975
113,3008,77,-83.35207486132988,35.17099743363748
115,3008,6,-82.56613338207497,35.817407947581316
117,3008,170,-76.92813074472683,35.786576609362044
119,3008,4632,-80.79028042876078,35.23414276436418
121,3008,145,-82.13504726146539,36.0048523729159
123,3008,37,-79.98756268503907,35.33532460287594
125,3008,680,-79.53637561910004,35.36160808329765
127,3008,401,-78.04877363728582,35.91667324260903
129,3008,1996,-77.89068416043999,34.19569339771498
131,3008,8,-77.72842590751777,36.528697924328604
133,3008,1304,-77.51068515377696,34.75028746082112
135,3008,839,-79.11755458931705,35.982075113537654
137,3008,116,-76.84961946888457,35.03105054059122
139,3008,183,-76.22263858376417,36.269812658116635
141,3008,144,-78.07105230976238,34.6747250963129
143,3008,10,-76.38208409166096,36.22575293090939
145,3008,175,-79.06974484327405,36.337277551857454
147,3008,980,-77.34192075954563,35.48173867953427
151,3008,1033,-79.78815057151135,35.74361267190178
153,3008,166,-79.732343157547,35.07019839389267
155,3008,566,-79.0378324264818,34.670210032919705
157,3008,653,-79.77508088884312,36.41374978403818
159,3008,943,-80.47484057721806,35.65525369058821
161,3008,206,-82.12593684021816,35.49486457865079
163,3008,327,-78.44104055889655,35.038632812586144
165,3008,72,-79.56517084357125,34.81980678237694
167,3008,326,-80.29612700267741,35.3966476141996
169,3008,138,-80.16552703524793,36.386344324580854
171,3008,342,-80.61623631813238,36.44102174057821
173,3008,21,-83.47156979117707,35.433738666392784
175,3008,200,-82.81010836777006,35.220963297864536
177,3008,124,-76.21784115148763,35.907083877694916
179,3008,2067,-80.52250139244877,34.95149072139384
181,3008,446,-78.44151156259281,36.3371736581025
183,3008,9357,-78.64102116229002,35.79847093185767
185,3008,22,-78.23005555364637,36.52051308136398
187,3008,37,-76.76208093247477,35.846731417161834
189,3008,306,-81.71873875633587,36.16392493013144
191,3008,1172,-77.96213471858549,35.31386226791872
193,3008,887,-81.20033072690237,36.24125010706986
195,3008,336,-77.85892495462339,35.71858509324273
197,3008,295,-80.64434343111928,36.13432657402225
001,3009,1046,-79.36915947914541,36.074655210393445
003,3009,89,-81.1067829816226,36.00938220987153
005,3009,50,-81.11983550178972,36.474486288018205
007,3009,230,-80.07711044090235,34.92790651356082
009,3009,142,-81.48857697134858,36.48213759100014
011,3009,51,-81.9102198229733,36.06645522238439
013,3009,480,-76.8549490281638,35.50793678920586
015,3009,44,-77.05439990536541,36.122343859817796
017,3009,58,-78.59931907936989,34.66302403718206
019,3009,290,-78.17588514299588,33.94472748075664
021,3009,1882,-82.65074668690804,35.579706761529884
023,3009,686,-81.6553273626568,35.72399021978163
025,3009,1280,-80.56239258909832,35.393263445494824
027,3009,672,-81.542896226611,35.90629718030847
031,3009,541,-76.3828904469696,34.94660695231136
033,3009,114,-79.41927024288053,36.299721404415536
035,3009,1179,-81.22552477654115,35.68349499992412
037,3009,790,-79.16535892392343,35.755627762442096
039,3009,24,-84.02874303560554,35.10287061638427
041,3009,54,-76.68175772787427,36.15150594001014
045,3009,716,-81.5109594264185,35.26041206099117
047,3009,181,-78.85819926931937,34.30675909329161
049,3009,611,-76.88267103775203,34.96727086595475
051,3009,3018,-78.72963685636364,34.95784437661628
053,3009,648,-75.92445141173904,36.33715070215512
055,3009,115,-75.70708075122482,36.03089244846826
057,3009,735,-80.2220034038311,35.77442539532555
059,3009,105,-80.524459858057,36.00758783103553
061,3009,405,-77.95280821013286,35.008869698020455
063,3009,3063,-78.91524170696465,36.03432668117178
065,3009,368,-77.53667287705544,35.80057395428054
067,3009,3300,-80.25386596837939,36.114328942610584
069,3009,302,-78.27193759451892,36.02359338284723
071,3009,1106,-81.14097278949863,35.27208058426454
073,3009,130,-76.77266632064016,36.43599977415738
075,3009,75,-83.69206017049075,35.4153758353873
077,3009,342,-78.57273816979875,36.36790911239891
079,3009,110,-77.68611729069332,35.455149088631195
081,3009,4252,-79.68355395217053,36.118925068851546
083,3009,424,-77.71384715278386,36.189153416472266
085,3009,658,-78.92772824007447,35.343367024838294
087,3009,791,-82.9377970918736,35.57983141198876
089,3009,944,-82.54314023353541,35.29047958261755
091,3009,37,-77.0499583406245,36.378819032826414
093,3009,344,-79.1958958751701,34.97845525843657
097,3009,1115,-80.83810011735781,35.769811683623104
099,3009,864,-83.32248406177831,35.405485871168516
101,3009,1243,-78.37661899313186,35.51667057424871
103,3009,8,-77.59889508683511,35.07176239197524
105,3009,876,-79.18278629738221,35.41730305094179
107,3009,265,-77.66255466183611,35.154523928387086
109,3009,295,-81.31962482553551,35.47095474796514
111,3009,158,-82.07043670266951,35.555908152608126
113,3009,27,-83.51409552505113,35.1295022158815
115,3009,61,-82.60943508050762,35.807419127218
117,3009,83,-77.21824940029191,35.89587472998535
119,3009,3392,-80.77117545769417,35.20789932485472
121,3009,28,-82.04877253110213,35.91323984607609
123,3009,92,-79.9307092220158,35.4138371570067
125,3009,583,-79.53510363611872,35.36062010309037
127,3009,1021,-77.99907750367971,35.952800199607275
129,3009,2316,-77.89530739927825,34.261101683223025
131,3009,119,-77.7004911546586,36.498576965211534
133,3009,1655,-77.47403350331813,34.69013547456829
135,3009,1313,-79.1241149095582,35.9743557252443
137,3009,29,-76.8828928549347,35.15985792640482
139,3009,80,-76.23776822189386,36.30764659397414
141,3009,270,-78.00299112896784,34.46786020000492
143,3009,36,-76.4268318927671,36.22565575765128
145,3009,303,-79.00653067162993,36.36225598139828
147,3009,1779,-77.33348013806507,35.522707877226885
149,3009,48,-82.21625001326788,35.36962997380405
151,3009,1200,-79.8948006832181,35.789749377915385
153,3009,407,-79.70759223456754,34.902649071412846
155,3009,587,-79.0373907442767,34.60439677444004
157,3009,598,-79.86706149599829,36.38640904450387
159,3009,1088,-80.41097368060146,35.58429258391328
161,3009,276,-81.90381575130401,35.35396261373887
163,3009,171,-78.34185925798279,34.9282981908043
165,3009,63,-79.47423957839604,34.83189060255403
167,3009,778,-80.31351928455048,35.32375715143216
169,3009,61,-80.25548649139314,36.343622320080804
171,3009,398,-80.70029326241468,36.401281907881405
173,3009,90,-83.47206489180849,35.43516675209706
175,3009,235,-82.81811457803744,35.14532817850115
179,3009,1510,-80.53598505733856,35.02253970677457
181,3009,199,-78.40526636295839,36.37119244418279
183,3009,9679,-78.68920161412582,35.75733430982498
185,3009,93,-78.1787954147477,36.39760192666473
187,3009,46,-76.7711513254216,35.83799689878756
189,3009,385,-81.6896122764798,36.255881523917324
191,3009,1658,-78.0324158167749,35.31255807281502
193,3009,475,-81.14136822640626,36.231312634331694
195,3009,663,-77.93700892804549,35.68545428947197
197,3009,377,-80.60937223429056,36.169042446051854
199,3009,5,-82.3446950464072,36.01271437006525
001,3010,1139,-79.46615325182087,36.054479174870416
003,3010,243,-81.15714593335039,35.94141958520505
005,3010,81,-81.12857569259994,36.45115786424562
007,3010,89,-80.14550507514085,35.02006913722848
009,3010,400,-81.43406460813897,36.440254259713086
011,3010,33,-81.99585967721859,36.04427696736099
013,3010,376,-76.8682608434512,35.53673113312763
015,3010,131,-77.1406643011878,36.09206642393566
017,3010,73,-78.71576301440112,34.55850738653239
019,3010,436,-78.35610755062689,34.007271123598294
021,3010,4197,-82.55592656165294,35.608556214739046
023,3010,647,-81.74146575252122,35.68706647449806
025,3010,1062,-80.45189241287245,35.464249073912676
027,3010,423,-81.63993899995826,35.88341024112467
031,3010,141,-76.73879689172914,34.76905346953078
033,3010,145,-79.37111353855192,36.31265159413696
035,3010,960,-81.21477419796521,35.683955545585206
037,3010,367,-79.40522825011085,35.622993806732914
039,3010,6,-83.9662037799024,35.12149001987389
041,3010,75,-76.69349193066387,36.16953436223127
045,3010,1253,-81.49519312310397,35.30083384253617
047,3010,403,-78.8138842859886,34.30869930436007
049,3010,475,-77.19647648567849,35.112619851023574
051,3010,1987,-78.85965866220664,35.11353534005877
053,3010,16,-75.90772778042175,36.325410349064754
055,3010,119,-75.61058363005885,35.52283591856871
057,3010,1199,-80.21718813083895,35.789868731882095
059,3010,116,-80.51359050410203,35.922201703320546
061,3010,732,-77.91732325574117,34.99292477572551
063,3010,2435,-78.87619431713166,35.96761594829432
065,3010,450,-77.6131490695104,35.807019334019756
067,3010,2925,-80.28448361083355,36.117814481067605
069,3010,647,-78.26572647568553,36.052140359510254
071,3010,2030,-81.17291971014748,35.323978185973196
073,3010,102,-76.78631893759525,36.4203287981438
075,3010,36,-83.77408399930535,35.35465622625991
077,3010,579,-78.61286876932955,36.2184463400551
079,3010,51,-77.67802380388166,35.46500309493541
081,3010,3572,-79.78133511955863,36.06196299732695
083,3010,215,-77.54337406589616,36.21598673065361
085,3010,1046,-78.86493204367665,35.349864446806365
087,3010,407,-82.94041036607909,35.52832353326828
089,3010,494,-82.44968262262657,35.332921065387694
091,3010,47,-76.99992191496305,36.297480086549584
093,3010,603,-79.1514366217653,34.976981156781804
097,3010,767,-80.88580851937466,35.800490346364555
099,3010,166,-83.22428843190943,35.36852016703216
101,3010,654,-78.37690854511371,35.54553401021243
103,3010,8,-77.60495060333646,35.06013446192883
105,3010,163,-79.12863255687401,35.413851173336056
107,3010,363,-77.55630096034407,35.28257613972685
109,3010,702,-81.24366630332901,35.478721991815675
111,3010,125,-82.08687890609743,35.62610558024263
113,3010,49,-83.383487244009,35.13598136032614
115,3010,25,-82.55526265331049,35.81284262591368
117,3010,58,-77.22104910777811,35.89918124311978
119,3010,2907,-80.77025384369985,35.19458405139175
121,3010,8,-82.01418781597208,35.88878219676042
123,3010,47,-79.92540930746472,35.40198922872549
125,3010,1155,-79.53843555887985,35.362039587979474
127,3010,756,-78.07262140938205,35.89598394303068
129,3010,2377,-77.8579524222687,34.21230596572273
131,3010,17,-77.3121450455722,36.34865846891196
133,3010,1365,-77.46386681293859,34.669555418882645
135,3010,1329,-79.16561829147287,36.05114354913337
137,3010,6,-76.70520653535752,35.03582181972213
139,3010,91,-76.23196789672595,36.30208630217695
141,3010,580,-78.0333719626255,34.481217797001825
143,3010,72,-76.4737024159967,36.129418128413974
145,3010,430,-79.04575443535292,36.36144288661854
147,3010,1424,-77.37004756856449,35.468449094454826
149,3010,109,-82.23261610847152,35.28259408791623
151,3010,2099,-79.86780829929528,35.71462947614497
153,3010,567,-79.72685047701488,34.93219121341967
155,3010,768,-79.06433176514149,34.67533600119689
157,3010,769,-79.76151882648155,36.39882290764095
159,3010,884,-80.59815405310303,35.55443615603266
161,3010,673,-81.95697638975095,35.39596333050113
163,3010,322,-78.46051916714953,35.054783671700115
165,3010,23,-79.56644569114795,34.817663660770926
167,3010,271,-80.3090767122527,35.361189986053454
169,3010,209,-80.2414581309107,36.329170330430685
171,3010,325,-80.67659177725847,36.34583172184506
173,3010,20,-83.43972717214052,35.43067578063767
175,3010,169,-82.76646106923505,35.219811260371046
177,3010,3,-76.22942580209492,35.915513521112096
179,3010,1759,-80.60774359415169,34.96717849388919
181,3010,561,-78.45952031733074,36.32671775668613
183,3010,6485,-78.61727061178966,35.8266338376585
185,3010,25,-78.16288271418318,36.404805577125444
187,3010,194,-76.76881110282618,35.83213889084172
189,3010,290,-81.76986523952571,36.257355200725954
191,3010,619,-77.99554048695715,35.33141972093131
193,3010,646,-81.16008008871997,36.21236548528742
195,3010,279,-77.84890364683004,35.72341346296969
197,3010,242,-80.5913480719815,36.16060088794311
199,3010,13,-82.3529704342845,35.99541393979632
001,3011,1205,-79.38573885706907,36.004839584976615
003,3011,168,-81.17163589726891,35.882886311983
005,3011,16,-81.12655446828093,36.4529963859958
007,3011,199,-80.08336688621615,34.9316991429168
009,3011,267,-81.52538268333541,36.468612418706385
011,3011,66,-81.9117451622868,36.20296743286619
013,3011,572,-76.9145181104536,35.50171085701141
015,3011,227,-76.99064508025117,36.12682072932776
017,3011,78,-78.77538654404933,34.56659360426938
019,3011,751,-78.42715933520088,34.048129600365094
021,3011,1526,-82.5625331806791,35.59698017909581
023,3011,518,-81.59495605630327,35.71928306918484
025,3011,685,-80.46202411018552,35.47722683782184
027,3011,589,-81.4517835899149,35.97095476406011
029,3011,172,-76.04102905615223,36.2378380021581
031,3011,271,-76.6523971955807,34.76769614037285
033,3011,107,-79.38904852985469,36.37466993266354
035,3011,713,-81.19630219902167,35.65358296867495
037,3011,1517,-79.16645684479259,35.74976231452105
039,3011,17,-83.9333836985668,35.141585831572726
041,3011,22,-76.69062533609991,36.1491923506136
045,3011,925,-81.4938180626793,35.296766238113065
047,3011,222,-78.8405008662295,34.30541413526558
049,3011,332,-77.0815384167848,34.986644890219274
051,3011,2133,-78.68500621772112,34.96138264201609
053,3011,12,-75.89158908951329,36.29487351776316
055,3011,292,-75.69746697901854,35.97322206495551
057,3011,765,-80.19561052237485,35.82089770566065
059,3011,497,-80.49759235335841,35.94252548779649
061,3011,380,-77.83376603837296,34.871601038284496
063,3011,2703,-78.85354639713542,36.049320054889044
065,3011,264,-77.75440944512214,35.98328563395056
067,3011,1539,-80.24074930156533,36.129090113690935
069,3011,82,-78.2724847038727,36.028943385907986
071,3011,1170,-81.15638529210966,35.27856375437473
073,3011,82,-76.89134003211628,36.423379671274176
075,3011,25,-83.80951176885347,35.32145399565039
077,3011,606,-78.58526195301657,36.3325322351729
079,3011,60,-77.6043654575628,35.49641907588045
081,3011,4552,-79.79419606241633,36.14491577769004
083,3011,237,-77.46408244009118,36.17007836394581
085,3011,1008,-78.94030180169281,35.36172335474907
087,3011,805,-82.96358712760518,35.585525504979245
089,3011,409,-82.45913732823016,35.3156769983377
091,3011,351,-76.99187119854572,36.28846188274359
093,3011,671,-79.21192094757309,34.94421829840242
097,3011,829,-80.832210236299,35.78972948210917
099,3011,53,-83.31529239880724,35.45998949325853
101,3011,775,-78.25600836428696,35.4580340328735
103,3011,27,-77.6288286210421,35.04359101133027
105,3011,429,-79.16086462672206,35.428637920510226
107,3011,287,-77.53016460962345,35.35325406191233
109,3011,578,-81.23770996374022,35.50341239188511
111,3011,490,-82.03385889575911,35.62568831619287
113,3011,97,-83.39016604508511,35.13687409435541
115,3011,164,-82.54928038153172,35.81633810125886
117,3011,74,-77.04118926788011,35.80316504867934
119,3011,3942,-80.80847515035055,35.22595420431148
121,3011,35,-81.99893433727003,35.887000780440005
123,3011,47,-79.91079619481411,35.39141811245541
125,3011,540,-79.51530193723549,35.319393018659895
127,3011,643,-78.06090381213862,35.95174978030051
129,3011,1330,-77.90408250191378,34.144594271496004
131,3011,24,-77.42444884335875,36.39579401983397
133,3011,846,-77.5084251019892,34.756136557028825
135,3011,621,-79.17208291622114,36.038054710264774
137,3011,135,-76.71034551754833,35.039727772552666
139,3011,172,-76.21814331558222,36.27784530736152
141,3011,967,-78.05999718731942,34.57348654365968
143,3011,252,-76.32136550621847,36.14568319078164
145,3011,142,-79.09094776111358,36.41535919357809
147,3011,693,-77.39170682164162,35.45346490774843
149,3011,5,-82.23189706431988,35.215118794750914
151,3011,783,-79.88642395369386,35.796908892759255
153,3011,180,-79.6876834319637,35.02957575317038
155,3011,507,-79.01280947172452,34.56438695048725
157,3011,550,-79.86375847142203,36.396741188965365
159,3011,854,-80.56197514190775,35.563692962622994
161,3011,312,-81.9130584372613,35.33121401161736
163,3011,265,-78.4132997182789,35.03712838879797
165,3011,78,-79.43418115501542,34.844572953448846
167,3011,309,-80.25442728924959,35.39665036825213
169,3011,150,-80.18542029944216,36.34387793272098
171,3011,324,-80.72299708294128,36.390828669493494
173,3011,32,-83.43615029166021,35.4327634958406
175,3011,92,-82.76291437314862,35.19883584368847
179,3011,1485,-80.50423466964118,35.0287848519864
181,3011,198,-78.44044979404812,36.38899982554192
183,3011,8145,-78.65218543648582,35.83336283078361
185,3011,52,-78.21397099873248,36.52261771984384
187,3011,52,-76.76176790169325,35.84426495195345
189,3011,215,-81.69680828289967,36.20567501666052
191,3011,632,-78.04422875271115,35.41349391651223
193,3011,742,-81.10506510213881,36.176913846947684
195,3011,265,-77.7822715103243,35.730422909538206
197,3011,341,-80.63905136224983,36.120548400736546
199,3011,150,-82.30895381498156,35.99390321475147
001,3012,802,-79.37067469744316,36.12529653650615
003,3012,449,-81.1947824987404,35.91039572185345
005,3012,39,-81.07748631519887,36.472521963120414
007,3012,170,-80.04841218052523,34.92805501818067
009,3012,473,-81.48499087485712,36.41671774219864
011,3012,184,-81.99936326588212,36.020133077579196
013,3012,259,-76.78249733959635,35.517942406991835
015,3012,137,-76.92339678828885,36.20301747839278
017,3012,80,-78.73817344463559,34.57656858622956
019,3012,456,-78.35982714431972,34.016691059711036
021,3012,2887,-82.46442234589185,35.634498384133096
023,3012,480,-81.65838261790336,35.75930790523288
025,3012,793,-80.52716101310779,35.387413339837465
027,3012,538,-81.58470115791803,35.87514468434459
029,3012,23,-76.04137108857701,36.26045113807039
031,3012,372,-76.95250034701196,34.7547803783163
033,3012,64,-79.39155545484644,36.328581325606756
035,3012,674,-81.20876046834843,35.62321005349551
037,3012,270,-79.37702115649024,35.74751890707689
039,3012,69,-83.94211360834964,35.13280035107349
041,3012,93,-76.68743733281904,36.14072175054122
045,3012,779,-81.52367695614925,35.23231083729077
047,3012,235,-78.76002304483774,34.25076734157377
049,3012,979,-77.05908214752088,35.15480224061258
051,3012,2202,-78.91273218104864,35.007724866028006
053,3012,30,-75.9478641105959,36.3505592168253
055,3012,340,-75.70473333716392,36.08083358854893
057,3012,752,-80.20181451757396,35.79383411770988
059,3012,133,-80.45928961918743,35.82533787368218
061,3012,259,-77.84679485227383,34.91698019615183
063,3012,979,-78.88688779493786,35.99062380895415
065,3012,401,-77.62563907754448,35.79696167483497
067,3012,2511,-80.19666175813573,36.133280964350334
069,3012,247,-78.36361169170404,36.02168539429644
071,3012,1342,-81.1758296132978,35.31997127098899
073,3012,62,-76.66897603915271,36.430662638259165
075,3012,29,-83.68254472630866,35.40720671587377
077,3012,550,-78.62947970221197,36.21617271432542
079,3012,97,-77.62187102835989,35.551537107197625
081,3012,2812,-79.72629344999524,36.10021802052823
083,3012,239,-77.47089961578673,36.22771525094219
085,3012,270,-79.04964876067525,35.3517976922033
087,3012,328,-83.00008528989517,35.509042639304965
089,3012,803,-82.52177609378643,35.33394931469011
091,3012,41,-77.00642134571481,36.31376309804429
093,3012,220,-79.22472135721311,34.936686676501736
097,3012,830,-80.83724857515801,35.82086487508967
099,3012,25,-83.31780010149272,35.39737672986208
101,3012,1695,-78.3178357979414,35.49061692952062
103,3012,10,-77.58338494770166,35.049490900627625
105,3012,333,-79.22151951758012,35.42512843365437
107,3012,332,-77.54548398395323,35.29122598802422
109,3012,366,-81.29802449078554,35.49339588918381
111,3012,162,-82.15132029777011,35.570362285571484
113,3012,166,-83.3732725790628,35.14558814949419
115,3012,7,-82.54767150440814,35.82099481006371
117,3012,101,-77.03368725143287,35.82422320068941
119,3012,3373,-80.81454536937935,35.21600933260577
121,3012,145,-82.05956967763674,35.91814746616904
123,3012,18,-79.90619927159014,35.3862687930061
125,3012,370,-79.49126007548102,35.29735915399866
127,3012,510,-78.01800822276829,35.911312389397175
129,3012,1078,-77.88396571389468,34.20784368033296
131,3012,37,-77.39969336976856,36.39415290989168
133,3012,712,-77.42648092949389,34.75819535224676
135,3012,1770,-79.1177849043497,36.0827354773294
137,3012,3,-76.70722135449654,35.03302268715579
139,3012,133,-76.29992312782896,36.249791340577204
141,3012,257,-78.03286663811369,34.50321595082682
143,3012,95,-76.43645201542373,36.22053728518004
145,3012,191,-79.11287012875005,36.38200042554903
147,3012,1070,-77.33077625855539,35.53193541777885
149,3012,28,-82.21879969809339,35.36661988178436
151,3012,707,-79.87369723521444,35.7758481200455
153,3012,274,-79.66228516133911,34.86155374833182
155,3012,465,-79.05843555804216,34.65573129552592
157,3012,375,-79.72160002719058,36.344373456083105
