alpha,beta,gamma,pop_dif
21.299999999999997,0.9,2.3000000000000003,0.5845961711606044
21.299999999999997,0.9,2.4000000000000004,0.24439108868096976
21.299999999999997,0.9,2.5,0.4927532411038537
19.4,0.9,0,0.31299713685471464
19.4,0.9,0.1,0.28834704026236807
19.4,0.9,0.2,0.11648701995100924
19.4,0.9,0.30000000000000004,0.5173348604721569
19.4,0.9,0.4,0.48850925885513174
19.4,0.9,0.5,0.3929883185530885
19.4,0.9,0.6000000000000001,0.2573022878774518
19.4,0.9,0.7000000000000001,0.274040374023393
19.4,0.9,0.8,0.7993046947219367
19.4,0.9,0.9,0.7941210409930458
19.4,0.9,1,0.5606187257608887
19.4,0.9,1.1,0.442707991585773
19.4,0.9,1.2000000000000002,0.6007783343524372
19.4,0.9,1.3,0.4588704069129819
19.4,0.9,1.4000000000000001,0.3738056059829033
19.4,0.9,1.5,0.5282743763617225
19.4,0.9,1.6,0.2533797630112694
19.4,0.9,1.7000000000000002,0.5659265476315373
19.4,0.9,1.8,0.6032122989609559
19.4,0.9,1.9000000000000001,0.6871736603615957
19.4,0.9,2,0.37970901014574426
19.4,0.9,2.1,0.38300038797974373
19.4,0.9,2.2,0.5121189778614254
19.4,0.9,2.3000000000000003,0.5500562843500078
19.4,0.9,2.4000000000000004,0.2548970147862697
19.4,0.9,2.5,0.7289140744114766
19.5,0.9,0,0.07925022043974173
19.5,0.9,0.1,0.4899888895803853
19.5,0.9,0.2,0.12296630437909026
19.5,0.9,0.30000000000000004,0.6454374032475874
19.5,0.9,0.4,0.8839574329433607
19.5,0.9,0.5,0.3761909027651475
19.5,0.9,0.6000000000000001,0.6287581373593933
19.5,0.9,0.7000000000000001,0.7943160419340635
19.5,0.9,0.8,0.3091965268195123
19.5,0.9,0.9,0.8535393440325519
19.5,0.9,1,0.46968115459265897
19.5,0.9,1.1,0.3271141120057362
19.5,0.9,1.2000000000000002,0.8311152658431
19.5,0.9,1.3,0.23981831397029296
19.5,0.9,1.4000000000000001,0.5232951286410045
19.5,0.9,1.5,0.8158953528895725
19.5,0.9,1.6,0.312460882681498
19.5,0.9,1.7000000000000002,0.31219273197158315
19.5,0.9,1.8,0.5507958658228571
19.5,0.9,1.9000000000000001,0.6671113341741959
19.5,0.9,2,0.7766454126172865
19.5,0.9,2.1,0.6386018344195543
19.5,0.9,2.2,0.2480928411908835
19.5,0.9,2.3000000000000003,0.5583074983090772
19.5,0.9,2.4000000000000004,0.45719401383747127
19.5,0.9,2.5,0.3486661439608353
19.599999999999998,0.9,0,0.2769041791233505
19.599999999999998,0.9,0.1,0.6719540693082836
19.599999999999998,0.9,0.2,0.7860650147237058
19.599999999999998,0.9,0.30000000000000004,0.19062861524031902
19.599999999999998,0.9,0.4,0.6908659005428157
19.599999999999998,0.9,0.5,0.21283864638398647
19.599999999999998,0.9,0.6000000000000001,0.3038400953207989
19.599999999999998,0.9,0.7000000000000001,0.7054634132674119
19.599999999999998,0.9,0.8,0.32929725263607545
19.599999999999998,0.9,0.9,0.33279836379695554
19.599999999999998,0.9,1,0.28244185694096624
19.599999999999998,0.9,1.1,0.4656926615264592
19.599999999999998,0.9,1.2000000000000002,0.9061144205212477
