district,county,population,lat,long
3,13,2239,33.7597212,-111.9796477
3,13,2444,33.7467964,-111.9875678
3,13,2618,33.748082,-111.9690731
3,13,6109,33.7793097,-111.9569306
3,13,2893,33.78911,-111.940537
3,13,3762,33.7556916,-111.9432722
3,13,6892,33.718997,-111.9674434
3,13,4696,33.6916139,-112.1237614
3,13,3102,33.6764202,-112.1192741
3,13,3094,33.6893967,-112.0876317
3,13,4194,33.6727311,-112.0866239
3,13,4213,33.6801526,-112.0417771
3,13,5840,33.6920585,-112.0075852
3,13,5033,33.6732715,-111.9977415
3,13,4714,33.6905962,-111.9784915
3,13,5839,33.6785364,-111.9410953
3,13,3854,33.6851361,-111.9643115
3,13,3838,33.6616059,-112.1067463
3,13,5698,33.6619201,-112.0913975
3,13,5315,33.6617256,-112.0742002
3,13,5865,33.6619108,-112.05707460000001
3,13,4396,33.6625505,-112.0392348
3,13,8,33.6752334,-112.0225055
3,13,6177,33.6638202,-112.0221618
3,13,2275,33.6672757,-112.0073247
3,13,2521,33.6588374,-112.0067861
3,13,3018,33.6580405,-111.9915875
3,13,4938,33.6472713,-112.1073368
3,13,3005,33.6510365,-112.0912816
3,13,5349,33.6437995,-112.0912883
3,13,6858,33.6465683,-112.0756239
3,13,3068,33.6512354,-112.0569397
3,13,3893,33.6439454,-112.0633645
3,13,6078,33.6439834,-112.0547013
3,13,4666,33.6513488,-112.0395987
3,13,4884,33.6440787,-112.0395291
3,13,5561,33.6478148,-112.0221949
3,13,1906,33.6511213,-112.0069569
3,13,3404,33.6515895,-111.9868183
3,13,4774,33.6442985,-111.9867651
3,13,6066,33.6461076,-111.9641098
3,13,1152,33.6461625,-111.6598954
3,13,6334,33.5222009,-111.7981089
4,13,6769,33.5168231,-112.10837
4,13,2726,33.5166642,-112.0868226
4,13,1496,33.5113646,-112.0955281
4,13,2007,33.514994,-112.0954991
4,13,883,33.520407,-112.095454
4,13,3653,33.5165357,-112.0737249
4,13,3332,33.5164792,-112.0606163
4,13,2650,33.5164688,-112.0518734
4,13,4498,33.5165905,-112.0387977
4,13,3307,33.5002341,-111.989341
4,13,3661,33.5088488,-112.0047594
4,13,3196,33.498862,-112.004177
4,13,6054,33.5023624,-112.0215697
4,13,2575,33.5019818,-112.043224
4,13,3612,33.5020379,-112.0345443
4,13,2443,33.4980444,-112.0590439
4,13,6215,33.5042337,-112.0540658
4,13,2073,33.5052989,-112.0708618
4,13,2524,33.4981039,-112.0910106
4,13,5098,33.5054188,-112.0934517
4,13,4379,33.502401,-112.1148406
4,13,4165,33.5059113,-112.1062049
4,13,5677,33.4995459,-112.1073358
4,13,3425,33.5058159,-112.1255929
4,13,5645,33.4985716,-112.125658
4,13,6730,33.4887227,-112.143503
4,13,5239,33.4876853,-112.0915629
4,13,4685,33.4876332,-112.0784972
4,13,3203,33.4875221,-112.0694199
4,13,5003,33.4884762,-112.0600165
4,13,2447,33.4867701,-112.045706
4,13,4052,33.4879934,-112.0356435
4,13,4699,33.4913915,-112.021563
4,13,2257,33.48407,-112.0215206
4,13,3281,33.4878543,-112.0085684
4,13,4203,33.4878069,-111.999838
4,13,4749,33.4875531,-111.9867811
4,13,4660,33.4867355,-111.9673329
4,13,5701,33.474031600000004,-111.9709763
4,13,2150,33.4605544,-111.9738762
4,13,1614,33.453377,-111.974501
4,13,2454,33.4585599,-111.9550359
4,13,5590,33.4729842,-111.9868751
4,13,4405,33.4730969,-112.0085557
4,13,3956,33.4730668,-111.9998735
4,13,2077,33.4685018,-112.0256724
4,13,6317,33.4740014,-112.0199451
4,13,2956,33.4734937,-112.033492
4,13,4569,33.4729911,-112.0429814
4,13,5203,33.4729707,-112.05638
4,13,4964,33.4730347,-112.0739665
4,13,2370,33.4713281,-112.0919831
4,13,3729,33.4731961,-112.1257612
4,13,4363,33.4738048,-112.1394436
4,13,4375,33.4724482,-112.1477014
4,13,5197,33.4696322,-112.1604808
4,13,7063,33.4768981,-112.1602715
4,13,5167,33.4696103,-112.1777424
4,13,2554,33.4642123,-112.1684128
4,13,566,33.4488096,-112.1726249
4,13,5044,33.4171647,-112.1608093
4,13,4680,33.4154524,-112.1952527
4,13,4305,33.4297636,-112.1865363
4,13,3084,33.4639189,-112.1435434
4,13,7359,33.4566702,-112.1430073
4,13,6933,33.4585429,-112.1257204
4,13,4660,33.4585736,-112.0913351
4,13,3531,33.4622221,-112.0739166
4,13,4996,33.4550383,-112.0738751
4,13,2314,33.4551116,-112.0519793
4,13,1706,33.4549798,-112.0607304
4,13,2695,33.4625882,-112.053214
4,13,3915,33.4566793,-112.0388958
4,13,2881,33.4549381,-112.01722
4,13,4543,33.4629086,-112.024112
4,13,3912,33.4620494,-111.9990272
4,13,3988,33.454465,-112.0074119
4,13,6353,33.4619595,-111.9863755
4,13,2082,33.455455,-111.9883493
4,13,3059,33.4388032,-112.0108646
4,13,1527,33.4440704,-112.0389279
4,13,2306,33.4440861,-112.0564579
4,13,3294,33.4477675,-112.0738956
4,13,1075,33.4405135,-112.0737432
4,13,1189,33.4476657,-112.0913092
4,13,2965,33.4403769,-112.0912503
4,13,1778,33.443996,-112.1127649
4,13,2095,33.4439794,-112.10407
4,13,4071,33.4440651,-112.126027
4,13,1988,33.4441453,-112.1431681
4,13,1761,33.4332564,-112.1259049
4,13,4360,33.4260087,-112.1258593
4,13,3459,33.421613,-112.0861386
4,13,2771,33.4289968,-112.0739678
4,13,3227,33.4139109,-112.0014967
4,13,2821,33.412681,-112.0486599
4,13,1995,33.4135508,-112.071221
4,13,3894,33.3993852,-112.142267
4,13,4481,33.3994726,-112.1078245
4,13,6779,33.399502,-112.0906176
4,13,4054,33.3995032,-112.0689754
4,13,3674,33.3994853,-112.0776433
4,13,5860,33.3995851,-112.0559842
4,13,6765,33.3998988,-112.0386208
4,13,4902,33.4001775,-112.0212714
4,13,5126,33.3885879,-111.9874388
4,13,6261,33.3901621,-112.0101981
4,13,3728,33.4000005,-111.9869425
4,13,4394,33.3814323,-111.9862123
4,13,6155,33.3853695,-112.0387139
4,13,5666,33.3850759,-112.0559281
4,13,4953,33.3850011,-112.0732944
4,13,7187,33.3848158,-112.1596188
4,13,6682,33.3848675,-112.1423292
4,13,4338,33.3990267,-112.123348
4,13,6912,33.368726,-112.1508815
4,13,3929,33.343914,-112.1538633
4,13,7130,33.3704076,-112.1257966
4,13,3766,33.3813456,-112.0905365
4,13,4546,33.3886165,-112.0905313
4,13,4942,33.3849779,-112.1077601
4,13,3391,33.3693932,-112.1039783
4,13,5073,33.3671923,-112.2025579
4,13,4567,33.3561252,-112.1789956
4,13,5456,33.3848585,-112.1796425
4,13,5194,33.3678962,-112.0576168
4,13,2730,33.3521509,-111.9899157
4,13,5370,33.3398925,-111.9828966
4,13,2543,33.3559538,-111.974731
4,13,4728,33.3317389,-112.0055579
4,13,2052,33.3298672,-111.9920343
