district,county,population,lat,long
4,49,5777,34.9754856,-76.9489615
4,49,3755,34.8854343,-77.0300814
4,49,2254,34.9371448,-76.9171446
4,49,2428,34.9263389,-76.8707029
4,49,3316,34.8541188,-76.9237308
4,49,5109,34.8607796,-76.8419004
4,49,3873,34.9105699,-76.7705881
4,53,1457,36.331206,-75.8512027
4,53,1486,36.5059811,-75.9583353
4,53,5126,36.4912295,-76.1929992
4,53,3889,36.5230983,-76.1239456
4,53,4721,36.4642796,-76.0285207
4,53,3480,36.389279,-76.0353814
4,53,3568,36.3680438,-75.9270503
4,53,1734,36.1610047,-75.8229294
4,53,2639,36.2072316,-75.8891664
4,55,4462,36.2072464,-75.7893927
4,55,3606,36.071615,-75.734145
4,55,5056,36.0337037,-75.6825545
4,55,4024,36.0154635,-75.717927
4,55,3098,35.9995779,-75.670604
4,55,3182,35.9416216,-75.6248799
4,55,1161,35.8039855,-75.8754044
4,55,4272,35.2630863,-75.5715743
4,55,6394,35.9241693,-75.7032303
4,55,1660,35.840187,-75.6416574
4,65,5084,35.9126355,-77.7834944
4,65,5372,35.9361499,-77.7597316
4,65,4335,35.9538015,-77.7551539
4,65,2417,35.9942385,-77.6905098
4,65,1750,36.0588496,-77.6029528
4,65,3115,35.8984455,-77.4510589
4,65,2062,35.871359,-77.513939
4,65,3125,35.9072465,-77.5221179
4,65,3648,35.9428488,-77.5654632
4,65,4969,35.9004302,-77.5770599
4,65,4019,35.8719468,-77.630910600000007
4,65,3490,35.8439293,-77.7234214
4,65,2878,35.7813774,-77.6847805
4,65,2636,35.7398183,-77.6198311
4,73,4117,36.4300832,-76.6002026
4,73,3476,36.4659822,-76.7196874
4,73,2885,36.4625912,-76.8433522
4,83,2908,36.3950615,-77.5791475
4,83,5164,36.4552388,-77.6411545
4,83,4541,36.4671938,-77.6622825
4,83,3467,36.4389277,-77.6467436
4,83,3813,36.4475685,-77.6822176
4,83,2025,36.4674164,-77.7267197
4,83,3183,36.4312515,-77.7237077
4,83,3636,36.347344,-77.7382321
4,83,1111,36.4135812,-77.8337694
4,83,2468,36.4681732,-77.8480987
4,83,4687,36.2617468,-77.8708368
4,83,1342,36.2495253,-77.6973709
4,83,2764,36.1630097,-77.6398018
4,83,3059,36.2733034,-77.5165168
4,83,1303,36.1532403,-77.4458717
4,83,3151,36.1077798,-77.3963482
4,91,3483,36.3935629,-77.0849635
4,91,3235,36.4801933,-77.0148701
4,91,2182,36.3048813,-76.8205937
4,91,1650,36.3793517,-76.9584299
4,91,2633,36.3069898,-77.1045622
4,91,3362,36.270387,-77.0085834
4,91,3792,36.2810438,-76.9380357
4,91,1215,36.405067,-76.9591268
4,95,2305,35.5791213,-76.0944931
4,95,2284,35.525057,-76.3981415
4,117,3749,35.7916489,-76.9186496
4,117,4168,35.8202491,-77.0745071
4,117,3790,35.8674648,-77.0867785
4,117,2239,35.9708261,-77.2610682
4,117,5272,35.7806152,-77.1055376
4,117,2813,35.825916,-77.2570433
4,131,1442,36.4886841,-77.3079479
4,131,1432,36.4260799,-77.3053634
4,131,1647,36.4689417,-77.1672906
4,131,1043,36.2710606,-77.2553291
4,131,2115,36.3486993,-77.3558412
4,131,1825,36.3861658,-77.5257361
4,131,1644,36.4907549,-77.4732693
4,131,1193,36.3554687,-77.3884809
4,131,3592,36.5244454,-77.6949271
4,131,1538,36.5283363,-77.8409265
4,137,3062,35.1160788,-76.8966045
4,137,2491,35.1740972,-76.7956895
4,137,1094,35.2455578,-76.6113935
4,137,2134,35.1140025,-76.6255826
4,137,1632,35.0117459,-76.770677
4,137,1863,35.0642214,-76.7961341
4,139,1415,36.3043233,-76.217468
4,139,4261,36.2835326,-76.2092308
4,139,2661,36.2894662,-76.2315275
4,139,4144,36.3059235,-76.2368877
4,139,3341,36.3749436,-76.2769892
4,139,5615,36.3339503,-76.2789542
4,139,2520,36.3863295,-76.3966757
4,139,7412,36.2717213,-76.2946332
4,139,6131,36.2469552,-76.1925292
4,139,3068,36.1860305,-76.1142297
4,143,3575,36.2992103,-76.4512337
4,143,3122,36.1549441,-76.269708
4,143,2654,36.1708237,-76.5236227
4,143,3654,36.0946746,-76.3650786
4,147,2265,35.6110461,-77.3697016
4,147,1982,35.5987462,-77.3761332
4,147,4185,35.6109554,-77.3426276
4,147,2556,35.5973186,-77.3460413
4,147,3061,35.5805221,-77.3519428
4,147,2307,35.5991607,-77.3278612
4,147,5083,35.585689,-77.3307353
4,147,5208,35.5971553,-77.3643492
4,147,6457,35.5710281,-77.3829534
4,147,4362,35.5700313,-77.3663994
