district,county,population,lat,long
2,510,3340,39.3310485,-76.6598579
2,510,3575,39.3378526,-76.6661876
2,510,1746,39.2980892,-76.6363266
2,510,1892,39.298715,-76.6408488
2,510,1039,39.2985728,-76.6444023
2,510,1612,39.2980135,-76.6481402
2,510,3665,39.2994113,-76.655509
2,510,2557,39.2967497,-76.6640074
2,510,4276,39.3020563,-76.6686304
2,510,3020,39.298094,-76.6840558
2,510,2617,39.3002221,-76.6796308
2,510,1520,39.2971188,-76.6227994
2,510,2917,39.3011752,-76.6257103
2,510,1696,39.2974131,-76.6305876
2,510,1777,39.2873082,-76.6329977
2,510,1626,39.2912223,-76.6418544
2,510,1706,39.2851695,-76.6401802
2,510,1852,39.284217,-76.644491
2,510,1427,39.2909656,-76.6478189
2,510,2126,39.2908711,-76.6588488
2,510,1073,39.2839924,-76.6481864
2,510,1125,39.2856222,-76.6558429
2,510,2254,39.280538,-76.654003
2,510,2325,39.284012,-76.6637324
2,510,3910,39.2900137,-76.6807033
2,510,1038,39.2847467,-76.6755998
2,510,1987,39.2801762,-76.6793608
2,510,2177,39.2766193,-76.6265676
2,510,3012,39.2775819,-76.6395975
2,510,5008,39.2827739,-76.6139104
2,510,2424,39.2758115,-76.6170686
2,510,2172,39.2740126,-76.6134847
2,510,3269,39.2736267,-76.60028
2,510,2251,39.2758588,-76.6105163
2,510,3874,39.2771141,-76.7003721
2,510,2860,39.2773395,-76.6901916
2,510,3770,39.2687004,-76.6776588
2,510,2671,39.2660587,-76.6622617
2,510,2116,39.268254,-76.6482592
2,510,3084,39.2935829,-76.5708757
2,510,2149,39.2829568,-76.570055
2,510,3817,39.369193,-76.591257
2,510,4647,39.3614244,-76.5928428
2,510,2654,39.3686599,-76.6045879
2,510,4565,39.3596241,-76.6033509
2,510,3808,39.34997,-76.594983
2,510,3794,39.3509521,-76.5843196
2,510,4168,39.3426876,-76.5900973
2,510,2033,39.3430254,-76.6050586
2,510,3899,39.3504128,-76.604392
2,510,2578,39.3498089,-76.616306
2,510,4047,39.3451675,-76.620233
2,510,6121,39.3637054,-76.6203629
2,510,2660,39.362828,-76.6395253
2,510,3740,39.3468547,-76.6336391
2,510,4682,39.3642233,-76.661476
2,510,883,39.3534054,-76.6448877
2,510,3745,39.3432051,-76.6655877
2,510,4523,39.351553,-76.6693332
2,510,2654,39.3477502,-76.6834693
2,510,2199,39.3446843,-76.677069
2,510,3473,39.3556338,-76.6821514
2,510,5990,39.3633286,-76.6854724
2,510,3772,39.368612,-76.6890444
2,510,3451,39.3686872,-76.7010065
2,510,3761,39.3566463,-76.6965328
2,510,4336,39.3636968,-76.7064881
2,510,2927,39.3516279,-76.6998407
2,510,5421,39.3411885,-76.7000831
2,510,3965,39.3274111,-76.7016139
2,510,3672,39.3106632,-76.7022121
2,510,2121,39.3179241,-76.6935132
2,510,3393,39.2970477,-76.7022192
2,510,1456,39.2992263,-76.6903724
2,510,4816,39.2859905,-76.7033384
2,510,2708,39.2878046,-76.6917566
2,510,1941,39.2951239,-76.6029382
2,510,2951,39.2916116,-76.6329627
3,3,6854,39.0477861,-76.5998868
3,3,4465,38.9957146,-76.6908109
3,3,5881,39.0084143,-76.6922957
3,3,6651,39.0112905,-76.669753
3,3,8244,39.0316327,-76.6666917
3,3,4400,39.0209496,-76.6838414
3,3,5799,38.9721265,-76.6535183
3,3,7373,38.9765291,-76.5659981
3,3,4108,39.0169711,-76.5514142
3,3,2311,39.1557034,-76.5598068
3,3,12283,39.1801207,-76.5569878
3,3,7019,39.1441049,-76.5779693
3,3,2345,39.1384252,-76.5940617
3,3,3398,39.1522873,-76.5929712
3,3,3309,39.1537232,-76.6069748
3,3,5469,39.1542757,-76.6314101
3,3,4085,39.1460527,-76.6250808
3,3,2421,39.1434626,-76.6110432
3,3,4274,39.1294004,-76.6049714
3,3,2549,39.1358095,-76.6207338
3,3,5076,39.1172646,-76.6126917
3,3,3554,39.1217611,-76.6231698
3,3,1552,39.1389062,-76.6299532
3,3,2245,39.1302015,-76.6275732
3,3,1604,39.1246253,-76.635292
3,3,3091,39.1308179,-76.6354304
3,3,7052,39.0992558,-76.6125962
3,3,3292,39.104881,-76.5850585
3,3,2877,39.0860093,-76.5626359
3,3,5066,39.0876124,-76.5854594
3,3,2784,39.0533281,-76.5366194
3,3,4662,39.0728244,-76.5674308
3,3,2435,39.033487,-76.5202821
3,3,4557,39.0574102,-76.496011
3,3,3504,39.0688644,-76.5027325
3,3,6619,39.066175200000004,-76.5238577
3,3,4283,39.1022306,-76.5149391
3,3,3360,39.0873767,-76.4791077
3,3,3323,39.0921257,-76.5467396
3,3,3927,39.1055529,-76.5518689
3,3,5587,39.1279202,-76.569685
3,3,2130,39.1138104,-76.5366071
3,3,6474,39.144659,-76.4656159
3,3,6687,39.1270648,-76.5071026
3,3,3567,39.1650148,-76.5098833
3,3,5345,39.1516841,-76.5196043
3,3,5272,39.1448788,-76.5344405
3,3,4837,39.1357913,-76.5436027
3,3,3255,39.1361759,-76.5592936
3,3,9197,39.1451374,-76.7129445
3,3,9010,39.129525,-76.715048
3,3,4324,39.119983,-76.7014493
3,3,3723,39.148391,-76.7621355
3,3,3732,39.1587777,-76.7305153
3,3,5992,39.1441698,-76.7398165
3,3,6655,39.1210437,-76.6670415
3,3,4046,39.1421509,-76.6497823
3,3,3557,39.1424176,-76.6397409
3,3,4727,39.1182004,-76.6908605
3,3,6628,39.0898801,-76.6930797
3,3,10915,39.1063011,-76.7124403
3,3,3937,39.1356891,-76.7765632
3,3,5764,39.104748,-76.8168921
3,3,5331,39.1141421,-76.8015595
3,3,5432,39.122717,-76.7570794
3,3,2975,39.1185801,-76.7350879
3,3,2785,39.065069,-76.7566355
3,3,6270,39.0696139,-76.7150188
3,3,5771,39.0560258,-76.7033716
3,3,6959,39.0333668,-76.7189496
3,3,4709,39.0673318,-76.663831
3,3,7748,39.0719725,-76.693703
3,3,2686,39.0962163,-76.6543558
3,3,4780,39.2242942,-76.6079995
3,3,2753,39.2313057,-76.6189363
3,3,3327,39.2149366,-76.6338246
3,3,5338,39.2154046,-76.6054141
3,3,2761,39.2212465,-76.6510054
3,3,4255,39.2050248,-76.649372
3,3,5827,39.1838052,-76.6424084
3,3,7293,39.1972717,-76.6244171
3,3,3971,39.1815368,-76.622678
3,3,3353,39.1668253,-76.6285625
3,3,3997,39.1675862,-76.6121915
3,3,4227,39.192501300000004,-76.5947761
3,3,5766,39.1734342,-76.5928562
3,3,5321,39.1924169,-76.6953868
3,3,4414,39.1491532,-76.6739339
3,3,8062,39.0920737,-76.8005806
3,3,5392,38.9946575,-76.600476
3,3,3022,39.0180009,-76.6333087
3,5,4638,39.2673208,-76.7073699
3,5,5987,39.2513184,-76.7293575
3,5,2863,39.2543871,-76.7516836
3,5,2132,39.2786877,-76.7494396
3,5,2325,39.2723515,-76.7444264
3,5,1630,39.261063300000004,-76.7725829
3,5,6732,39.2777485,-76.7754851
3,5,1593,39.3270886,-76.8184311
3,5,4898,39.2372882,-76.6455359
3,5,2842,39.2368901,-76.6372341
3,5,3000,39.2468121,-76.6548772
3,5,5998,39.236784,-76.6582815
3,5,4398,39.2463617,-76.678178
3,5,2690,39.2295654,-76.7050578
3,5,5116,39.2411073,-76.702365
3,5,3749,39.2524268,-76.6984755
3,5,5702,39.262105,-76.6942579
3,5,4383,39.2571862,-76.711824
3,5,6,39.2276652,-76.6816917
3,27,6036,39.2069909,-76.7716912
3,27,6605,39.2256652,-76.7612222
3,27,5187,39.2231108,-76.8008117
3,27,5076,39.1897017,-76.7864024
3,27,3920,39.2020103,-76.7863987
3,27,9282,39.1784051,-76.7637098
3,27,7744,39.191697,-76.7426225
3,27,4932,39.213249,-76.729699
3,27,4353,39.2041063,-76.7179799
3,27,9126,39.3089929,-76.8371215
3,27,4114,39.2900228,-76.8721238
3,27,5730,39.2856713,-76.8401195
3,27,6876,39.2398364,-76.82262
3,27,4287,39.2603294,-76.8741345
3,27,5126,39.2544343,-76.8571204
3,27,3998,39.2618893,-76.8412902
3,27,5509,39.2621303,-76.8313748
3,27,8281,39.2934994,-76.8071838
3,27,5929,39.2492104,-76.7826703
3,27,6657,39.2612909,-76.8076873
3,27,4944,39.2828046,-76.7962154
3,27,6883,39.3279761,-76.8942412
3,27,5263,39.2331471,-76.8561881
3,27,4304,39.2205423,-76.872014
3,27,4483,39.2156031,-76.8611179
3,27,6287,39.2276657,-76.880009
3,27,2923,39.2233722,-76.8348517
3,27,7995,39.2087944,-76.8447419
3,27,4593,39.2032305,-76.8267285
3,27,5301,39.2089041,-76.8102202
3,27,4491,39.220481,-76.8194129
3,27,2682,39.1845223,-76.854749
3,27,6606,39.192121,-76.8397777
3,27,5431,39.1925079,-76.8022016
3,27,6328,39.1765117,-76.8246671
3,27,3229,39.160493,-76.8389402
3,27,7291,39.1514751,-76.7947026
3,27,7553,39.1372261,-76.8231905
3,33,2592,38.9947113,-76.7251021
3,33,3952,38.9981639,-76.7514702
3,33,7030,39.0107193,-76.7682859
3,510,1617,39.2643329,-76.6193615
3,510,3868,39.2650952,-76.587445399999993
3,510,2723,39.2647359,-76.5991303
3,510,1640,39.2451631,-76.6164269
3,510,3853,39.2471578,-76.6271723
3,510,4983,39.2506457,-76.6403025
3,510,2003,39.253797,-76.6279535
3,510,2048,39.2623356,-76.6349462
3,510,3597,39.2367295,-76.6066394
3,510,4717,39.2307268,-76.6015251
3,510,5142,39.2176239,-76.5823444
3,510,23,39.2368421,-76.574832
3,510,5080,39.2583782,-76.5496645
4,27,4442,39.2691871,-77.0473388
4,31,4570,39.2286822,-77.1626524
4,31,5492,39.2251306,-77.1154936
4,31,5486,39.1893001,-77.17381
4,31,6406,39.1753881,-77.1631963
4,31,5708,39.2473445,-77.1784846
4,31,4451,39.233428,-77.221281
4,31,9416,39.224043,-77.2461554
4,31,7833,39.1703788,-77.2864135
4,31,6221,39.1979284,-77.2779343
4,31,5807,39.1881087,-77.2703189
4,31,6962,39.1826275,-77.283306
4,31,3713,39.1946701,-77.2570537
4,31,3839,39.209673,-77.2613337
4,31,6725,39.0887088,-77.3117792
4,31,4192,39.0958132,-77.2439621
4,31,5800,39.0580546,-77.2582656
4,31,1938,39.1387592,-77.2520748
4,31,6636,39.1409496,-77.2979604
4,31,5624,39.1532437,-77.2653454
4,31,2895,39.0993888,-77.2599373
4,31,4573,39.1126374,-77.2504363
4,31,2546,39.09442,-77.2254127
4,31,5093,39.0890223,-77.2263638
4,31,4691,39.1538746,-77.2356765
4,31,6718,39.1446487,-77.156163
4,31,6733,39.1342913,-77.1658884
4,31,6081,39.1570998,-77.2011707
4,31,6117,39.1728726,-77.1862379
4,31,5487,39.1146622,-77.1823146
4,31,3150,39.1493064,-77.1778676
4,31,3200,39.1632023,-77.205747
4,31,3756,39.1471102,-77.2025986
4,31,3279,39.1396063,-77.2078144
4,31,6270,39.1450647,-77.1884889
4,31,3149,39.1489719,-77.185443
4,31,1793,39.1376131,-77.1877298
4,31,2043,39.1271568,-77.1761624
4,31,2579,39.1562999,-77.1725951
4,31,5343,39.1602733,-77.1763166
4,31,4261,39.1334282,-77.1966015
4,31,3361,39.125288,-77.1930288
4,31,5480,39.1602123,-77.2187548
4,31,5277,39.1885123,-77.2051429
4,31,5010,39.1817227,-77.1938227
4,31,4669,39.1698064,-77.1993066
4,31,6353,39.1729704,-77.2135046
4,31,8255,39.1616006,-77.2672574
4,31,6624,39.1798565,-77.2556386
4,31,6585,39.166638,-77.248836
4,31,3097,39.1446815,-77.2296841
4,31,1771,39.138353,-77.2271642
4,31,3509,39.1335903,-77.2359227
4,31,2872,39.1194939,-77.2453973
4,31,5822,39.1174039,-77.2340947
4,31,2258,39.1085173,-77.2239047
4,31,3498,39.1269866,-77.2211774
4,31,2376,39.1851226,-77.2448532
4,31,3206,39.1700922,-77.2386096
4,31,4600,39.1800898,-77.2275649
4,31,5105,39.1886162,-77.2317358
4,31,4388,39.1980942,-77.2273849
4,31,1521,39.1044461,-77.214609
4,31,7443,39.125196,-77.210064
4,31,4720,39.1034094,-77.2024124
4,31,4931,39.1151984,-77.1998813
4,31,5213,39.0865869,-77.1522375
4,31,3816,39.0896147,-77.1442283
4,31,2377,39.0963997,-77.1278026
4,31,4141,39.0656133,-77.1290436
4,31,4149,39.0573474,-77.1311847
4,31,5503,39.0639542,-77.1398562
4,31,4089,39.0630609,-77.1661876
4,31,5301,39.0986188,-77.1659654
4,31,3281,39.083326,-77.1673715
4,31,5550,39.0802814,-77.182253
4,31,3129,39.0987809,-77.1865835
4,31,4705,39.0801609,-77.1194308
4,31,6167,39.0723414,-77.1243447
4,31,6144,39.0498578,-77.0957459
4,31,2785,39.0386325,-77.1001237
4,31,7090,39.0418495,-77.1354132
4,31,6579,39.0497416,-77.1676408
4,31,3977,39.0628456,-77.1836415
4,31,6350,39.1090766,-77.1540952
4,31,2723,39.1206316,-77.1290395
4,31,3718,39.0295353,-77.0984854
4,31,4662,39.0295371,-77.116226
4,31,5986,39.0478603,-77.1158425
4,31,3050,39.05568,-77.1197203
4,31,3879,39.0593842,-77.1095765
4,31,3970,39.0686855,-77.2056504
4,31,4491,39.087633,-77.2037745
4,31,3784,39.0393872,-77.1168941
4,31,3158,39.0325195,-77.1111259
4,31,3789,39.107439,-77.0989671
4,31,6045,39.169024,-77.0758148
4,31,3000,39.1388468,-77.0958669
4,31,4598,39.1611045,-77.1120004
4,31,4234,39.1321116,-77.0607673
4,31,6458,39.1527986,-77.0801289
4,31,3785,39.1351468,-77.0777344
4,31,2885,39.147117,-77.0606903
4,31,4394,39.1585226,-77.0527544
4,31,4494,39.1984774,-77.0496568
4,31,7546,39.080826,-77.092528
4,31,5780,39.0951706,-77.0938453
4,31,3951,39.0724469,-77.0546839
4,31,6321,39.0891297,-77.0755351
4,31,7345,39.0850135,-77.0677793
4,31,3357,39.0846638,-77.0540058
4,31,3889,39.0976145,-77.0705409
4,31,1963,39.1071892,-77.071024
4,31,3363,39.1059788,-77.0631981
4,31,5055,39.0960373,-77.0511748
4,31,4694,39.1089671,-77.0469507
4,31,5064,39.0700877,-77.0936023
4,31,4446,39.0736794,-77.0819211
