,district,county,population,lat,long
0,0,37.0,4945.0,33.44640116763285,-94.04877129082125
1,0,37.0,3883.0,33.4090690719457,-94.07142993665158
2,0,37.0,2911.0,33.42728367577092,-94.05553467885463
3,0,37.0,2049.0,33.43666852692308,-94.06656334807693
4,0,37.0,4644.0,33.452903292682926,-94.06784564552845
5,0,37.0,4500.0,33.43861985584416,-94.08476925194805
6,0,37.0,3231.0,33.47088574886364,-94.07440708522728
7,0,37.0,4307.0,33.48082461,-94.09064431333333
8,0,37.0,3037.0,33.445452425316454,-94.12085022025316
9,0,37.0,5144.0,33.46822863203884,-94.12390599320388
10,0,37.0,3145.0,33.42301570526316,-94.13549252105263
11,0,37.0,4639.0,33.42827767945205,-94.11191963424658
12,0,37.0,3616.0,33.391697297058826,-94.1170055485294
13,0,37.0,3130.0,33.391165997826086,-94.07392982717391
14,0,37.0,3832.0,33.51379383949045,-94.1165962866242
15,0,37.0,2557.0,33.45310441025641,-94.17821885384615
16,0,37.0,2967.0,33.46896935,-94.26603124680851
17,0,37.0,2220.0,33.46283886677116,-94.30553150438871
18,0,37.0,2118.0,33.3255050203125,-94.30016873359375
19,0,37.0,3475.0,33.34296529473684,-94.12001913508772
20,0,37.0,4525.0,33.3722627986014,-94.3061969006993
21,0,37.0,7870.0,33.45747667979798,-94.45751381717172
22,0,37.0,2789.0,33.487970266871166,-94.41713073619631
23,0,37.0,2629.0,33.491930340414505,-94.64033540673574
24,0,37.0,2387.0,33.564326919417475,-94.59820469805825
25,0,37.0,2343.0,33.34989158650307,-94.57242107116565
26,0,63.0,3611.0,32.94792595865385,-94.92325830865384
27,0,63.0,4093.0,33.00521483888889,-95.05682656623932
28,0,63.0,4760.0,32.99628690883978,-94.96661429668508
29,0,67.0,3799.0,33.16397226311111,-94.09022428444445
30,0,67.0,2434.0,33.19421292016129,-94.20512188870968
31,0,67.0,2496.0,33.188091976951675,-94.46198385241635
32,0,67.0,1632.0,33.154983681609195,-94.15562438275862
33,0,67.0,5175.0,33.118952284415585,-94.16959753030304
34,0,67.0,2665.0,32.99973734387097,-94.1408405483871
35,0,67.0,1827.0,32.97150206432749,-94.29593623976608
36,0,67.0,3334.0,33.02009754931034,-94.3777893675862
37,0,67.0,5092.0,32.98112100911764,-94.59732071852942
38,0,119.0,3001.0,33.40364273615635,-95.69113139120522
39,0,119.0,2229.0,33.37110542613637,-95.68769895568182
40,0,159.0,3207.0,33.08503463836207,-95.20406758189655
41,0,159.0,2171.0,33.26011324652778,-95.22923370138889
42,0,159.0,2443.0,33.17973017777778,-95.22379511481482
43,0,159.0,2538.0,33.008405728484846,-95.22839744424242
44,0,183.0,3502.0,32.515821453225804,-94.71079768709677
45,0,183.0,3602.0,32.548734022727274,-94.72007762424242
46,0,183.0,5698.0,32.52230047,-94.72913012333333
47,0,183.0,3807.0,32.55540057014925,-94.75006734776119
48,0,183.0,3343.0,32.518273186363636,-94.74571166363637
49,0,183.0,5206.0,32.52399300958904,-94.76588874109589
50,0,183.0,4725.0,32.509248434328356,-94.76535561343283
51,0,183.0,4633.0,32.53902315890411,-94.78126247671233
52,0,183.0,3820.0,32.55019848113208,-94.77889396226415
53,0,183.0,5427.0,32.530998868333334,-94.799116515
54,0,183.0,6720.0,32.519009991666664,-94.80842365119048
55,0,183.0,3123.0,32.4991663637931,-94.7849579387931
56,0,183.0,2546.0,32.50617006,-94.73141699222222
57,0,183.0,3563.0,32.49372539090909,-94.7284580973262
58,0,183.0,2604.0,32.47928405555555,-94.72166835061728
59,0,183.0,4142.0,32.477697394949494,-94.73750336262626
60,0,183.0,3672.0,32.468857092727276,-94.74476856424242
61,0,183.0,4813.0,32.46279359821428,-94.71493234375001
62,0,183.0,6396.0,32.59198515277778,-94.77713442833334
63,0,183.0,4069.0,32.52432329299611,-94.93036449610895
64,0,183.0,3619.0,32.54577741343284,-94.89326426417911
65,0,183.0,5350.0,32.55154675517241,-94.81513214310345
66,0,183.0,5388.0,32.51961583076923,-94.84118366239316
67,0,183.0,3531.0,32.41784368860104,-94.88692110051814
68,0,183.0,5325.0,32.44156299583334,-94.93987259583334
69,0,183.0,2492.0,32.38208123188406,-94.63290078695653
70,0,183.0,2675.0,32.40076431235955,-94.75031969550562
71,0,183.0,5827.0,32.39053113705882,-94.84415405529411
72,0,183.0,4569.0,32.388730606072876,-94.87685675263158
73,0,183.0,52.0,32.38017454285714,-94.7120808
74,0,203.0,4523.0,32.43760254525547,-94.2217083540146
75,0,203.0,3543.0,32.59686200238095,-94.23390045793651
76,0,203.0,1460.0,32.63762348454546,-94.11159978727272
77,0,203.0,3854.0,32.46719857931034,-94.07238740574712
78,0,203.0,3552.0,32.699270111627904,-94.61642355174419
79,0,203.0,3758.0,32.638452596815284,-94.4062318643312
80,0,203.0,4403.0,32.541528196330276,-94.32606973119266
81,0,203.0,3245.0,32.565071252401744,-94.35993671484717
82,0,203.0,4417.0,32.552768297777774,-94.38556895555556
83,0,203.0,4793.0,32.53359993363229,-94.38494622690583
84,0,203.0,3003.0,32.54033594381443,-94.35908460927836
85,0,203.0,4818.0,32.50960117629629,-94.3638762111111
86,0,203.0,7247.0,32.4922017224,-94.5949141696
87,0,203.0,3927.0,32.4562950546875,-94.523328809375
88,0,203.0,6323.0,32.52675965181818,-94.58004087727272
89,0,203.0,5973.0,32.53220863246753,-94.68297324415585
90,0,223.0,3075.0,33.28434944204545,-95.51152776931818
91,0,223.0,4493.0,33.12055106118881,-95.78793571538462
92,0,223.0,2778.0,33.188495633742335,-95.61443168711656
