alpha,beta,gamma,pop_dif
16.3,0.9,0.4,0.17404864216500346
16.3,0.9,0.5,0.39362961224455584
16.3,0.9,0.6000000000000001,0.8472646020037962
16.3,0.9,0.7000000000000001,0.4790340440179323
16.3,0.9,0.8,0.43874988887681626
16.3,0.9,0.9,0.3069232270248281
16.3,0.9,1,0.2842632770791691
16.3,0.9,1.1,0.8555075593952484
16.3,0.9,1.2000000000000002,0.8346363637486277
16.3,0.9,1.3,0.6530973739706067
16.3,0.9,1.4000000000000001,0.6967527919813843
16.3,0.9,1.5,0.8293442926268608
16.3,0.9,1.6,0.57284600598637
16.3,0.9,1.7000000000000002,0.7903260618593959
16.3,0.9,1.8,0.5475445714797853
16.3,0.9,1.9000000000000001,0.868768228188954
16.3,0.9,2,0.8718274829736014
16.3,0.9,2.1,0.7359442202811156
16.3,0.9,2.2,0.45089061937004776
16.3,0.9,2.3000000000000003,0.6730535799920832
16.3,0.9,2.4000000000000004,0.37039940580004266
16.3,0.9,2.5,0.5734172277370078
16.4,0.9,0,0.3720456665870401
16.4,0.9,0.1,0.1298102346579983
16.4,0.9,0.2,0.46998780552462754
16.4,0.9,0.30000000000000004,0.1633405907495698
16.4,0.9,0.4,0.043474521002988695
16.4,0.9,0.5,0.40336219288106456
16.4,0.9,0.6000000000000001,0.8575864710680488
16.4,0.9,0.7000000000000001,0.4818247347359308
16.4,0.9,0.8,0.8967350602783318
16.4,0.9,0.9,0.31806344696969696
16.4,0.9,1,0.42264960556528575
16.4,0.9,1.1,0.7447227255388137
16.4,0.9,1.2000000000000002,0.4588485450080978
16.4,0.9,1.3,0.8805199301940893
16.4,0.9,1.4000000000000001,0.566298071031004
16.4,0.9,1.5,0.8129041888235843
16.4,0.9,1.6,0.6877611189012333
16.4,0.9,1.7000000000000002,0.8347915077813509
16.4,0.9,1.8,0.5788700350744146
16.4,0.9,1.9000000000000001,0.7485544209289234
16.4,0.9,2,0.6822295511904665
16.4,0.9,2.1,0.24405685590487022
16.4,0.9,2.2,0.2888019886331444
16.4,0.9,2.3000000000000003,0.6866546449234163
16.4,0.9,2.4000000000000004,0.2172287177294257
16.4,0.9,2.5,0.4959637833243717
16.5,0.9,0,0.07315138301505161
-1,-1,NA,-1
16.5,0.9,0.2,0.3171276590147374
16.5,0.9,0.30000000000000004,0.07535454848192849
16.5,0.9,0.4,0.10389774950691542
16.5,0.9,0.5,0.8456765535368735
16.5,0.9,0.6000000000000001,0.6253149633989366
16.5,0.9,0.7000000000000001,0.38609410554786255
16.5,0.9,0.8,0.7133186599160134
16.5,0.9,0.9,0.46957859896264303
16.5,0.9,1,0.23227961868883162
16.5,0.9,1.1,0.6285319374693983
16.5,0.9,1.2000000000000002,0.5398248973508649
16.5,0.9,1.3,0.6457480705149257
16.5,0.9,1.4000000000000001,0.3826581161815438
16.5,0.9,1.5,0.5821068857764634
16.5,0.9,1.6,0.8503465949355717
16.5,0.9,1.7000000000000002,0.7828534502038108
16.5,0.9,1.8,0.5546086103675855
16.5,0.9,1.9000000000000001,0.7003259185943411
16.5,0.9,2,0.4789746480637635
16.5,0.9,2.1,0.7240660232786217
16.5,0.9,2.2,0.28883519402328767
16.5,0.9,2.3000000000000003,0.6220192480865818
16.5,0.9,2.4000000000000004,0.36342857142857143
16.5,0.9,2.5,0.38704742237906314
-1,-1,NA,-1
16.6,0.9,0.1,0.12736662712575564
16.6,0.9,0.2,0.5005720992834239
16.6,0.9,0.30000000000000004,0.1776014688493119
16.6,0.9,0.4,0.30382701385828537
16.6,0.9,0.5,0.5254601687189133
16.6,0.9,0.6000000000000001,0.24789514187650677
16.6,0.9,0.7000000000000001,0.7222488709377743
16.6,0.9,0.8,0.7712549971237836
16.6,0.9,0.9,0.7842732147619744
16.6,0.9,1,0.7605251970794209
16.6,0.9,1.1,0.5340720470144902
16.6,0.9,1.2000000000000002,0.5775914862495264
16.6,0.9,1.3,0.6551992722092818
