tract_new,county,pop100,intptlat,intptlon,tract
031970305,031,1682,34.7206525,-76.668795,970305
031970401,031,1834,34.7292352,-76.7555858,970401
031970402,031,1412,34.7239933,-76.7087383,970402
031970403,031,1079,34.719317,-76.7147695,970403
031970501,031,2619,34.7487586,-76.8065393,970501
031970502,031,2083,34.7517653,-76.7387561,970502
031970503,031,2074,34.7349302,-76.7495272,970503
031970504,031,2053,34.750188,-76.7110611,970504
031970601,031,1139,34.7234135,-76.9183102,970601
031970602,031,1159,34.7298329,-76.8784489,970602
031970603,031,1568,34.7402425,-76.8587875,970603
031970606,031,3471,34.7305875,-76.8143349,970606
031970701,031,1127,34.7480559,-76.91659,970701
031970702,031,3708,34.7975248,-76.9048924,970702
031970703,031,5068,34.7901045,-76.863669,970703
031970704,031,2244,34.8154007,-76.780685,970704
031970801,031,3005,34.7674184,-77.1097582,970801
031970804,031,3979,34.7261934,-77.0116721,970804
031970805,031,1698,34.7817392,-77.0184797,970805
031970806,031,3752,34.6851343,-77.0891914,970806
031970903,031,1092,34.7011054,-76.9739116,970903
031970904,031,2757,34.6619405,-77.0692195,970904
031971003,031,1777,34.6972082,-76.8319128,971003
031971103,031,1398,34.7037851,-76.7332127,971103
033930100,033,2297,36.4955611,-79.2246812,930100
033930200,033,5517,36.4264895,-79.3169707,930200
033930300,033,3787,36.4986396,-79.4247909,930300
033930400,033,2563,36.425188,-79.454496,930400
033930500,033,3675,36.3006633,-79.4496379,930500
033930600,033,4897,36.3078018,-79.2500418,930600
035010101,035,6170,35.76899,-81.1370266,010101
035010102,035,4318,35.7172641,-81.1720024,010102
035010201,035,4760,35.78177,-81.2003345,010201
035010203,035,3209,35.7529032,-81.2288099,010203
035010204,035,5177,35.7222789,-81.2421456,010204
035010301,035,5055,35.7888753,-81.257923,010301
035010302,035,5913,35.7816209,-81.2997355,010302
035010303,035,4248,35.7534983,-81.2686032,010303
035010304,035,4424,35.738694,-81.2767062,010304
035010402,035,5078,35.7460033,-81.3237246,010402
035010403,035,5555,35.7661473,-81.3206069,010403
035010404,035,2541,35.753099,-81.3124947,010404
035010501,035,4092,35.750487,-81.3459404,010501
035010502,035,3514,35.7850527,-81.3338145,010502
035010600,035,6650,35.74377,-81.3655745,010600
035010700,035,2651,35.7257957,-81.375382,010700
035010900,035,3607,35.7214302,-81.3325203,010900
035011000,035,2414,35.7196933,-81.2931583,011000
035011101,035,3597,35.696628,-81.3846002,011101
035011102,035,7367,35.6922129,-81.3254237,011102
035011200,035,5949,35.6671478,-81.2289815,011200
035011300,035,7488,35.6701747,-81.1936768,011300
035011401,035,3518,35.6953693,-81.1390943,011401
035011402,035,3982,35.6449024,-81.127896,011402
035011501,035,5146,35.6380086,-81.0599367,011501
035011503,035,3822,35.6501681,-80.9998809,011503
035011505,035,3669,35.590104,-80.9838978,011505
035011506,035,3166,35.5566814,-81.0120491,011506
035011601,035,4402,35.6116762,-81.1722526,011601
035011602,035,5496,35.5758659,-81.1305017,011602
035011701,035,4267,35.6698506,-81.2658481,011701
035011702,035,7200,35.5977295,-81.2771671,011702
035011801,035,6230,35.6536727,-81.4029024,011801
035011802,035,5935,35.606288,-81.4079111,011802
037020103,037,5520,35.8420429,-79.053972,020103
037020104,037,6082,35.7960736,-79.0532302,020104
037020105,037,7944,35.840544,-79.1118722,020105
037020107,037,2643,35.8490588,-79.1887939,020107
037020108,037,1949,35.8061687,-79.1341007,020108
037020201,037,3007,35.8018211,-79.4505658,020201
037020202,037,3382,35.7996844,-79.2649943,020202
037020203,037,2409,35.7291272,-79.3082367,020203
037020300,037,2742,35.6925992,-79.4750166,020300
037020401,037,5835,35.71226,-79.464917,020401
037020402,037,4610,35.7507675,-79.4653093,020402
037020500,037,3605,35.5912562,-79.4799628,020500
037020600,037,5199,35.6050546,-79.2879255,020600
037020702,037,4361,35.6676277,-79.0132905,020702
037020703,037,4549,35.8269453,-78.9471728,020703
037020704,037,2782,35.8445461,-78.9899416,020704
037020801,037,4513,35.7085378,-79.2112,020801
